ell,Dl_obs,Dl_lcdm,residual_lcdm,Dl_LambdaCDM,residual_LambdaCDM
1058,0.00633583,2.65625e-05,0.00630926,2.65625e-05,0.00630926
1067,0.00618855,2.6803e-05,0.00616174,2.6803e-05,0.00616174
1076,0.00625302,2.72594e-05,0.00622576,2.72594e-05,0.00622576
1085,0.00649329,2.79103e-05,0.00646538,2.79103e-05,0.00646538
1094,0.00638308,2.87362e-05,0.00635435,2.87362e-05,0.00635435
1103,0.00625081,2.97222e-05,0.00622108,2.97222e-05,0.00622108
1112,0.00615985,3.0842e-05,0.006129,3.0842e-05,0.006129
1121,0.00622588,3.20484e-05,0.00619383,3.20484e-05,0.00619383
1130,0.00608413,3.32942e-05,0.00605083,3.32942e-05,0.00605083
1139,0.00588336,3.45397e-05,0.00584882,3.45397e-05,0.00584882
1148,0.00577575,3.57476e-05,0.00574,3.57476e-05,0.00574
1157,0.00572407,3.68857e-05,0.00568718,3.68857e-05,0.00568718
1166,0.00535307,3.79245e-05,0.00531515,3.79245e-05,0.00531515
1175,0.00519873,3.88342e-05,0.00515989,3.88342e-05,0.00515989
1184,0.00508981,3.9589e-05,0.00505022,3.9589e-05,0.00505022
1193,0.00479141,4.01627e-05,0.00475125,4.01627e-05,0.00475125
1202,0.0043687,4.0534e-05,0.00432816,4.0534e-05,0.00432816
1211,0.00417467,4.0691e-05,0.00413397,4.0691e-05,0.00413397
1220,0.00409452,4.0646e-05,0.00405387,4.0646e-05,0.00405387
1229,0.00376788,4.04127e-05,0.00372747,4.04127e-05,0.00372747
1238,0.00366823,4.00044e-05,0.00362823,4.00044e-05,0.00362823
1247,0.00347236,3.94291e-05,0.00343293,3.94291e-05,0.00343293
1256,0.00320615,3.8693e-05,0.00316746,3.8693e-05,0.00316746
1265,0.00305035,3.78262e-05,0.00301253,3.78262e-05,0.00301253
1274,0.00297852,3.68717e-05,0.00294165,3.68717e-05,0.00294165
1283,0.00280923,3.58687e-05,0.00277336,3.58687e-05,0.00277336
1292,0.00285162,3.48505e-05,0.00281677,3.48505e-05,0.00281677
1301,0.00272209,3.38457e-05,0.00268824,3.38457e-05,0.00268824
1310,0.00260682,3.28807e-05,0.00257394,3.28807e-05,0.00257394
1319,0.00259437,3.19874e-05,0.00256238,3.19874e-05,0.00256238
1328,0.00257537,3.11963e-05,0.00254418,3.11963e-05,0.00254418
1337,0.00266211,3.0534e-05,0.00263157,3.0534e-05,0.00263157
1346,0.00255639,3.00252e-05,0.00252637,3.00252e-05,0.00252637
1355,0.00261649,2.96916e-05,0.0025868,2.96916e-05,0.0025868
1364,0.00262187,2.95407e-05,0.00259233,2.95407e-05,0.00259233
1373,0.00258908,2.95651e-05,0.00255952,2.95651e-05,0.00255952
1382,0.00254437,2.97579e-05,0.00251461,2.97579e-05,0.00251461
1391,0.00261561,3.0113e-05,0.00258549,3.0113e-05,0.00258549
1400,0.0026594,3.06303e-05,0.00262877,3.06303e-05,0.00262877
1409,0.00260028,3.13043e-05,0.00256897,3.13043e-05,0.00256897
1418,0.00255465,3.21017e-05,0.00252254,3.21017e-05,0.00252254
1427,0.00245515,3.29873e-05,0.00242216,3.29873e-05,0.00242216
1436,0.00244644,3.39289e-05,0.00241251,3.39289e-05,0.00241251
1445,0.00240161,3.48983e-05,0.00236671,3.48983e-05,0.00236671
1454,0.00229826,3.58718e-05,0.00226239,3.58718e-05,0.00226239
1463,0.00223591,3.68252e-05,0.00219908,3.68252e-05,0.00219908
1472,0.002172,3.77244e-05,0.00213427,3.77244e-05,0.00213427
1481,0.00211321,3.85381e-05,0.00207467,3.85381e-05,0.00207467
1490,0.00205733,3.924e-05,0.00201809,3.924e-05,0.00201809
1499,0.00196066,3.98027e-05,0.00192086,3.98027e-05,0.00192086
1512,0.00180086,4.03276e-05,0.00176053,4.03276e-05,0.00176053
1529,0.00158032,4.04877e-05,0.00153984,4.04877e-05,0.00153984
1546,0.00143706,4.00415e-05,0.00139702,4.00415e-05,0.00139702
1563,0.00129455,3.8964e-05,0.00125559,3.8964e-05,0.00125559
1580,0.00117726,3.73779e-05,0.00113988,3.73779e-05,0.00113988
1597,0.0010565,3.54532e-05,0.00102104,3.54532e-05,0.00102104
1614,0.000983296,3.33123e-05,0.000949984,3.33123e-05,0.000949984
1631,0.000943205,3.11409e-05,0.000912064,3.11409e-05,0.000912064
1648,0.000899621,2.91318e-05,0.000870489,2.91318e-05,0.000870489
1665,0.000886786,2.74386e-05,0.000859347,2.74386e-05,0.000859347
1682,0.000855415,2.61415e-05,0.000829273,2.61415e-05,0.000829273
1699,0.000870957,2.53063e-05,0.00084565,2.53063e-05,0.00084565
1716,0.000838162,2.49882e-05,0.000813173,2.49882e-05,0.000813173
1733,0.00085227,2.51048e-05,0.000827165,2.51048e-05,0.000827165
1750,0.000774499,2.55655e-05,0.000748933,2.55655e-05,0.000748933
1767,0.000762294,2.62993e-05,0.000735995,2.62993e-05,0.000735995
1784,0.000744564,2.71525e-05,0.000717412,2.71525e-05,0.000717412
1801,0.000694639,2.79755e-05,0.000666663,2.79755e-05,0.000666663
1818,0.000650647,2.86507e-05,0.000621997,2.86507e-05,0.000621997
1835,0.000583746,2.90969e-05,0.000554649,2.90969e-05,0.000554649
1852,0.000559116,2.92318e-05,0.000529884,2.92318e-05,0.000529884
1869,0.000496442,2.89958e-05,0.000467447,2.89958e-05,0.000467447
1886,0.000469464,2.84431e-05,0.000441021,2.84431e-05,0.000441021
1903,0.000433387,2.76092e-05,0.000405777,2.76092e-05,0.000405777
1920,0.000439444,2.65333e-05,0.000412911,2.65333e-05,0.000412911
1937,0.000410647,2.53384e-05,0.000385308,2.53384e-05,0.000385308
1954,0.000380459,2.41311e-05,0.000356328,2.41311e-05,0.000356328
1971,0.000370638,2.29952e-05,0.000347643,2.29952e-05,0.000347643
1988,0.000358839,2.20087e-05,0.000336831,2.20087e-05,0.000336831
2005,0.000375061,2.12543e-05,0.000353807,2.12543e-05,0.000353807
2030,0.00035658,2.06379e-05,0.000335942,2.06379e-05,0.000335942
2063,0.000319095,2.06431e-05,0.000298452,2.06431e-05,0.000298452
2096,0.000292921,2.13046e-05,0.000271616,2.13046e-05,0.000271616
2129,0.00027724,2.20708e-05,0.000255169,2.20708e-05,0.000255169
2162,0.000226748,2.24123e-05,0.000204335,2.24123e-05,0.000204335
2195,0.000182679,2.20017e-05,0.000160677,2.20017e-05,0.000160677
2228,0.000163492,2.07847e-05,0.000142707,2.07847e-05,0.000142707
2261,0.000145341,1.90473e-05,0.000126293,1.90473e-05,0.000126293
2294,0.000141435,1.71686e-05,0.000124267,1.71686e-05,0.000124267
2327,0.000133855,1.55901e-05,0.000118265,1.55901e-05,0.000118265
2360,0.000129677,1.45468e-05,0.000115131,1.45468e-05,0.000115131
2393,0.000139199,1.41036e-05,0.000125095,1.41036e-05,0.000125095
2426,9.60496e-05,1.40922e-05,8.19574e-05,1.40922e-05,8.19574e-05
2459,8.71936e-05,1.42281e-05,7.29655e-05,1.42281e-05,7.29655e-05
2492,7.96015e-05,1.42383e-05,6.53632e-05,1.42383e-05,6.53632e-05
32,0.00899779,2.58031e-08,0.00899776,2.58031e-08,0.00899776
37,0.0139298,3.73925e-08,0.0139298,3.73925e-08,0.0139298
42,0.00285368,5.21979e-08,0.00285363,5.21979e-08,0.00285363
47,0.00298042,7.06588e-08,0.00298035,7.06588e-08,0.00298035
52,0.00246931,9.33158e-08,0.00246922,9.33158e-08,0.00246922
57,-0.00726765,1.20686e-07,-0.00726777,1.20686e-07,-0.00726777
62,-0.0069134,1.53419e-07,-0.00691356,1.53419e-07,-0.00691356
67,-0.00281428,1.92133e-07,-0.00281447,1.92133e-07,-0.00281447
72,-0.0102193,2.37451e-07,-0.0102196,2.37451e-07,-0.0102196
77,-0.00756804,2.90284e-07,-0.00756833,2.90284e-07,-0.00756833
82,-0.00913275,3.51293e-07,-0.0091331,3.51293e-07,-0.0091331
87,-0.0104398,4.21259e-07,-0.0104402,4.21259e-07,-0.0104402
92,-0.0141032,5.00894e-07,-0.0141037,5.00894e-07,-0.0141037
97,-0.0125899,5.91017e-07,-0.0125905,5.91017e-07,-0.0125905
104,-0.0161848,7.36567e-07,-0.0161855,7.36567e-07,-0.0161855
113,-0.0155065,9.6021e-07,-0.0155075,9.6021e-07,-0.0155075
122,-0.0149484,1.22871e-06,-0.0149496,1.22871e-06,-0.0149496
131,-0.0151016,1.54513e-06,-0.0151032,1.54513e-06,-0.0151032
140,-0.0138977,1.91142e-06,-0.0138996,1.91142e-06,-0.0138996
149,-0.012661,2.32883e-06,-0.0126633,2.32883e-06,-0.0126633
158,-0.0123155,2.79637e-06,-0.0123183,2.79637e-06,-0.0123183
167,-0.0102938,3.31158e-06,-0.0102971,3.31158e-06,-0.0102971
176,-0.00875154,3.86915e-06,-0.00875541,3.86915e-06,-0.00875541
185,-0.00554925,4.46203e-06,-0.00555372,4.46203e-06,-0.00555372
194,-0.00301347,5.08133e-06,-0.00301855,5.08133e-06,-0.00301855
203,-0.00109463,5.71665e-06,-0.00110035,5.71665e-06,-0.00110035
212,0.000353213,6.35502e-06,0.000346858,6.35502e-06,0.000346858
221,0.00229298,6.98379e-06,0.002286,6.98379e-06,0.002286
230,0.00314635,7.58878e-06,0.00313877,7.58878e-06,0.00313877
239,0.00507158,8.15574e-06,0.00506342,8.15574e-06,0.00506342
248,0.00515497,8.67089e-06,0.0051463,8.67089e-06,0.0051463
257,0.00677876,9.12159e-06,0.00676964,9.12159e-06,0.00676964
266,0.00764636,9.49679e-06,0.00763686,9.49679e-06,0.00763686
275,0.00885463,9.78896e-06,0.00884484,9.78896e-06,0.00884484
284,0.00797288,9.99194e-06,0.00796289,9.99194e-06,0.00796289
293,0.00853926,1.01029e-05,0.00852916,1.01029e-05,0.00852916
302,0.00803985,1.01209e-05,0.00802973,1.01209e-05,0.00802973
311,0.0077087,1.00493e-05,0.00769865,1.00493e-05,0.00769865
320,0.00689744,9.8972e-06,0.00688755,9.8972e-06,0.00688755
329,0.00677967,9.67649e-06,0.00676999,9.67649e-06,0.00676999
338,0.00580713,9.40169e-06,0.00579773,9.40169e-06,0.00579773
347,0.0044855,9.08908e-06,0.00447641,9.08908e-06,0.00447641
356,0.00394757,8.75528e-06,0.00393881,8.75528e-06,0.00393881
365,0.0028705,8.42173e-06,0.00286208,8.42173e-06,0.00286208
374,0.00208263,8.11053e-06,0.00207452,8.11053e-06,0.00207452
383,0.00134817,7.84364e-06,0.00134033,7.84364e-06,0.00134033
392,0.000805291,7.64225e-06,0.000797649,7.64225e-06,0.000797649
401,-2.12301e-05,7.52523e-06,-2.87553e-05,7.52523e-06,-2.87553e-05
410,-0.000816265,7.50978e-06,-0.000823775,7.50978e-06,-0.000823775
419,-0.00125202,7.6075e-06,-0.00125963,7.6075e-06,-0.00125963
428,-0.00165783,7.82786e-06,-0.00166566,7.82786e-06,-0.00166566
437,-0.00203316,8.1759e-06,-0.00204133,8.1759e-06,-0.00204133
446,-0.00195855,8.65497e-06,-0.0019672,8.65497e-06,-0.0019672
455,-0.00225605,9.26389e-06,-0.00226531,9.26389e-06,-0.00226531
464,-0.00233141,9.99417e-06,-0.0023414,9.99417e-06,-0.0023414
473,-0.0021121,1.08313e-05,-0.00212293,1.08313e-05,-0.00212293
482,-0.00194292,1.17561e-05,-0.00195467,1.17561e-05,-0.00195467
491,-0.0018498,1.27492e-05,-0.00186255,1.27492e-05,-0.00186255
500,-0.00149552,1.37904e-05,-0.00150931,1.37904e-05,-0.00150931
509,-0.00114184,1.48568e-05,-0.00115669,1.48568e-05,-0.00115669
518,-0.000991339,1.59233e-05,-0.00100726,1.59233e-05,-0.00100726
527,-0.000520282,1.69604e-05,-0.000537242,1.69604e-05,-0.000537242
536,-0.000406652,1.79422e-05,-0.000424594,1.79422e-05,-0.000424594
545,-3.02778e-05,1.88453e-05,-4.91231e-05,1.88453e-05,-4.91231e-05
554,7.26328e-05,1.96489e-05,5.29839e-05,1.96489e-05,5.29839e-05
563,0.000229126,2.03379e-05,0.000208788,2.03379e-05,0.000208788
572,0.000357054,2.09014e-05,0.000336152,2.09014e-05,0.000336152
581,0.000493105,2.1332e-05,0.000471773,2.1332e-05,0.000471773
590,0.000484225,2.16287e-05,0.000462596,2.16287e-05,0.000462596
599,0.00049466,2.17911e-05,0.000472868,2.17911e-05,0.000472868
608,0.00054728,2.1822e-05,0.000525458,2.1822e-05,0.000525458
617,0.000394275,2.17388e-05,0.000372536,2.17388e-05,0.000372536
626,0.000173611,2.15664e-05,0.000152044,2.15664e-05,0.000152044
635,0.000117324,2.13301e-05,9.59936e-05,2.13301e-05,9.59936e-05
644,-7.61309e-05,2.10546e-05,-9.71855e-05,2.10546e-05,-9.71855e-05
653,-0.000226211,2.07631e-05,-0.000246974,2.07631e-05,-0.000246974
662,-0.00042855,2.04832e-05,-0.000449033,2.04832e-05,-0.000449033
671,-0.000794018,2.02501e-05,-0.000814269,2.02501e-05,-0.000814269
680,-0.000906201,2.0097e-05,-0.000926298,2.0097e-05,-0.000926298
689,-0.00106796,2.00532e-05,-0.00108801,2.00532e-05,-0.00108801
698,-0.0012132,2.01453e-05,-0.00123335,2.01453e-05,-0.00123335
707,-0.00125466,2.03942e-05,-0.00127506,2.03942e-05,-0.00127506
716,-0.00139459,2.0813e-05,-0.0014154,2.0813e-05,-0.0014154
725,-0.00146218,2.14087e-05,-0.00148359,2.14087e-05,-0.00148359
734,-0.00148707,2.21881e-05,-0.00150925,2.21881e-05,-0.00150925
743,-0.00148459,2.31523e-05,-0.00150774,2.31523e-05,-0.00150774
752,-0.00145599,2.42975e-05,-0.00148028,2.42975e-05,-0.00148028
761,-0.00137287,2.5613e-05,-0.00139849,2.5613e-05,-0.00139849
770,-0.0012386,2.70726e-05,-0.00126567,2.70726e-05,-0.00126567
779,-0.00112768,2.86376e-05,-0.00115632,2.86376e-05,-0.00115632
788,-0.0010539,3.0282e-05,-0.00108419,3.0282e-05,-0.00108419
797,-0.000880412,3.19691e-05,-0.000912381,3.19691e-05,-0.000912381
806,-0.000743958,3.36754e-05,-0.000777634,3.36754e-05,-0.000777634
815,-0.000611598,3.53552e-05,-0.000646953,3.53552e-05,-0.000646953
824,-0.000461982,3.69685e-05,-0.00049895,3.69685e-05,-0.00049895
833,-0.00025241,3.8467e-05,-0.000290877,3.8467e-05,-0.000290877
842,-0.000158151,3.98152e-05,-0.000197966,3.98152e-05,-0.000197966
851,2.61376e-05,4.09812e-05,-1.48435e-05,4.09812e-05,-1.48435e-05
860,0.000116565,4.19323e-05,7.46325e-05,4.19323e-05,7.46325e-05
869,0.00023138,4.26589e-05,0.000188721,4.26589e-05,0.000188721
878,0.000336582,4.31383e-05,0.000293444,4.31383e-05,0.000293444
887,0.000392477,4.33656e-05,0.000349111,4.33656e-05,0.000349111
896,0.000430183,4.33268e-05,0.000386856,4.33268e-05,0.000386856
905,0.000443087,4.30164e-05,0.000400071,4.30164e-05,0.000400071
914,0.000507483,4.24528e-05,0.000465031,4.24528e-05,0.000465031
923,0.000417721,4.16654e-05,0.000376056,4.16654e-05,0.000376056
932,0.000393206,4.06838e-05,0.000352522,4.06838e-05,0.000352522
941,0.000355487,3.95393e-05,0.000315948,3.95393e-05,0.000315948
950,0.000287253,3.82572e-05,0.000248996,3.82572e-05,0.000248996
959,0.000230477,3.68662e-05,0.000193611,3.68662e-05,0.000193611
968,0.000140017,3.5416e-05,0.000104601,3.5416e-05,0.000104601
977,6.45548e-05,3.39578e-05,3.0597e-05,3.39578e-05,3.0597e-05
986,-1.91424e-06,3.25374e-05,-3.44517e-05,3.25374e-05,-3.44517e-05
995,-9.35742e-05,3.11967e-05,-0.000124771,3.11967e-05,-0.000124771
1004,-0.000232608,2.99734e-05,-0.000262581,2.99734e-05,-0.000262581
1013,-0.000276613,2.88954e-05,-0.000305509,2.88954e-05,-0.000305509
1022,-0.000292533,2.79932e-05,-0.000320526,2.79932e-05,-0.000320526
1031,-0.000322713,2.72892e-05,-0.000350002,2.72892e-05,-0.000350002
1040,-0.000343356,2.68061e-05,-0.000370162,2.68061e-05,-0.000370162
1049,-0.000419386,2.65589e-05,-0.000445944,2.65589e-05,-0.000445944
1058,-0.000461706,2.65625e-05,-0.000488268,2.65625e-05,-0.000488268
1067,-0.00044642,2.6803e-05,-0.000473223,2.6803e-05,-0.000473223
1076,-0.000426976,2.72594e-05,-0.000454235,2.72594e-05,-0.000454235
1085,-0.000391128,2.79103e-05,-0.000419038,2.79103e-05,-0.000419038
1094,-0.000399977,2.87362e-05,-0.000428713,2.87362e-05,-0.000428713
1103,-0.000290662,2.97222e-05,-0.000320384,2.97222e-05,-0.000320384
1112,-0.000284199,3.0842e-05,-0.000315041,3.0842e-05,-0.000315041
1121,-0.000242651,3.20484e-05,-0.000274699,3.20484e-05,-0.000274699
1130,-0.000211328,3.32942e-05,-0.000244622,3.32942e-05,-0.000244622
1139,-0.000230741,3.45397e-05,-0.000265281,3.45397e-05,-0.000265281
1148,-0.000112764,3.57476e-05,-0.000148512,3.57476e-05,-0.000148512
1157,-7.35069e-05,3.68857e-05,-0.000110393,3.68857e-05,-0.000110393
1166,-9.83654e-05,3.79245e-05,-0.00013629,3.79245e-05,-0.00013629
1175,-6.1854e-05,3.88342e-05,-0.000100688,3.88342e-05,-0.000100688
1184,-2.59429e-05,3.9589e-05,-6.55319e-05,3.9589e-05,-6.55319e-05
1193,-9.87468e-06,4.01627e-05,-5.00374e-05,4.01627e-05,-5.00374e-05
1202,3.46323e-06,4.0534e-05,-3.70708e-05,4.0534e-05,-3.70708e-05
1211,2.70401e-05,4.0691e-05,-1.36509e-05,4.0691e-05,-1.36509e-05
1220,4.76015e-05,4.0646e-05,6.95552e-06,4.0646e-05,6.95552e-06
1229,3.30467e-06,4.04127e-05,-3.7108e-05,4.04127e-05,-3.7108e-05
1238,-6.99104e-06,4.00044e-05,-4.69954e-05,4.00044e-05,-4.69954e-05
1247,2.62758e-05,3.94291e-05,-1.31533e-05,3.94291e-05,-1.31533e-05
1256,-2.01913e-05,3.8693e-05,-5.88842e-05,3.8693e-05,-5.88842e-05
1265,-4.16861e-05,3.78262e-05,-7.95123e-05,3.78262e-05,-7.95123e-05
1274,-2.39399e-05,3.68717e-05,-6.08116e-05,3.68717e-05,-6.08116e-05
1283,-9.70072e-05,3.58687e-05,-0.000132876,3.58687e-05,-0.000132876
1292,-0.000104643,3.48505e-05,-0.000139493,3.48505e-05,-0.000139493
1301,-0.000116113,3.38457e-05,-0.000149959,3.38457e-05,-0.000149959
1310,-0.000167056,3.28807e-05,-0.000199937,3.28807e-05,-0.000199937
1319,-0.000163577,3.19874e-05,-0.000195564,3.19874e-05,-0.000195564
1328,-0.000188039,3.11963e-05,-0.000219236,3.11963e-05,-0.000219236
1337,-0.000177616,3.0534e-05,-0.00020815,3.0534e-05,-0.00020815
1346,-0.000198014,3.00252e-05,-0.00022804,3.00252e-05,-0.00022804
1355,-0.000224152,2.96916e-05,-0.000253844,2.96916e-05,-0.000253844
1364,-0.000209868,2.95407e-05,-0.000239409,2.95407e-05,-0.000239409
1373,-0.000187851,2.95651e-05,-0.000217416,2.95651e-05,-0.000217416
1382,-0.000156478,2.97579e-05,-0.000186235,2.97579e-05,-0.000186235
1391,-0.00021558,3.0113e-05,-0.000245693,3.0113e-05,-0.000245693
