ell,Dl_obs,Dl_lcdm,residual_lcdm,Dl_LambdaCDM,residual_LambdaCDM
707,36.5131,1904.65,-1868.14,1904.65,-1868.14
716,36.4293,1892.87,-1856.44,1892.87,-1856.44
725,33.4393,1896.62,-1863.18,1896.62,-1863.18
734,32.2593,1915.48,-1883.22,1915.48,-1883.22
743,27.6853,1948.52,-1920.84,1948.52,-1920.84
752,27.3087,1994.5,-1967.19,1994.5,-1967.19
761,24.6929,2051.7,-2027.01,2051.7,-2027.01
770,21.1035,2117.3,-2096.19,2117.3,-2096.19
779,19.3843,2187.76,-2168.38,2187.76,-2168.38
788,19.3659,2260.81,-2241.44,2260.81,-2241.44
797,17.3212,2333.58,-2316.26,2333.58,-2316.26
806,16.1542,2404.42,-2388.27,2404.42,-2388.27
815,14.1638,2470.22,-2456.05,2470.22,-2456.05
824,12.1229,2528.47,-2516.35,2528.47,-2516.35
833,11.6282,2576.38,-2564.75,2576.38,-2564.75
842,13.3085,2612.19,-2598.88,2612.19,-2598.88
851,13.0309,2634.56,-2621.53,2634.56,-2621.53
860,15.4091,2642.21,-2626.81,2642.21,-2626.81
869,16.3651,2635.39,-2619.02,2635.39,-2619.02
878,17.5279,2613.51,-2595.98,2613.51,-2595.98
887,22.0617,2577.14,-2555.08,2577.14,-2555.08
896,24.2907,2526.26,-2501.97,2526.26,-2501.97
905,23.2827,2461.35,-2438.07,2461.35,-2438.07
914,29.1072,2384.21,-2355.11,2384.21,-2355.11
923,31.4781,2297.16,-2265.68,2297.16,-2265.68
932,35.4116,2202.33,-2166.92,2202.33,-2166.92
941,37.4935,2101.79,-2064.29,2101.79,-2064.29
950,37.058,1997.17,-1960.11,1997.17,-1960.11
959,39.3482,1890.13,-1850.78,1890.13,-1850.78
968,40.3395,1783.34,-1743,1783.34,-1743
977,40.4442,1679.33,-1638.89,1679.33,-1638.89
986,38.6279,1580.22,-1541.59,1580.22,-1541.59
995,42.2792,1487.76,-1445.48,1487.76,-1445.48
1004,40.1553,1403.4,-1363.24,1403.4,-1363.24
1013,46.1332,1328.04,-1281.91,1328.04,-1281.91
1022,42.9829,1262.68,-1219.69,1262.68,-1219.69
1031,39.2361,1207.86,-1168.62,1207.86,-1168.62
1040,36.5526,1164.1,-1127.54,1164.1,-1127.54
1049,35.8932,1131.57,-1095.67,1131.57,-1095.67
1058,37.0442,1110.4,-1073.35,1110.4,-1073.35
1067,28.6378,1099.52,-1070.88,1099.52,-1070.88
1076,25.1823,1097.63,-1072.45,1097.63,-1072.45
1085,20.9454,1103.51,-1082.56,1103.51,-1082.56
1094,25.9907,1116.07,-1090.07,1116.07,-1090.07
1103,16.4541,1134.48,-1118.02,1134.48,-1118.02
1112,15.7459,1157.5,-1141.75,1157.5,-1141.75
1121,15.3649,1183.16,-1167.8,1183.16,-1167.8
1130,15.5914,1209.62,-1194.03,1209.62,-1194.03
1139,13.6421,1235.4,-1221.76,1235.4,-1221.76
1148,13.5995,1259.22,-1245.62,1259.22,-1245.62
1157,14.5019,1280.03,-1265.53,1280.03,-1265.53
1166,9.18108,1296.95,-1287.77,1296.95,-1287.77
1175,10.5746,1309.08,-1298.51,1309.08,-1298.51
1184,12.8028,1315.74,-1302.94,1315.74,-1302.94
1193,12.7564,1316.28,-1303.52,1316.28,-1303.52
1202,23.1519,1310.22,-1287.07,1310.22,-1287.07
1211,21.2917,1297.44,-1276.15,1297.44,-1276.15
1220,18.0007,1278.58,-1260.58,1278.58,-1260.58
1229,24.1192,1254.28,-1230.16,1254.28,-1230.16
1238,26.9876,1225.13,-1198.15,1225.13,-1198.15
1247,28.9322,1191.56,-1162.62,1191.56,-1162.62
1256,28.2583,1153.86,-1125.61,1153.86,-1125.61
1265,32.123,1113.1,-1080.98,1113.1,-1080.98
1274,28.0386,1070.63,-1042.59,1070.63,-1042.59
1283,25.1459,1027.62,-1002.48,1027.62,-1002.48
1292,32.7948,985.037,-952.242,985.037,-952.242
1301,32.8301,943.641,-910.811,943.641,-910.811
1310,32.308,904.104,-871.796,904.104,-871.796
1319,37.0351,867.244,-830.209,867.244,-830.209
1328,22.7581,833.793,-811.035,833.793,-811.035
1337,32.7284,804.351,-771.622,804.351,-771.622
1346,25.6747,779.425,-753.751,779.425,-753.751
1355,22.1336,759.432,-737.299,759.432,-737.299
1364,20.8649,744.404,-723.539,744.404,-723.539
1373,13.9711,734.006,-720.035,734.006,-720.035
1382,19.7096,727.931,-708.222,727.931,-708.222
1391,18.9034,725.915,-707.012,725.915,-707.012
1400,26.3292,727.839,-701.51,727.839,-701.51
1409,5.1988,733.468,-728.269,733.468,-728.269
1418,20.0139,741.909,-721.895,741.909,-721.895
1427,20.0412,752.265,-732.224,752.265,-732.224
1436,13.1922,763.749,-750.556,763.749,-750.556
1445,10.43,775.708,-765.278,775.708,-765.278
1454,2.1953,787.619,-785.424,787.619,-785.424
1463,18.35,798.959,-780.609,798.959,-780.609
1472,12.4154,808.993,-796.578,808.993,-796.578
1481,16.5295,817.088,-800.559,817.088,-800.559
1490,14.6158,822.739,-808.123,822.739,-808.123
1499,-1.3298,825.448,-826.778,825.448,-826.778
1512,21.9852,823.478,-801.493,823.478,-801.493
1529,16.3364,810.551,-794.215,810.551,-794.215
1546,17.2441,786.217,-768.973,786.217,-768.973
1563,16.8062,750.522,-733.716,750.522,-733.716
1580,6.00044,706.352,-700.352,706.352,-700.352
1597,23.6655,657.247,-633.581,657.247,-633.581
1614,28.6547,605.608,-576.953,605.608,-576.953
1631,25.01,554.875,-529.865,554.875,-529.865
1648,15.7028,508.377,-492.674,508.377,-492.674
1665,25.7318,468.52,-442.788,468.52,-442.788
1682,35.6797,436.377,-400.698,436.377,-400.698
1699,19.884,412.728,-392.844,412.728,-392.844
1716,-2.30435,398.117,-400.421,398.117,-400.421
1733,10.7442,390.873,-380.129,390.873,-380.129
1750,37.1788,389.321,-352.142,389.321,-352.142
1767,21.6818,392.193,-370.511,392.193,-370.511
1784,-18.8184,397.006,-415.825,397.006,-415.825
1801,23.4248,401.505,-378.08,401.505,-378.08
1818,18.7414,404.034,-385.293,404.034,-385.293
1835,16.6022,403.498,-386.896,403.498,-386.896
1852,-6.23088,398.847,-405.078,398.847,-405.078
1869,36.2976,389.413,-353.115,389.413,-353.115
1886,0.555329,376.071,-375.516,376.071,-375.516
1903,-18.6965,359.391,-378.088,359.391,-378.088
1920,26.026,339.963,-313.937,339.963,-313.937
1937,20.5827,319.441,-298.859,319.441,-298.859
1954,-42.7334,299.168,-341.901,299.168,-341.901
1971,51.929,280.137,-228.208,280.137,-228.208
1988,5.28485,263.265,-257.98,263.265,-257.98
