ell,Dl_obs,Dl_te_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te
1301,733.856,11.6762,938.512,-204.655,14.8767,-3.20042,938.512,-204.655,14.8767,-3.20042
1310,712.532,11.6379,895.025,-182.492,12.2029,-0.56498,895.025,-182.492,12.2029,-0.56498
1319,718.903,11.6475,854.524,-135.621,8.23083,3.41664,854.524,-135.621,8.23083,3.41664
1328,723.408,11.7158,817.855,-94.4471,3.1875,8.52831,817.855,-94.4471,3.1875,8.52831
1337,757.937,11.8054,785.719,-27.7824,-2.72814,14.5335,785.719,-27.7824,-2.72814,14.5335
1346,737.666,11.93,758.709,-21.0427,-9.35161,21.2816,758.709,-21.0427,-9.35161,21.2816
1355,765.134,12.0808,737.302,27.8326,-16.5462,28.627,737.302,27.8326,-16.5462,28.627
1364,776.923,12.2341,721.569,55.3535,-24.0883,36.3224,721.569,55.3535,-24.0883,36.3224
1373,777.362,12.3763,711.195,66.1668,-31.6694,44.0458,711.195,66.1668,-31.6694,44.0458
1382,773.981,12.5649,705.864,68.1176,-39.0215,51.5863,705.864,68.1176,-39.0215,51.5863
1391,806.044,12.7012,705.284,100.76,-45.9109,58.6122,705.284,100.76,-45.9109,58.6122
1400,830.177,12.7868,709.29,120.887,-52.1539,64.9407,709.29,120.887,-52.1539,64.9407
1409,822.186,12.8797,717.58,104.606,-57.5918,70.4715,717.58,104.606,-57.5918,70.4715
1418,818.106,12.943,729.177,88.9289,-62.0936,75.0366,729.177,88.9289,-62.0936,75.0366
1427,796.252,12.9542,743.086,53.166,-65.5586,78.5127,743.086,53.166,-65.5586,78.5127
1436,803.463,12.9324,758.408,45.055,-67.8961,80.8285,758.408,45.055,-67.8961,80.8285
1445,798.655,12.8711,774.373,24.2815,-69.0264,81.8975,774.373,24.2815,-69.0264,81.8975
1454,773.833,12.7736,790.334,-16.5004,-68.8756,81.6491,790.334,-16.5004,-68.8756,81.6491
1463,762.183,12.6209,805.646,-43.4625,-67.4752,80.0961,805.646,-43.4625,-67.4752,80.0961
1472,749.532,12.5094,819.456,-69.9242,-64.9624,77.4718,819.456,-69.9242,-64.9624,77.4718
1481,738.185,12.3407,831.022,-92.8365,-61.4678,73.8085,831.022,-92.8365,-61.4678,73.8085
1490,727.424,12.0988,839.739,-112.314,-57.1012,69.2,839.739,-112.314,-57.1012,69.2
1499,701.642,11.881,845.024,-143.382,-51.9475,63.8285,845.024,-143.382,-51.9475,63.8285
1512,655.678,9.15414,845.766,-190.088,-43.3179,52.472,845.766,-190.088,-43.3179,52.472
1529,588.39,8.91434,834.375,-245.986,-30.9293,39.8436,834.375,-245.986,-30.9293,39.8436
1546,547.01,8.69233,809.204,-262.194,-18.561,27.2533,809.204,-262.194,-18.561,27.2533
1563,503.657,8.53597,770.438,-266.781,-7.26207,15.798,770.438,-266.781,-7.26207,15.798
1580,468.039,8.43458,721.326,-253.286,2.05437,6.38021,721.326,-253.286,2.05437,6.38021
1597,429.111,8.38753,665.94,-236.829,8.61855,-0.231023,665.94,-236.829,8.61855,-0.231023
1614,407.925,8.40105,607.335,-199.409,11.8647,-3.4636,607.335,-199.409,11.8647,-3.4636
1631,399.577,8.46498,549.656,-150.08,11.9273,-3.46236,549.656,-150.08,11.9273,-3.46236
1648,389.097,8.57693,496.913,-107.817,9.12404,-0.547108,496.913,-107.817,9.12404,-0.547108
1665,391.497,8.74009,452.082,-60.5856,3.7277,5.01239,452.082,-60.5856,3.7277,5.01239
1682,385.396,8.88135,416.651,-31.2549,-3.35069,12.232,416.651,-31.2549,-3.35069,12.232
1699,400.368,9.05388,391.631,8.73656,-11.1687,20.2225,391.631,8.73656,-11.1687,20.2225
1716,393.039,9.22308,377.602,15.4372,-18.9894,28.2124,377.602,15.4372,-18.9894,28.2124
1733,407.61,9.39501,372.71,34.9003,-26.0058,35.4008,372.71,34.9003,-26.0058,35.4008
1750,377.716,9.53506,374.926,2.78994,-31.4874,41.0225,374.926,2.78994,-31.4874,41.0225
1767,379.019,9.69283,382.509,-3.48968,-34.9135,44.6064,382.509,-3.48968,-34.9135,44.6064
1784,377.36,9.81874,392.438,-15.0788,-36.2215,46.0403,392.438,-15.0788,-36.2215,46.0403
1801,358.796,9.90416,401.896,-43.1003,-35.394,45.2982,401.896,-43.1003,-35.394,45.2982
1818,342.446,10.0136,408.71,-66.2634,-32.496,42.5095,408.71,-66.2634,-32.496,42.5095
1835,313.006,10.1366,411.372,-98.3657,-28.1266,38.2632,411.372,-98.3657,-28.1266,38.2632
1852,305.378,10.2489,408.565,-103.187,-22.8332,33.0821,408.565,-103.187,-22.8332,33.0821
1869,276.147,10.3638,399.503,-123.356,-17.094,27.4578,399.503,-123.356,-17.094,27.4578
1886,265.911,10.5367,385.099,-119.188,-11.5581,22.0948,385.099,-119.188,-11.5581,22.0948
1903,249.92,10.7092,366.118,-116.198,-6.80342,17.5126,366.118,-116.198,-6.80342,17.5126
1920,257.96,10.8758,343.472,-85.5119,-3.23878,14.1146,343.472,-85.5119,-3.23878,14.1146
1937,245.342,11.1141,319.212,-73.8697,-1.03065,12.1448,319.212,-73.8697,-1.03065,12.1448
1954,231.313,11.3362,295.106,-63.7935,-0.346181,11.6824,295.106,-63.7935,-0.346181,11.6824
1971,229.279,11.5868,272.571,-43.2926,-1.1957,12.7825,272.571,-43.2926,-1.1957,12.7825
1988,225.825,11.8344,252.89,-27.0655,-3.22328,15.0577,252.89,-27.0655,-3.22328,15.0577
2005,240.086,12.2834,237.251,2.83563,-6.14985,18.4332,237.251,2.83563,-6.14985,18.4332
2030,233.983,11.3909,222.516,11.4667,-11.3631,22.754,222.516,11.4667,-11.3631,22.754
2063,216.247,11.8618,216.7,-0.453504,-17.6713,29.5331,216.7,-0.453504,-17.6713,29.5331
2096,204.908,12.2895,221.571,-16.6623,-21.2304,33.5199,221.571,-16.6623,-21.2304,33.5199
2129,200.092,12.7655,228.663,-28.5707,-20.7474,33.513,228.663,-28.5707,-20.7474,33.513
2162,168.762,13.2604,230.174,-61.4116,-16.7847,30.045,230.174,-61.4116,-16.7847,30.045
2195,140.144,13.7723,221.58,-81.4361,-10.8443,24.6165,221.58,-81.4361,-10.8443,24.6165
2228,129.223,14.3729,202.479,-73.2556,-5.08735,19.4603,202.479,-73.2556,-5.08735,19.4603
2261,118.304,15.031,176.909,-58.6051,-1.23007,16.2611,176.909,-58.6051,-1.23007,16.2611
2294,118.51,15.7241,150.233,-31.7237,-0.142245,15.8663,150.233,-31.7237,-0.142245,15.8663
2327,115.407,16.4751,128.142,-12.7346,-1.63995,18.1151,128.142,-12.7346,-1.63995,18.1151
2360,114.999,17.3181,113.641,1.35731,-4.60398,21.9221,113.641,1.35731,-4.60398,21.9221
2393,126.918,18.2032,107.234,19.6837,-7.70084,25.904,107.234,19.6837,-7.70084,25.904
2426,90.007,19.2191,106.582,-16.5746,-9.65657,28.8757,106.582,-16.5746,-9.65657,28.8757
2459,83.9457,20.2371,107.988,-24.0423,-9.92176,30.1588,107.988,-24.0423,-9.92176,30.1588
2492,78.7067,21.4071,107.981,-29.274,-8.52881,29.9359,107.981,-29.274,-8.52881,29.9359
32,1.51224,1.47808,1139.33,-1137.82,1.77354,-0.295457,1139.33,-1137.82,1.77354,-0.295457
37,3.11711,1.47169,1239.56,-1236.44,1.71443,-0.242747,1239.56,-1236.44,1.71443,-0.242747
42,0.820244,1.49655,1346.63,-1345.81,1.40505,0.0915039,1346.63,-1345.81,1.40505,0.0915039
47,1.07013,1.54333,1458.89,-1457.82,0.836138,0.707191,1458.89,-1457.82,0.836138,0.707191
52,1.08312,1.60835,1576.8,-1575.71,-0.0456775,1.65403,1576.8,-1575.71,-0.0456775,1.65403
57,-3.82399,1.6905,1699.63,-1703.46,-1.23979,2.93029,1699.63,-1703.46,-1.23979,2.93029
62,-4.29778,1.78766,1828.37,-1832.66,-2.76839,4.55605,1828.37,-1832.66,-2.76839,4.55605
67,-2.04066,1.8959,1962.73,-1964.77,-4.61829,6.51419,1962.73,-1964.77,-4.61829,6.51419
72,-8.54866,2.02037,2102.29,-2110.84,-6.78285,8.80322,2102.29,-2110.84,-6.78285,8.80322
77,-7.23417,2.15034,2248.87,-2256.1,-9.25204,11.4024,2248.87,-2256.1,-9.25204,11.4024
82,-9.89267,2.29265,2401.39,-2411.29,-11.987,14.2797,2401.39,-2411.29,-11.987,14.2797
87,-12.7208,2.43875,2559.78,-2572.5,-14.9515,17.3903,2559.78,-2572.5,-14.9515,17.3903
92,-19.2047,2.58386,2723.37,-2742.57,-18.1002,20.6841,2723.37,-2742.57,-18.1002,20.6841
97,-19.0476,2.73638,2892.13,-2911.18,-21.384,24.1204,2892.13,-2911.18,-21.384,24.1204
104,-28.1287,2.13425,3137.59,-3165.72,-26.1143,28.2486,3137.59,-3165.72,-26.1143,28.2486
113,-31.7919,2.31221,3467.38,-3499.17,-32.1842,34.4965,3467.38,-3499.17,-32.1842,34.4965
122,-35.701,2.46896,3809.25,-3844.95,-37.8832,40.3522,3809.25,-3844.95,-37.8832,40.3522
131,-41.5613,2.59822,4157.48,-4199.05,-42.8124,45.4106,4157.48,-4199.05,-42.8124,45.4106
140,-43.6625,2.69832,4506.05,-4549.71,-46.5925,49.2908,4506.05,-4549.71,-46.5925,49.2908
149,-45.0365,2.76381,4850,-4895.04,-48.8848,51.6486,4850,-4895.04,-48.8848,51.6486
158,-49.241,2.79427,5182.49,-5231.73,-49.3912,52.1855,5182.49,-5231.73,-49.3912,52.1855
167,-45.9645,2.79323,5497.24,-5543.2,-47.8689,50.6621,5497.24,-5543.2,-47.8689,50.6621
176,-43.3901,2.76455,5786.56,-5829.95,-44.148,46.9125,5786.56,-5829.95,-44.148,46.9125
185,-30.3906,2.74329,6043.78,-6074.17,-38.151,40.8943,6043.78,-6074.17,-38.151,40.8943
194,-18.1436,2.719,6263.08,-6281.22,-29.8803,32.5993,6263.08,-6281.22,-29.8803,32.5993
203,-7.21464,2.73536,6439.64,-6446.85,-19.4356,22.171,6439.64,-6446.85,-19.4356,22.171
212,2.53847,2.79017,6568.4,-6565.87,-7.01545,9.80563,6568.4,-6565.87,-7.01545,9.80563
221,17.9047,2.91219,6647.02,-6629.12,7.08055,-4.16836,6647.02,-6629.12,7.08055,-4.16836
230,26.6053,3.07603,6673.38,-6646.78,22.4837,-19.4077,6673.38,-6646.78,22.4837,-19.4077
239,46.2991,3.28945,6646.73,-6600.43,38.7738,-35.4844,6646.73,-6600.43,38.7738,-35.4844
248,50.6637,3.52118,6567.7,-6517.04,55.4933,-51.9722,6567.7,-6517.04,55.4933,-51.9722
257,71.5358,3.77085,6438.29,-6366.75,72.16,-68.3892,6438.29,-6366.75,72.16,-68.3892
266,86.4306,4.0151,6261.65,-6175.22,88.2104,-84.1953,6261.65,-6175.22,88.2104,-84.1953
275,106.963,4.24336,6042.95,-5935.99,103.085,-98.8418,6042.95,-5935.99,103.085,-98.8418
284,102.707,4.43112,5787.38,-5684.67,116.265,-111.834,5787.38,-5684.67,116.265,-111.834
293,117.073,4.57941,5501.14,-5384.07,127.307,-122.728,5501.14,-5384.07,127.307,-122.728
302,117.089,4.67135,5190.36,-5073.27,135.834,-131.163,5190.36,-5073.27,135.834,-131.163
311,119.046,4.71765,4862.14,-4743.09,141.553,-136.835,4862.14,-4743.09,141.553,-136.835
320,112.762,4.69441,4524.78,-4412.01,144.2,-139.505,4524.78,-4412.01,144.2,-139.505
329,117.149,4.64677,4186.28,-4069.13,143.606,-138.959,4186.28,-4069.13,143.606,-138.959
338,105.901,4.54536,3854.06,-3748.16,139.713,-135.168,3854.06,-3748.16,139.713,-135.168
347,86.2064,4.39886,3534.74,-3448.54,132.582,-128.183,3534.74,-3448.54,132.582,-128.183
356,79.8487,4.25404,3233.72,-3153.88,122.338,-118.084,3233.72,-3153.88,122.338,-118.084
365,61.0311,4.09659,2957,-2895.97,109.303,-105.207,2957,-2895.97,109.303,-105.207
374,46.4875,3.93046,2709.59,-2663.1,93.8625,-89.9321,2709.59,-2663.1,93.8625,-89.9321
383,31.557,3.79953,2495.39,-2463.83,76.4707,-72.6711,2495.39,-2463.83,76.4707,-72.6711
