ell,Dl_obs,Dl_te_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te
221,5.81648e+15,1.65418e+14,6640.17,5.81648e+15,7.2284,1.65418e+14,6640.17,5.81648e+15,7.2284,1.65418e+14
230,5.68466e+15,1.60755e+14,6665.42,5.68466e+15,22.5867,1.60755e+14,6665.42,5.68466e+15,22.5867,1.60755e+14
239,5.77616e+15,1.55688e+14,6637.77,5.77616e+15,38.8156,1.55688e+14,6637.77,5.77616e+15,38.8156,1.55688e+14
248,5.43547e+15,1.49464e+14,6557.91,5.43547e+15,55.4581,1.49464e+14,6557.91,5.43547e+15,55.4581,1.49464e+14
257,5.228e+15,1.42788e+14,6427.89,5.228e+15,72.0326,1.42788e+14,6427.89,5.228e+15,72.0326,1.42788e+14
266,5.09029e+15,1.34576e+14,6250.92,5.09029e+15,87.9779,1.34576e+14,6250.92,5.09029e+15,87.9779,1.34576e+14
275,5.09649e+15,1.2649e+14,6032.2,5.09649e+15,102.737,1.2649e+14,6032.2,5.09649e+15,102.737,1.2649e+14
284,4.54618e+15,1.17806e+14,5776.94,4.54618e+15,115.796,1.17806e+14,5776.94,4.54618e+15,115.796,1.17806e+14
293,4.37125e+15,1.08654e+14,5491.35,4.37125e+15,126.714,1.08654e+14,5491.35,4.37125e+15,126.714,1.08654e+14
302,3.93572e+15,1.00144e+14,5181.54,3.93572e+15,135.12,1.00144e+14,5181.54,3.93572e+15,135.12,1.00144e+14
311,3.64999e+15,9.14018e+13,4854.61,3.64999e+15,140.727,9.14018e+13,4854.61,3.64999e+15,140.727,9.14018e+13
320,3.41194e+15,8.29697e+13,4518.84,3.41194e+15,143.275,8.29697e+13,4518.84,3.41194e+15,143.275,8.29697e+13
329,3.17393e+15,7.51715e+13,4182.2,3.17393e+15,142.603,7.51715e+13,4182.2,3.17393e+15,142.603,7.51715e+13
338,2.84213e+15,6.79998e+13,3852.05,2.84213e+15,138.658,6.79998e+13,3852.05,2.84213e+15,138.658,6.79998e+13
347,2.49824e+15,6.12915e+13,3534.96,2.49824e+15,131.505,6.12915e+13,3534.96,2.49824e+15,131.505,6.12915e+13
356,2.35831e+15,5.55922e+13,3236.26,2.35831e+15,121.274,5.55922e+13,3236.26,2.35831e+15,121.274,5.55922e+13
365,2.18633e+15,5.05043e+13,2961.86,2.18633e+15,108.289,5.05043e+13,2961.86,2.18633e+15,108.289,5.05043e+13
374,2.03868e+15,4.64264e+13,2716.67,2.03868e+15,92.9368,4.64264e+13,2716.67,2.03868e+15,92.9368,4.64264e+13
383,1.89176e+15,4.31684e+13,2504.53,1.89176e+15,75.6722,4.31684e+13,2504.53,1.89176e+15,75.6722,4.31684e+13
392,1.78759e+15,4.06809e+13,2328.13,1.78759e+15,56.9605,4.06809e+13,2328.13,1.78759e+15,56.9605,4.06809e+13
401,1.73458e+15,3.90986e+13,2188.87,1.73458e+15,37.2909,3.90986e+13,2188.87,1.73458e+15,37.2909,3.90986e+13
410,1.73805e+15,3.81472e+13,2087.2,1.73805e+15,17.1865,3.81472e+13,2087.2,1.73805e+15,17.1865,3.81472e+13
419,1.73161e+15,3.7992e+13,2021.88,1.73161e+15,-2.69048,3.7992e+13,2021.88,1.73161e+15,-2.69048,3.7992e+13
428,1.77001e+15,3.82387e+13,1991.13,1.77001e+15,-21.7084,3.82387e+13,1991.13,1.77001e+15,-21.7084,3.82387e+13
437,1.77068e+15,3.8942e+13,1992.21,1.77068e+15,-39.3238,3.8942e+13,1992.21,1.77068e+15,-39.3238,3.8942e+13
446,1.85679e+15,4.01097e+13,2022.26,1.85679e+15,-55.0734,4.01097e+13,2022.26,1.85679e+15,-55.0734,4.01097e+13
455,2.0459e+15,4.13193e+13,2077.75,2.0459e+15,-68.5894,4.13193e+13,2077.75,2.0459e+15,-68.5894,4.13193e+13
464,2.2247e+15,4.26811e+13,2153.91,2.2247e+15,-79.5261,4.26811e+13,2153.91,2.2247e+15,-79.5261,4.26811e+13
473,2.17824e+15,4.42083e+13,2245.36,2.17824e+15,-87.6153,4.42083e+13,2245.36,2.17824e+15,-87.6153,4.42083e+13
482,2.32336e+15,4.55664e+13,2346.44,2.32336e+15,-92.6681,4.55664e+13,2346.44,2.32336e+15,-92.6681,4.55664e+13
491,2.4187e+15,4.66662e+13,2452.27,2.4187e+15,-94.6084,4.66662e+13,2452.27,2.4187e+15,-94.6084,4.66662e+13
500,2.44725e+15,4.76298e+13,2558.44,2.44725e+15,-93.4539,4.76298e+13,2558.44,2.44725e+15,-93.4539,4.76298e+13
509,2.57777e+15,4.83824e+13,2660.68,2.57777e+15,-89.3313,4.83824e+13,2660.68,2.57777e+15,-89.3313,4.83824e+13
518,2.55851e+15,4.88517e+13,2754.84,2.55851e+15,-82.5613,4.88517e+13,2754.84,2.55851e+15,-82.5613,4.88517e+13
527,2.57922e+15,4.90304e+13,2836.62,2.57922e+15,-73.5261,4.90304e+13,2836.62,2.57922e+15,-73.5261,4.90304e+13
536,2.52398e+15,4.86775e+13,2902.84,2.52398e+15,-62.6285,4.86775e+13,2902.84,2.52398e+15,-62.6285,4.86775e+13
545,2.51915e+15,4.82047e+13,2951.24,2.51915e+15,-50.2923,4.82047e+13,2951.24,2.51915e+15,-50.2923,4.82047e+13
554,2.56659e+15,4.73184e+13,2980.22,2.56659e+15,-36.915,4.73184e+13,2980.22,2.56659e+15,-36.915,4.73184e+13
563,2.54599e+15,4.62542e+13,2989.28,2.54599e+15,-23.0267,4.62542e+13,2989.28,2.54599e+15,-23.0267,4.62542e+13
572,2.4098e+15,4.48554e+13,2978.62,2.4098e+15,-9.29182,4.48554e+13,2978.62,2.4098e+15,-9.29182,4.48554e+13
581,2.41013e+15,4.34209e+13,2948.94,2.41013e+15,3.70677,4.34209e+13,2948.94,2.41013e+15,3.70677,4.34209e+13
590,2.37346e+15,4.18475e+13,2901.76,2.37346e+15,15.4697,4.18475e+13,2901.76,2.37346e+15,15.4697,4.18475e+13
599,2.20646e+15,4.02004e+13,2838.54,2.20646e+15,25.5801,4.02004e+13,2838.54,2.20646e+15,25.5801,4.02004e+13
608,2.1197e+15,3.85251e+13,2761.01,2.1197e+15,33.709,3.85251e+13,2761.01,2.1197e+15,33.709,3.85251e+13
617,2.13545e+15,3.69238e+13,2672.55,2.13545e+15,39.5208,3.69238e+13,2672.55,2.13545e+15,39.5208,3.69238e+13
626,1.9512e+15,3.5384e+13,2577.09,1.9512e+15,42.7553,3.5384e+13,2577.09,1.9512e+15,42.7553,3.5384e+13
635,1.93819e+15,3.40308e+13,2478.2,1.93819e+15,43.2407,3.40308e+13,2478.2,1.93819e+15,43.2407,3.40308e+13
644,1.8599e+15,3.29691e+13,2378.99,1.8599e+15,40.8908,3.29691e+13,2378.99,1.8599e+15,40.8908,3.29691e+13
653,1.84708e+15,3.20668e+13,2282.06,1.84708e+15,35.704,3.20668e+13,2282.06,1.84708e+15,35.704,3.20668e+13
662,1.84818e+15,3.1431e+13,2190.26,1.84818e+15,27.8275,3.1431e+13,2190.26,1.84818e+15,27.8275,3.1431e+13
671,1.81496e+15,3.09706e+13,2106.92,1.81496e+15,17.5813,3.09706e+13,2106.92,1.81496e+15,17.5813,3.09706e+13
680,1.76056e+15,3.08636e+13,2034.84,1.76056e+15,5.31895,3.08636e+13,2034.84,1.76056e+15,5.31895,3.08636e+13
689,1.82241e+15,3.09687e+13,1976.14,1.82241e+15,-8.58925,3.09687e+13,1976.14,1.82241e+15,-8.58925,3.09687e+13
698,1.88492e+15,3.1295e+13,1932.44,1.88492e+15,-23.8042,3.1295e+13,1932.44,1.88492e+15,-23.8042,3.1295e+13
707,1.891e+15,3.18141e+13,1904.65,1.891e+15,-39.9706,3.18141e+13,1904.65,1.891e+15,-39.9706,3.18141e+13
716,1.90877e+15,3.25686e+13,1892.87,1.90877e+15,-56.5202,3.25686e+13,1892.87,1.90877e+15,-56.5202,3.25686e+13
725,1.99429e+15,3.3344e+13,1896.62,1.99429e+15,-72.8091,3.3344e+13,1896.62,1.99429e+15,-72.8091,3.3344e+13
734,2.05006e+15,3.42482e+13,1915.48,2.05006e+15,-88.3118,3.42482e+13,1915.48,2.05006e+15,-88.3118,3.42482e+13
743,2.18475e+15,3.51755e+13,1948.52,2.18475e+15,-102.554,3.51755e+13,1948.52,2.18475e+15,-102.554,3.51755e+13
752,2.26e+15,3.61334e+13,1994.5,2.26e+15,-115.164,3.61334e+13,1994.5,2.26e+15,-115.164,3.61334e+13
761,2.34461e+15,3.69908e+13,2051.7,2.34461e+15,-125.824,3.69908e+13,2051.7,2.34461e+15,-125.824,3.69908e+13
770,2.34838e+15,3.7744e+13,2117.3,2.34838e+15,-134.168,3.7744e+13,2117.3,2.34838e+15,-134.168,3.7744e+13
779,2.35093e+15,3.85003e+13,2187.76,2.35093e+15,-139.891,3.85003e+13,2187.76,2.35093e+15,-139.891,3.85003e+13
788,2.48101e+15,3.90175e+13,2260.81,2.48101e+15,-142.835,3.90175e+13,2260.81,2.48101e+15,-142.835,3.90175e+13
797,2.46693e+15,3.92277e+13,2333.58,2.46693e+15,-142.832,3.92277e+13,2333.58,2.46693e+15,-142.832,3.92277e+13
806,2.49381e+15,3.93556e+13,2404.42,2.49381e+15,-139.898,3.93556e+13,2404.42,2.49381e+15,-139.898,3.93556e+13
815,2.55273e+15,3.92238e+13,2470.22,2.55273e+15,-134.129,3.92238e+13,2470.22,2.55273e+15,-134.129,3.92238e+13
824,2.52181e+15,3.88882e+13,2528.47,2.52181e+15,-125.817,3.88882e+13,2528.47,2.52181e+15,-125.817,3.88882e+13
833,2.49502e+15,3.82942e+13,2576.38,2.49502e+15,-115.21,3.82942e+13,2576.38,2.49502e+15,-115.21,3.82942e+13
842,2.50547e+15,3.75072e+13,2612.19,2.50547e+15,-102.601,3.75072e+13,2612.19,2.50547e+15,-102.601,3.75072e+13
851,2.38314e+15,3.64416e+13,2634.56,2.38314e+15,-88.2533,3.64416e+13,2634.56,2.38314e+15,-88.2533,3.64416e+13
860,2.35555e+15,3.5327e+13,2642.21,2.35555e+15,-72.4758,3.5327e+13,2642.21,2.35555e+15,-72.4758,3.5327e+13
869,2.23742e+15,3.39625e+13,2635.39,2.23742e+15,-55.8578,3.39625e+13,2635.39,2.23742e+15,-55.8578,3.39625e+13
878,2.16828e+15,3.24966e+13,2613.51,2.16828e+15,-38.945,3.24966e+13,2613.51,2.16828e+15,-38.945,3.24966e+13
887,2.07372e+15,3.09924e+13,2577.14,2.07372e+15,-22.2364,3.09924e+13,2577.14,2.07372e+15,-22.2364,3.09924e+13
896,1.94882e+15,2.93276e+13,2526.26,1.94882e+15,-6.17966,2.93276e+13,2526.26,1.94882e+15,-6.17966,2.93276e+13
905,1.84337e+15,2.77184e+13,2461.35,1.84337e+15,8.95083,2.77184e+13,2461.35,1.84337e+15,8.95083,2.77184e+13
914,1.7456e+15,2.61322e+13,2384.21,1.7456e+15,22.7603,2.61322e+13,2384.21,1.7456e+15,22.7603,2.61322e+13
923,1.61945e+15,2.45204e+13,2297.16,1.61945e+15,34.8322,2.45204e+13,2297.16,1.61945e+15,34.8322,2.45204e+13
932,1.56239e+15,2.30823e+13,2202.33,1.56239e+15,44.8576,2.30823e+13,2202.33,1.56239e+15,44.8576,2.30823e+13
941,1.43755e+15,2.16694e+13,2101.79,1.43755e+15,52.6014,2.16694e+13,2101.79,1.43755e+15,52.6014,2.16694e+13
950,1.34239e+15,2.04092e+13,1997.17,1.34239e+15,57.8714,2.04092e+13,1997.17,1.34239e+15,57.8714,2.04092e+13
959,1.28575e+15,1.92974e+13,1890.13,1.28575e+15,60.5718,1.92974e+13,1890.13,1.28575e+15,60.5718,1.92974e+13
968,1.23284e+15,1.83514e+13,1783.34,1.23284e+15,60.7811,1.83514e+13,1783.34,1.23284e+15,60.7811,1.83514e+13
977,1.12903e+15,1.75317e+13,1679.33,1.12903e+15,58.6349,1.75317e+13,1679.33,1.12903e+15,58.6349,1.75317e+13
986,1.10357e+15,1.68704e+13,1580.22,1.10357e+15,54.2708,1.68704e+13,1580.22,1.10357e+15,54.2708,1.68704e+13
995,1.08732e+15,1.64266e+13,1487.76,1.08732e+15,47.8011,1.64266e+13,1487.76,1.08732e+15,47.8011,1.64266e+13
1004,1.02483e+15,1.60945e+13,1403.4,1.02483e+15,39.3578,1.60945e+13,1403.4,1.02483e+15,39.3578,1.60945e+13
1013,1.07948e+15,1.59247e+13,1328.04,1.07948e+15,29.2786,1.59247e+13,1328.04,1.07948e+15,29.2786,1.59247e+13
1022,1.03241e+15,1.58985e+13,1262.68,1.03241e+15,17.9753,1.58985e+13,1262.68,1.03241e+15,17.9753,1.58985e+13
1031,1.04079e+15,1.59308e+13,1207.86,1.04079e+15,5.93576,1.59308e+13,1207.86,1.04079e+15,5.93576,1.59308e+13
1040,1.05591e+15,1.60833e+13,1164.1,1.05591e+15,-6.51685,1.60833e+13,1164.1,1.05591e+15,-6.51685,1.60833e+13
1049,1.08198e+15,1.63374e+13,1131.57,1.08198e+15,-19.0283,1.63374e+13,1131.57,1.08198e+15,-19.0283,1.63374e+13
1058,1.12981e+15,1.65736e+13,1110.4,1.12981e+15,-31.3659,1.65736e+13,1110.4,1.12981e+15,-31.3659,1.65736e+13
1067,1.12239e+15,1.68365e+13,1099.52,1.12239e+15,-43.146,1.68365e+13,1099.52,1.12239e+15,-43.146,1.68365e+13
1076,1.15329e+15,1.71267e+13,1097.63,1.15329e+15,-53.9881,1.71267e+13,1097.63,1.15329e+15,-53.9881,1.71267e+13
1085,1.21771e+15,1.74098e+13,1103.51,1.21771e+15,-63.5859,1.74098e+13,1103.51,1.21771e+15,-63.5859,1.74098e+13
1094,1.21698e+15,1.76288e+13,1116.07,1.21698e+15,-71.6824,1.76288e+13,1116.07,1.21698e+15,-71.6824,1.76288e+13
1103,1.21144e+15,1.78283e+13,1134.48,1.21144e+15,-78.0935,1.78283e+13,1134.48,1.21144e+15,-78.0935,1.78283e+13
1112,1.21336e+15,1.79199e+13,1157.5,1.21336e+15,-82.7124,1.79199e+13,1157.5,1.21336e+15,-82.7124,1.79199e+13
1121,1.24629e+15,1.79285e+13,1183.16,1.24629e+15,-85.5309,1.79285e+13,1183.16,1.24629e+15,-85.5309,1.79285e+13
1130,1.23754e+15,1.79316e+13,1209.62,1.23754e+15,-86.5614,1.79316e+13,1209.62,1.23754e+15,-86.5614,1.79316e+13
1139,1.21583e+15,1.7817e+13,1235.4,1.21583e+15,-85.8374,1.7817e+13,1235.4,1.21583e+15,-85.8374,1.7817e+13
1148,1.21252e+15,1.7653e+13,1259.22,1.21252e+15,-83.3801,1.7653e+13,1259.22,1.21252e+15,-83.3801,1.7653e+13
1157,1.22058e+15,1.74137e+13,1280.03,1.22058e+15,-79.2305,1.74137e+13,1280.03,1.22058e+15,-79.2305,1.74137e+13
1166,1.15929e+15,1.70738e+13,1296.95,1.15929e+15,-73.6418,1.70738e+13,1296.95,1.15929e+15,-73.6418,1.70738e+13
1175,1.14331e+15,1.67064e+13,1309.08,1.14331e+15,-66.9427,1.67064e+13,1309.08,1.14331e+15,-66.9427,1.67064e+13
1184,1.13656e+15,1.62877e+13,1315.74,1.13656e+15,-59.4217,1.62877e+13,1315.74,1.13656e+15,-59.4217,1.62877e+13
1193,1.08625e+15,1.5798e+13,1316.28,1.08625e+15,-51.321,1.5798e+13,1316.28,1.08625e+15,-51.321,1.5798e+13
1202,1.00541e+15,1.56192e+13,1310.22,1.00541e+15,-42.8285,1.56192e+13,1310.22,1.00541e+15,-42.8285,1.56192e+13
1211,9.75189e+14,1.50725e+13,1297.44,9.75189e+14,-34.1594,1.50725e+13,1297.44,9.75189e+14,-34.1594,1.50725e+13
1220,9.7073e+14,1.45429e+13,1278.58,9.7073e+14,-25.6484,1.45429e+13,1278.58,9.7073e+14,-25.6484,1.45429e+13
1229,9.06514e+14,1.40551e+13,1254.28,9.06514e+14,-17.6029,1.40551e+13,1254.28,9.06514e+14,-17.6029,1.40551e+13
1238,8.95506e+14,1.35898e+13,1225.13,8.95506e+14,-10.2704,1.35898e+13,1225.13,8.95506e+14,-10.2704,1.35898e+13
1247,8.60053e+14,1.31409e+13,1191.56,8.60053e+14,-3.86076,1.31409e+13,1191.56,8.60053e+14,-3.86076,1.31409e+13
1256,8.05618e+14,1.27338e+13,1153.86,8.05618e+14,1.45989,1.27338e+13,1153.86,8.05618e+14,1.45989,1.27338e+13
1265,7.77489e+14,1.23852e+13,1113.1,7.77489e+14,5.59667,1.23852e+13,1113.1,7.77489e+14,5.59667,1.23852e+13
1274,7.70016e+14,1.20958e+13,1070.63,7.70016e+14,8.49363,1.20958e+13,1070.63,7.70016e+14,8.49363,1.20958e+13
1283,7.36545e+14,1.19242e+13,1027.62,7.36545e+14,10.1116,1.19242e+13,1027.62,7.36545e+14,10.1116,1.19242e+13
1292,7.5818e+14,1.17413e+13,985.037,7.5818e+14,10.4151,1.17413e+13,985.037,7.5818e+14,10.4151,1.17413e+13
1301,7.33856e+14,1.16762e+13,943.641,7.33856e+14,9.36847,1.16762e+13,943.641,7.33856e+14,9.36847,1.16762e+13
1310,7.12532e+14,1.16379e+13,904.104,7.12532e+14,6.99102,1.16379e+13,904.104,7.12532e+14,6.99102,1.16379e+13
1319,7.18903e+14,1.16475e+13,867.244,7.18903e+14,3.48719,1.16475e+13,867.244,7.18903e+14,3.48719,1.16475e+13
1328,7.23408e+14,1.17158e+13,833.793,7.23408e+14,-0.930872,1.17158e+13,833.793,7.23408e+14,-0.930872,1.17158e+13
1337,7.57937e+14,1.18054e+13,804.351,7.57937e+14,-6.08382,1.18054e+13,804.351,7.57937e+14,-6.08382,1.18054e+13
1346,7.37666e+14,1.193e+13,779.425,7.37666e+14,-11.8309,1.193e+13,779.425,7.37666e+14,-11.8309,1.193e+13
1355,7.65134e+14,1.20808e+13,759.432,7.65134e+14,-18.0626,1.20808e+13,759.432,7.65134e+14,-18.0626,1.20808e+13
1364,7.76923e+14,1.22341e+13,744.404,7.76923e+14,-24.5852,1.22341e+13,744.404,7.76923e+14,-24.5852,1.22341e+13
1373,7.77362e+14,1.23763e+13,734.006,7.77362e+14,-31.1211,1.23763e+13,734.006,7.77362e+14,-31.1211,1.23763e+13
1382,7.73981e+14,1.25649e+13,727.931,7.73981e+14,-37.4345,1.25649e+13,727.931,7.73981e+14,-37.4345,1.25649e+13
1391,8.06044e+14,1.27012e+13,725.915,8.06044e+14,-43.3235,1.27012e+13,725.915,8.06044e+14,-43.3235,1.27012e+13
1400,8.30177e+14,1.27868e+13,727.839,8.30177e+14,-48.6343,1.27868e+13,727.839,8.30177e+14,-48.6343,1.27868e+13
1409,8.22186e+14,1.28797e+13,733.468,8.22186e+14,-53.2366,1.28797e+13,733.468,8.22186e+14,-53.2366,1.28797e+13
1418,8.18106e+14,1.2943e+13,741.909,8.18106e+14,-57.0242,1.2943e+13,741.909,8.18106e+14,-57.0242,1.2943e+13
1427,7.96252e+14,1.29542e+13,752.265,7.96252e+14,-59.9175,1.29542e+13,752.265,7.96252e+14,-59.9175,1.29542e+13
1436,8.03463e+14,1.29324e+13,763.749,8.03463e+14,-61.8426,1.29324e+13,763.749,8.03463e+14,-61.8426,1.29324e+13
1445,7.98655e+14,1.28711e+13,775.708,7.98655e+14,-62.7313,1.28711e+13,775.708,7.98655e+14,-62.7313,1.28711e+13
1454,7.73833e+14,1.27736e+13,787.619,7.73833e+14,-62.5163,1.27736e+13,787.619,7.73833e+14,-62.5163,1.27736e+13
1463,7.62183e+14,1.26209e+13,798.959,7.62183e+14,-61.2304,1.26209e+13,798.959,7.62183e+14,-61.2304,1.26209e+13
1472,7.49532e+14,1.25094e+13,808.993,7.49532e+14,-59.0064,1.25094e+13,808.993,7.49532e+14,-59.0064,1.25094e+13
1481,7.38185e+14,1.23407e+13,817.088,7.38185e+14,-55.9658,1.23407e+13,817.088,7.38185e+14,-55.9658,1.23407e+13
1490,7.27424e+14,1.20988e+13,822.739,7.27424e+14,-52.204,1.20988e+13,822.739,7.27424e+14,-52.204,1.20988e+13
1499,7.01642e+14,1.1881e+13,825.448,7.01642e+14,-47.7873,1.1881e+13,825.448,7.01642e+14,-47.7873,1.1881e+13
1512,6.55678e+14,9.15414e+12,823.478,6.55678e+14,-40.4096,9.15414e+12,823.478,6.55678e+14,-40.4096,9.15414e+12
1529,5.8839e+14,8.91434e+12,810.551,5.8839e+14,-29.872,8.91434e+12,810.551,5.8839e+14,-29.872,8.91434e+12
1546,5.4701e+14,8.69233e+12,786.217,5.4701e+14,-19.4183,8.69233e+12,786.217,5.4701e+14,-19.4183,8.69233e+12
1563,5.03657e+14,8.53597e+12,750.522,5.03657e+14,-9.90216,8.53597e+12,750.522,5.03657e+14,-9.90216,8.53597e+12
1580,4.68039e+14,8.43458e+12,706.352,4.68039e+14,-2.05961,8.43458e+12,706.352,4.68039e+14,-2.05961,8.43458e+12
1597,4.29111e+14,8.38753e+12,657.247,4.29111e+14,3.48043,8.38753e+12,657.247,4.29111e+14,3.48043,8.38753e+12
1614,4.07925e+14,8.40105e+12,605.608,4.07925e+14,6.24274,8.40105e+12,605.608,4.07925e+14,6.24274,8.40105e+12
1631,3.99577e+14,8.46498e+12,554.875,3.99577e+14,6.39407,8.46498e+12,554.875,3.99577e+14,6.39407,8.46498e+12
1648,3.89097e+14,8.57693e+12,508.377,3.89097e+14,4.22403,8.57693e+12,508.377,3.89097e+14,4.22403,8.57693e+12
1665,3.91497e+14,8.74009e+12,468.52,3.91497e+14,-0.0770023,8.74009e+12,468.52,3.91497e+14,-0.0770023,8.74009e+12
1682,3.85396e+14,8.88135e+12,436.377,3.85396e+14,-5.72541,8.88135e+12,436.377,3.85396e+14,-5.72541,8.88135e+12
1699,4.00368e+14,9.05388e+12,412.728,4.00368e+14,-11.9367,9.05388e+12,412.728,4.00368e+14,-11.9367,9.05388e+12
1716,3.93039e+14,9.22308e+12,398.117,3.93039e+14,-18.1444,9.22308e+12,398.117,3.93039e+14,-18.1444,9.22308e+12
1733,4.0761e+14,9.39501e+12,390.873,4.0761e+14,-23.7055,9.39501e+12,390.873,4.0761e+14,-23.7055,9.39501e+12
1750,3.77716e+14,9.53506e+12,389.321,3.77716e+14,-28.0309,9.53506e+12,389.321,3.77716e+14,-28.0309,9.53506e+12
1767,3.79019e+14,9.69283e+12,392.193,3.79019e+14,-30.7049,9.69283e+12,392.193,3.79019e+14,-30.7049,9.69283e+12
1784,3.7736e+14,9.81874e+12,397.006,3.7736e+14,-31.7249,9.81874e+12,397.006,3.7736e+14,-31.7249,9.81874e+12
1801,3.58796e+14,9.90416e+12,401.505,3.58796e+14,-31.0817,9.90416e+12,401.505,3.58796e+14,-31.0817,9.90416e+12
1818,3.42446e+14,1.00136e+13,404.034,3.42446e+14,-28.7991,1.00136e+13,404.034,3.42446e+14,-28.7991,1.00136e+13
1835,3.13006e+14,1.01366e+13,403.498,3.13006e+14,-25.3928,1.01366e+13,403.498,3.13006e+14,-25.3928,1.01366e+13
1852,3.05378e+14,1.02489e+13,398.847,3.05378e+14,-21.2949,1.02489e+13,398.847,3.05378e+14,-21.2949,1.02489e+13
1869,2.76147e+14,1.03638e+13,389.413,2.76147e+14,-16.8485,1.03638e+13,389.413,2.76147e+14,-16.8485,1.03638e+13
1886,2.65911e+14,1.05367e+13,376.071,2.65911e+14,-12.5619,1.05367e+13,376.071,2.65911e+14,-12.5619,1.05367e+13
1903,2.4992e+14,1.07092e+13,359.391,2.4992e+14,-8.88437,1.07092e+13,359.391,2.4992e+14,-8.88437,1.07092e+13
