ell,Dl_obs,Dl_lcdm,residual_lcdm,Dl_LambdaCDM,residual_LambdaCDM
716,36.4293,1892.24,-1855.81,1892.24,-1855.81
725,33.4393,1898.4,-1864.96,1898.4,-1864.96
734,32.2593,1919.59,-1887.33,1919.59,-1887.33
743,27.6853,1954.81,-1927.12,1954.81,-1927.12
752,27.3087,2002.72,-1975.41,2002.72,-1975.41
761,24.6929,2061.55,-2036.86,2061.55,-2036.86
770,21.1035,2128.42,-2107.31,2128.42,-2107.31
779,19.3843,2199.77,-2180.39,2199.77,-2180.39
788,19.3659,2273.28,-2253.92,2273.28,-2253.92
797,17.3212,2346.07,-2328.75,2346.07,-2328.75
806,16.1542,2416.44,-2400.29,2416.44,-2400.29
815,14.1638,2481.29,-2467.13,2481.29,-2467.13
824,12.1229,2538.18,-2526.06,2538.18,-2526.06
833,11.6282,2584.34,-2572.71,2584.34,-2572.71
842,13.3085,2618.07,-2604.76,2618.07,-2604.76
851,13.0309,2638.08,-2625.05,2638.08,-2625.05
860,15.4091,2643.14,-2627.73,2643.14,-2627.73
869,16.3651,2633.56,-2617.19,2633.56,-2617.19
878,17.5279,2608.87,-2591.34,2608.87,-2591.34
887,22.0617,2569.69,-2547.63,2569.69,-2547.63
896,24.2907,2516.1,-2491.81,2516.1,-2491.81
905,23.2827,2448.67,-2425.38,2448.67,-2425.38
914,29.1072,2369.25,-2340.15,2369.25,-2340.15
923,31.4781,2280.2,-2248.73,2280.2,-2248.73
932,35.4116,2183.72,-2148.31,2183.72,-2148.31
941,37.4935,2081.9,-2044.41,2081.9,-2044.41
950,37.058,1976.43,-1939.37,1976.43,-1939.37
959,39.3482,1869,-1829.66,1869,-1829.66
968,40.3395,1762.27,-1721.93,1762.27,-1721.93
977,40.4442,1658.74,-1618.3,1658.74,-1618.3
986,38.6279,1560.49,-1521.86,1560.49,-1521.86
995,42.2792,1469.26,-1426.98,1469.26,-1426.98
1004,40.1553,1386.46,-1346.31,1386.46,-1346.31
1013,46.1332,1312.97,-1266.83,1312.97,-1266.83
1022,42.9829,1249.68,-1206.69,1249.68,-1206.69
1031,39.2361,1197.09,-1157.85,1197.09,-1157.85
1040,36.5526,1155.64,-1119.09,1155.64,-1119.09
1049,35.8932,1125.43,-1089.54,1125.43,-1089.54
1058,37.0442,1106.52,-1069.48,1106.52,-1069.48
1067,28.6378,1097.79,-1069.15,1097.79,-1069.15
1076,25.1823,1097.9,-1072.71,1097.9,-1072.71
1085,20.9454,1105.55,-1084.6,1105.55,-1084.6
1094,25.9907,1119.62,-1093.63,1119.62,-1093.63
1103,16.4541,1139.22,-1122.77,1139.22,-1122.77
1112,15.7459,1163.1,-1147.35,1163.1,-1147.35
1121,15.3649,1189.27,-1173.9,1189.27,-1173.9
1130,15.5914,1215.91,-1200.31,1215.91,-1200.31
1139,13.6421,1241.55,-1227.9,1241.55,-1227.9
1148,13.5995,1264.9,-1251.3,1264.9,-1251.3
1157,14.5019,1284.95,-1270.45,1284.95,-1270.45
1166,9.18108,1300.84,-1291.65,1300.84,-1291.65
1175,10.5746,1311.72,-1301.15,1311.72,-1301.15
1184,12.8028,1316.97,-1304.17,1316.97,-1304.17
1193,12.7564,1315.98,-1303.23,1315.98,-1303.23
1202,23.1519,1308.34,-1285.19,1308.34,-1285.19
1211,21.2917,1293.97,-1272.68,1293.97,-1272.68
1220,18.0007,1273.54,-1255.54,1273.54,-1255.54
1229,24.1192,1247.77,-1223.65,1247.77,-1223.65
1238,26.9876,1217.27,-1190.29,1217.27,-1190.29
1247,28.9322,1182.52,-1153.59,1182.52,-1153.59
1256,28.2583,1143.88,-1115.62,1143.88,-1115.62
1265,32.123,1102.4,-1070.28,1102.4,-1070.28
1274,28.0386,1059.46,-1031.42,1059.46,-1031.42
1283,25.1459,1016.24,-991.095,1016.24,-991.095
1292,32.7948,973.689,-940.894,973.689,-940.894
1301,32.8301,932.584,-899.754,932.584,-899.754
1310,32.308,893.591,-861.283,893.591,-861.283
1319,37.0351,857.497,-820.462,857.497,-820.462
1328,22.7581,824.996,-802.238,824.996,-802.238
1337,32.7284,796.652,-763.924,796.652,-763.924
1346,25.6747,772.939,-747.264,772.939,-747.264
1355,22.1336,754.235,-732.101,754.235,-732.101
1364,20.8649,740.536,-719.671,740.536,-719.671
1373,13.9711,731.467,-717.496,731.467,-717.496
1382,19.7096,726.681,-706.972,726.681,-706.972
1391,18.9034,725.873,-706.969,725.873,-706.969
1400,26.3292,728.882,-702.553,728.882,-702.553
1409,5.1988,735.438,-730.239,735.438,-730.239
1418,20.0139,744.631,-724.617,744.631,-724.617
1427,20.0412,755.556,-735.515,755.556,-735.515
1436,13.1922,767.415,-754.223,767.415,-754.223
1445,10.43,779.542,-769.112,779.542,-769.112
1454,2.1953,791.403,-789.207,791.403,-789.207
1463,18.35,802.477,-784.127,802.477,-784.127
1472,12.4154,812.052,-799.637,812.052,-799.637
1481,16.5295,819.52,-802.991,819.52,-802.991
1490,14.6158,824.398,-809.783,824.398,-809.783
1499,-1.3298,826.213,-827.542,826.213,-827.542
1512,21.9852,822.78,-800.795,822.78,-800.795
1529,16.3364,807.785,-791.449,807.785,-791.449
1546,17.2441,781.418,-764.173,781.418,-764.173
1563,16.8062,743.944,-727.138,743.944,-727.138
1580,6.00044,698.391,-692.39,698.391,-692.39
1597,23.6655,648.404,-624.739,648.404,-624.739
1614,28.6547,596.486,-567.831,596.486,-567.831
1631,25.01,546.046,-521.036,546.046,-521.036
1648,15.7028,500.337,-484.634,500.337,-484.634
1665,25.7318,461.684,-435.952,461.684,-435.952
1682,35.6797,431.015,-395.335,431.015,-395.335
1699,19.884,408.939,-389.055,408.939,-389.055
1716,-2.30435,395.84,-398.145,395.84,-398.145
1733,10.7442,389.926,-379.182,389.926,-379.182
1750,37.1788,389.406,-352.227,389.406,-352.227
1767,21.6818,392.914,-371.232,392.914,-371.232
1784,-18.8184,397.969,-416.787,397.969,-416.787
1801,23.4248,402.33,-378.905,402.33,-378.905
1818,18.7414,404.372,-385.631,404.372,-385.631
1835,16.6022,403.098,-386.496,403.098,-386.496
1852,-6.23088,397.568,-403.799,397.568,-403.799
1869,36.2976,387.219,-350.921,387.219,-350.921
1886,0.555329,373.023,-372.467,373.023,-372.467
1903,-18.6965,355.648,-374.345,355.648,-374.345
1920,26.026,335.765,-309.739,335.765,-309.739
1937,20.5827,315.041,-294.459,315.041,-294.459
1954,-42.7334,294.834,-337.568,294.834,-337.568
1971,51.929,276.132,-224.203,276.132,-224.203
1988,5.28485,259.786,-254.501,259.786,-254.501
