Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_Fixed-Size_Filament_Contraction_Model_(USMF)_Version_5,residual_Fixed-Size_Filament_Contraction_Model_(USMF)_Version_5
SDSS15584,0.28111,40.922902,0.11753,41.018779,-0.095876636,41.017298,-0.094396214
SDSS20227,0.28243,41.094486,0.11747,41.030507,0.063979083,41.02905,0.065436027
06D3dt,0.28251,41.187695,0.085709,41.031216,0.15647936,41.02976,0.15793487
SDSS20040,0.28351,40.987093,0.118366,41.040065,-0.052971717,41.038627,-0.051534136
03D4ag,0.28361,40.95229,0.086683,41.040948,-0.088658655,41.039512,-0.087222874
SDSS19128,0.28543,41.284683,0.119195,41.056975,0.22770781,41.055573,0.22911063
SDSS2165,0.28662,41.348336,0.11978,41.067404,0.28093159,41.066023,0.28231268
SDSS13757,0.28742,41.233155,0.118845,41.074393,0.15876193,41.073027,0.16012831
SDSS16402,0.28845,40.616348,0.116661,41.083365,-0.46701659,41.082017,-0.46566923
SDSS2789,0.28872,41.099743,0.124095,41.085712,0.014031425,41.084369,0.015373779
SDSS21006,0.29021,41.013195,0.116557,41.098628,-0.085432677,41.097313,-0.084118072
SDSS19596,0.29135,41.068969,0.12122,41.108469,-0.039499724,41.107175,-0.038206494
03D3ba,0.291718,41.007599,0.093479,41.111638,-0.10403936,41.110352,-0.10275306
SDSS19818,0.29192,40.988963,0.124168,41.113376,-0.12441342,41.112093,-0.12313093
SDSS6249,0.29287,41.066629,0.119196,41.121535,-0.054906001,41.120271,-0.053641456
SDSS19027,0.2935,40.742297,0.120303,41.126933,-0.38463624,41.12568,-0.38338364
SDSS19604,0.29448,41.328777,0.140875,41.135308,0.1934685,41.134074,0.19470245
SDSS19794,0.29542,41.060628,0.134209,41.143318,-0.082689956,41.142102,-0.081473982
SDSS13610,0.29678,40.989071,0.117785,41.154865,-0.165794,41.153675,-0.16460415
SDSS15057,0.29762,40.980684,0.131068,41.161973,-0.18128866,41.160799,-0.18011501
SDSS6137,0.29888,41.340708,0.124118,41.1726,0.1681076,41.171451,0.16925684
SDSS14735,0.30001,40.892737,0.119386,41.182096,-0.28935903,41.180969,-0.28823177
SDSS5391,0.30021,41.135079,0.128841,41.183774,-0.048694516,41.18265,-0.047571158
SDSS20245,0.30041,40.743364,0.125866,41.18545,-0.44208552,41.184331,-0.44096606
06D4dh,0.30159,41.31708,0.086081,41.195319,0.12176084,41.194223,0.12285722
SDSS7143,0.3024,41.2527,0.118973,41.202074,0.050626672,41.200993,0.051707154
SDSS12883,0.30569,40.793215,0.1459,41.229339,-0.43612459,41.228324,-0.43510905
SDSS15213,0.30632,41.290316,0.127264,41.23453,0.055786795,41.233527,0.056789821
SDSS19632,0.30702,41.291531,0.126631,41.240285,0.051246188,41.239296,0.052235296
SDSS6699,0.30915,41.434406,0.122358,41.257725,0.17668025,41.256779,0.17762687
SDSS5844,0.30929,41.371822,0.120483,41.258868,0.11295443,41.257924,0.11389825
SDSS16211,0.30933,41.142184,0.137464,41.259194,-0.11700975,41.258251,-0.11606674
SDSS21042,0.31065,41.149718,0.124489,41.269941,-0.12022341,41.269025,-0.11930684
SDSS15383,0.31088,41.295414,0.12279,41.271809,0.02360458,41.270898,0.024516539
SDSS6649,0.31288,41.26929,0.118305,41.288003,-0.01871275,41.287131,-0.017840999
SDSS20142,0.31468,40.992182,0.118861,41.302496,-0.31031377,41.30166,-0.30947832
SDSS15776,0.31646,41.280872,0.121555,41.316754,-0.035881104,41.315954,-0.035081643
SDSS18617,0.32038,41.340257,0.12816,41.347896,-0.0076389054,41.347176,-0.0069189482
SDSS7475,0.32045,41.458813,0.117246,41.348448,0.11036464,41.34773,0.11108318
05D2ab,0.324532,41.395653,0.086121,41.380503,0.015150612,41.379867,0.015786125
SDSS6924,0.3264,41.298415,0.11903,41.395048,-0.096633473,41.394451,-0.096035984
SDSS13830,0.32837,41.167032,0.134054,41.410306,-0.24327444,41.409749,-0.24271705
SDSS14456,0.32837,41.208462,0.124052,41.410306,-0.20184442,41.409749,-0.20128703
SDSS13934,0.32838,41.702025,0.136536,41.410383,0.2916418,41.409826,0.29219899
SDSS4241,0.33051,41.471577,0.12568,41.426786,0.044791376,41.426272,0.045305232
03D1fc,0.330932,41.306956,0.086437,41.430024,-0.12306808,41.429519,-0.12256281
SDSS4679,0.33103,41.24344,0.136212,41.430775,-0.18733554,41.430272,-0.18683226
SDSS20106,0.33136,41.562937,0.135299,41.433304,0.1296323,41.432808,0.13012887
SDSS16093,0.33436,41.503389,0.132618,41.456189,0.047199293,41.455754,0.04763496
04D3kr,0.337534,41.496434,0.086047,41.480198,0.016236406,41.479827,0.016607818
SDSS2533,0.3388,41.557603,0.129777,41.489717,0.06788589,41.489371,0.068231744
04D3nh,0.34052,41.534687,0.0859,41.502597,0.032090606,41.502286,0.032401811
03D1bp,0.345928,41.662223,0.087263,41.542709,0.11951329,41.542506,0.11971624
05D2ie,0.349557,41.747986,0.086821,41.569306,0.17868015,41.569175,0.17881116
04D2mc,0.34956,41.29619,0.089792,41.569328,-0.27313805,41.569197,-0.2730071
05D2hc,0.35156,41.7744,0.086351,41.583878,0.19052256,41.583786,0.19061415
SDSS19067,0.35346,41.352015,0.125157,41.59763,-0.24561503,41.597576,-0.24556062
05D2mp,0.355261,41.823388,0.088265,41.610603,0.21278511,41.610584,0.21280447
03D3bl,0.35582,41.599703,0.087008,41.614618,-0.014914454,41.614609,-0.014905932
04D3fk,0.358336,41.516078,0.086303,41.632615,-0.11653686,41.632655,-0.11657686
04D2fs,0.35857,41.550569,0.086485,41.634283,-0.083714071,41.634327,-0.083758561
SDSS4577,0.36193,41.635021,0.13291,41.658124,-0.023103082,41.658232,-0.023211622
SDSS15704,0.36397,41.88393,0.127982,41.6725,0.2114308,41.672647,0.21128379
SDSS13136,0.36441,42.006672,0.131873,41.675591,0.3310816,41.675746,0.33092633
SDSS16232,0.36554,41.761412,0.137024,41.683513,0.077898714,41.68369,0.077722319
04D1hd,0.367904,41.852504,0.086082,41.700015,0.15248852,41.700236,0.15226827
SDSS14397,0.36941,42.027675,0.131466,41.710477,0.31719713,41.710725,0.31694919
SDSS18091,0.37013,41.708319,0.138604,41.715465,-0.0071463051,41.715726,-0.0074074066
05D4bm,0.370511,41.752199,0.086476,41.718101,0.034097612,41.718369,0.033829563
05D3jr,0.370531,41.652391,0.086626,41.71824,-0.065849026,41.718508,-0.066117439
04D2cf,0.370586,41.685773,0.095747,41.71862,-0.03284731,41.718889,-0.033116725
03D3ay,0.371443,41.821628,0.091326,41.724539,0.097089671,41.724824,0.096804683
05D4fo,0.371508,41.799502,0.086225,41.724987,0.074515262,41.725273,0.074229096
05D4cw,0.373513,41.728807,0.086768,41.738784,-0.0099766982,41.739106,-0.010299015
SDSS15756,0.37835,42.362885,0.135103,41.77179,0.59109574,41.772198,0.59068784
SDSS7779,0.37986,41.724823,0.118539,41.782014,-0.057191495,41.782448,-0.057625626
SDSS11206,0.38026,41.92599,0.138121,41.784716,0.14127361,41.785157,0.14083257
SDSS15456,0.38047,41.391847,0.12548,41.786134,-0.39428672,41.786579,-0.39473137
SDSS18721,0.39135,41.834601,0.148848,41.858615,-0.024014219,41.859241,-0.024639531
05D4ff,0.400485,41.800259,0.087548,41.918057,-0.11779767,41.918823,-0.11856339
SDSS19757,0.40128,41.640447,0.134806,41.923171,-0.28272357,41.923948,-0.283501
06D3ed,0.404549,42.062807,0.086483,41.944102,0.11870483,41.944926,0.11788023
05D4dt,0.405478,42.110665,0.086962,41.950022,0.1606436,41.95086,0.15980587
06D4cq,0.40947,42.03372,0.086547,41.975319,0.058400801,41.976212,0.057508049
04D2fp,0.416632,42.054728,0.087194,42.020142,0.034585659,42.021127,0.033600107
05D2dw,0.418633,41.970356,0.087692,42.032538,-0.062182384,42.033548,-0.063192462
05D3cf,0.419569,42.176704,0.087595,42.038318,0.13838575,42.03934,0.13736442
04D4gg,0.422452,41.941732,0.08807,42.056047,-0.11431524,42.057102,-0.11537038
05D2cb,0.428646,42.331146,0.089103,42.093762,0.23738407,42.094885,0.23626082
04D1rh,0.434861,42.149286,0.087188,42.131104,0.018181235,42.13229,0.016996035
06D4co,0.435446,41.914081,0.086944,42.134594,-0.22051239,42.135785,-0.22170308
06D3df,0.442548,42.20644,0.08709,42.176616,0.029823331,42.177869,0.028570613
06D2gb,0.443668,42.109787,0.091594,42.183187,-0.073399045,42.184448,-0.074660743
03D3aw,0.449562,42.347024,0.091912,42.217512,0.12951193,42.218817,0.12820663
04D3gt,0.451556,41.918692,0.087828,42.229031,-0.31033868,42.230349,-0.31165733
04D2gb,0.451681,41.893792,0.088233,42.229751,-0.3359597,42.231071,-0.33727916
03D3cd,0.461274,42.269134,0.095948,42.284505,-0.015371423,42.285879,-0.016744813
05D3lc,0.461564,42.313544,0.087413,42.286144,0.02740022,42.287519,0.026025462
03D4au,0.466414,42.762836,0.09035,42.313411,0.44942446,42.314807,0.44802912
04D4jr,0.468406,42.343723,0.087451,42.324535,0.019187944,42.325937,0.017785404
04D4ju,0.470398,42.645934,0.088446,42.335615,0.31031982,42.337024,0.30891082
05D3mx,0.470573,42.332299,0.088704,42.336586,-0.0042869439,42.337995,-0.005696474
04D3df,0.470586,42.214609,0.087988,42.336658,-0.12204924,42.338068,-0.12345881
05D2bv,0.475707,42.336723,0.087947,42.364933,-0.028210747,42.366356,-0.029633344
05D3dd,0.480568,42.310218,0.088055,42.391514,-0.08129546,42.392944,-0.08272589
05D2ac,0.480704,42.295925,0.087736,42.392254,-0.096329057,42.393685,-0.097759642
05D1ix,0.4888,42.456845,0.08839,42.435965,0.020880184,42.437398,0.019446585
03D1ax,0.494795,42.467119,0.08811,42.467902,-0.00078262361,42.46933,-0.0022105478
05D4af,0.497379,42.503219,0.088758,42.481557,0.021661974,42.48298,0.020238565
06D2bk,0.500728,42.625951,0.089131,42.499157,0.12679415,42.500573,0.12537845
03D1au,0.503084,42.518239,0.088031,42.511474,0.0067654568,42.512883,0.0053564135
05D4av,0.507371,42.462488,0.089015,42.533748,-0.071259951,42.535142,-0.072654237
05D2dy,0.511746,42.744054,0.088554,42.5563,0.18775464,42.557676,0.1863789
04D1pg,0.513793,42.691363,0.090087,42.56679,0.12457321,42.568156,0.12320733
04D4in,0.514353,42.612349,0.088897,42.569653,0.042695885,42.571016,0.041332846
04D2mj,0.514746,42.809579,0.090306,42.571661,0.23791804,42.573022,0.23655703
05D3ci,0.515587,42.70065,0.106833,42.575952,0.12469751,42.577309,0.12334092
06D3el,0.519611,42.720224,0.088502,42.596395,0.12382919,42.597729,0.12249552
04D2gc,0.522762,42.731549,0.089115,42.612301,0.11924819,42.613614,0.1179345
06D2ca,0.532765,42.641076,0.08987,42.662209,-0.021132681,42.663447,-0.022371355
06D2cc,0.533766,42.42434,0.09473,42.667155,-0.24281513,42.668385,-0.24404534
05D4ek,0.534335,42.415314,0.090128,42.669962,-0.25464826,42.671188,-0.25587358
05D4be,0.535327,42.74951,0.08873,42.674851,0.074658892,42.676067,0.073442226
05D2eb,0.535771,42.587186,0.091256,42.677036,-0.089850396,42.678249,-0.091063135
04D4bq,0.548325,42.413991,0.09145,42.738133,-0.32414199,42.739221,-0.32523
06D4bo,0.550315,42.759037,0.089299,42.747698,0.011338923,42.748764,0.010273064
04D3hn,0.552605,42.479884,0.089654,42.758665,-0.27878054,42.759705,-0.27982014
06D2ck,0.553797,42.811558,0.091857,42.764357,0.047200787,42.765382,0.0461752
05D1ee,0.557743,42.737495,0.090291,42.783117,-0.045622159,42.784095,-0.046599806
05D1kl,0.558743,43.128545,0.092898,42.787852,0.34069278,42.788817,0.33972767
04D1hx,0.558746,42.693684,0.089573,42.787866,-0.094182371,42.788831,-0.095147448
05D1cc,0.562751,42.813991,0.090329,42.806749,0.0072414985,42.807663,0.0063281414
05D1dn,0.564741,42.823122,0.089709,42.816085,0.0070369512,42.816972,0.0061501891
05D2dt,0.575823,42.872458,0.091807,42.86752,0.004938461,42.868248,0.0042103151
06D3et,0.576612,42.799922,0.090075,42.871146,-0.071224651,42.871863,-0.071940845
03D4gf,0.578292,42.807454,0.090072,42.878853,-0.071398647,42.879543,-0.072089108
05D1dx,0.578745,42.810439,0.089343,42.880927,-0.070487942,42.881611,-0.071171399
05D3jq,0.5796,42.797521,0.08931,42.884838,-0.087317771,42.885509,-0.087987933
05D3gp,0.580604,42.943721,0.09835,42.889424,0.05429725,42.890079,0.053642824
