Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_CPCfRGravityCosmology,residual_CPCfRGravityCosmology
05D2ci,0.631882,42.281286,0.097524,42.862551,-0.58126543,42.866736,-0.5854499
03D4at,0.632234,42.975281,0.093125,42.864033,0.11124757,42.868217,0.10706447
04D1pu,0.637701,42.503968,0.100758,42.886952,-0.38298354,42.891113,-0.38714519
05D4ag,0.638234,42.708074,0.097915,42.889176,-0.18110196,42.893336,-0.18526152
05D2ec,0.641893,43.018975,0.093291,42.9044,0.11457532,42.908545,0.11043019
05D3ax,0.643642,42.943933,0.098759,42.911648,0.032284828,42.915786,0.028146613
04D3cy,0.643646,42.892942,0.094148,42.911664,-0.018722259,42.915803,-0.022860457
05D3lb,0.647639,42.890834,0.09193,42.928142,-0.037307642,42.932264,-0.041430004
05D3kt,0.64864,42.786103,0.092708,42.932258,-0.14615433,42.936376,-0.15027272
04D1sk,0.662058,42.92459,0.093186,42.986854,-0.062264373,42.990919,-0.066329027
05D3hs,0.664638,43.18447,0.094448,42.997232,0.18723824,43.001286,0.18318399
05D3mh,0.670654,43.026774,0.095777,43.021282,0.005492294,43.025312,0.0014624131
03D1co,0.677662,43.337486,0.098356,43.049042,0.28844415,43.053043,0.28444282
05D2bt,0.681942,43.093016,0.094158,43.065862,0.02715432,43.069846,0.023170495
06D3cc,0.683659,43.203449,0.115261,43.072581,0.13086744,43.076558,0.12689066
04D4ic,0.685179,43.080358,0.0983,43.078517,0.0018413419,43.082487,-0.0021291963
05D1ke,0.688656,43.020028,0.092298,43.092046,-0.072018104,43.096003,-0.075974333
06D3em,0.690652,42.857798,0.095502,43.099784,-0.24198577,43.103732,-0.24593376
03D4cz,0.693165,43.071513,0.100242,43.109495,-0.037982112,43.113433,-0.041919727
04D4ib,0.697164,43.20406,0.093324,43.124881,0.079178841,43.128802,0.075257788
06D4ba,0.698167,43.179661,0.101565,43.128727,0.050934709,43.132644,0.047017818
05D4bj,0.699166,42.995502,0.094894,43.132552,-0.13704995,43.136464,-0.14096269
05D4cq,0.699169,43.258556,0.094016,43.132563,0.12599262,43.136476,0.12207989
05D2ck,0.69996,43.115842,0.097048,43.135588,-0.019746538,43.139498,-0.023655983
04D1si,0.700631,42.962963,0.094362,43.138152,-0.17518923,43.142058,-0.17909588
04D4hu,0.701158,43.307463,0.094504,43.140164,0.16729986,43.144068,0.1633954
04D2iu,0.701965,42.881871,0.100028,43.143241,-0.26137016,43.147142,-0.26527127
05D2le,0.701969,43.120664,0.095463,43.143257,-0.022592634,43.147158,-0.026493724
05D3gv,0.715652,43.128067,0.096706,43.194935,-0.066868615,43.198779,-0.070712489
05D3jh,0.71868,43.114277,0.094949,43.206244,-0.091967853,43.210075,-0.095798995
04D1aj,0.719626,43.107985,0.095665,43.209768,-0.10178344,43.213595,-0.1056106
05D4ev,0.72014,43.215209,0.098164,43.211681,0.0035280804,43.215506,-0.00029691344
06D3gh,0.72068,43.216773,0.098773,43.213689,0.0030841575,43.217512,-0.00073856099
06D3do,0.726679,43.257374,0.094974,43.235902,0.021472251,43.239699,0.017674859
06D3bz,0.727675,43.215658,0.099419,43.239573,-0.023914353,43.243366,-0.027707531
06D4bw,0.730128,43.012407,0.096543,43.248593,-0.23618595,43.252376,-0.23996874
04D1pp,0.733609,43.208172,0.094433,43.261344,-0.053172441,43.265112,-0.056940462
04D2gp,0.733996,43.50824,0.1029,43.262758,0.24548108,43.266525,0.2417147
05D2fq,0.734996,43.403144,0.095665,43.266409,0.13673487,43.270171,0.13297275
05D1eo,0.735608,43.304036,0.096764,43.268641,0.0353949,43.2724,0.031635373
05D2ct,0.736007,43.172548,0.104933,43.270095,-0.097546653,43.273853,-0.10130448
05D3jk,0.73669,43.259919,0.093659,43.272582,-0.012663247,43.276337,-0.016418173
04D2ja,0.742008,43.820507,0.103483,43.291874,0.52863229,43.295607,0.52490002
04D3fq,0.742697,43.211895,0.097111,43.294364,-0.082468999,43.298093,-0.086198328
05D3jb,0.745665,43.297634,0.094967,43.305064,-0.0074300576,43.308781,-0.011146709
04D2kr,0.746118,43.093092,0.095641,43.306694,-0.21360208,43.310408,-0.2173168
04D4im,0.7491,42.910163,0.096075,43.317397,-0.40723391,43.321099,-0.41093586
04D3ks,0.750681,43.04048,0.099406,43.323055,-0.28257536,43.32675,-0.28627055
04D3oe,0.756687,43.727246,0.095935,43.344446,0.38280066,43.348115,0.37913125
05D2nt,0.75903,43.411082,0.09556,43.352747,0.058335829,43.356406,0.054676502
06D3gx,0.760691,43.435126,0.101218,43.358616,0.076509957,43.362268,0.07285778
05D3mn,0.760698,43.193176,0.094664,43.358641,-0.1654649,43.362293,-0.16911705
05D4cn,0.761089,43.332429,0.09585,43.360021,-0.027591424,43.363671,-0.031241887
05D1if,0.76158,43.291607,0.096723,43.361753,-0.070145502,43.365401,-0.07379385
04D1qd,0.765588,43.282321,0.09633,43.37585,-0.093529105,43.379481,-0.09716017
04D1de,0.76659,43.678049,0.096641,43.379363,0.29868629,43.38299,0.29505955
05D3hh,0.766684,43.427868,0.103932,43.379692,0.048175255,43.383319,0.044548922
04D4id,0.767075,43.882533,0.101187,43.381062,0.5014707,43.384687,0.49784605
04D1pc,0.768587,43.284981,0.097274,43.386352,-0.10137111,43.38997,-0.10498923
05D4bi,0.773081,43.681452,0.098805,43.402016,0.27943623,43.405614,0.27583756
04D1jd,0.776594,43.159032,0.098366,43.4142,-0.25516775,43.417783,-0.2587512
05D4cs,0.78806,43.561544,0.096033,43.453601,0.10794368,43.457134,0.10441007
03D4fd,0.789054,43.514773,0.099608,43.45699,0.057782816,43.460519,0.054253531
04D1ks,0.796552,42.985147,0.098413,43.482428,-0.4972809,43.485924,-0.50077747
03D1fq,0.798566,43.584978,0.101777,43.489221,0.095756471,43.492709,0.092268703
05D3dh,0.800697,42.89614,0.098997,43.496391,-0.60025131,43.49987,-0.60372976
05D3ha,0.805695,43.141352,0.106396,43.513136,-0.37178397,43.516592,-0.37524053
05D3cx,0.805696,43.54754,0.09721,43.513139,0.034401305,43.516596,0.030944745
05D4gw,0.806041,43.404381,0.105158,43.514291,-0.10991056,43.517746,-0.11336561
05D4dy,0.808048,43.991993,0.101592,43.520984,0.47100881,43.52443,0.46756256
04D4dm,0.809032,43.398908,0.101626,43.52426,-0.12535228,43.527702,-0.12879421
04D3ny,0.81072,43.319459,0.105587,43.52987,-0.21041065,43.533305,-0.21384517
04D3mk,0.813696,43.764969,0.099177,43.539734,0.2252352,43.543155,0.22181374
04D3nc,0.817732,43.747459,0.101608,43.553055,0.19440423,43.556459,0.19100051
06D2ce,0.822103,43.537252,0.104677,43.56741,-0.030157912,43.570795,-0.0335424
04D3lu,0.822697,43.731099,0.100111,43.569356,0.16174361,43.572737,0.15836174
05D1cl,0.828528,43.943345,0.100853,43.588378,0.35496638,43.591735,0.3516102
05D4fg,0.837004,43.768646,0.100539,43.615801,0.15284553,43.619119,0.14952677
04D2al,0.838126,43.483006,0.113632,43.61941,-0.1364047,43.622724,-0.13971849
Elvis,0.839734,43.46181,0.112754,43.624576,-0.16276584,43.627882,-0.16607253
05D4hn,0.840005,43.197607,0.103903,43.625445,-0.42783852,43.628751,-0.43114402
05D1az,0.840522,43.607144,0.101288,43.627103,-0.019959032,43.630407,-0.023262238
06D2ga,0.842123,43.6951,0.112024,43.632232,0.062868139,43.635528,0.059572015
06D4ce,0.847985,43.832645,0.110575,43.65093,0.18171494,43.6542,0.17844476
04D1hy,0.848509,43.675838,0.10052,43.652595,0.023242594,43.655863,0.019974738
05D3kp,0.850729,43.818657,0.098855,43.65964,0.15901703,43.662898,0.15575901
05D4dw,0.852994,43.554866,0.101921,43.666808,-0.11194205,43.670056,-0.11519003
05D1er,0.858507,43.497432,0.106173,43.68418,-0.18674763,43.687403,-0.18997115
04D1ff,0.858513,43.252618,0.101579,43.684199,-0.43158044,43.687422,-0.43480394
05D1iz,0.858516,44.064145,0.11645,43.684208,0.37993738,43.687432,0.37671389
04D4ii,0.863978,43.657487,0.1039,43.701312,-0.04382556,43.704512,-0.047024798
05D1em,0.864497,43.79925,0.102986,43.702932,0.096317975,43.706129,0.093121041
03D1ew,0.866494,43.652949,0.106037,43.709156,-0.056207047,43.712344,-0.059395109
05D2nn,0.872152,43.980618,0.119167,43.726714,0.25390406,43.729877,0.25074114
04D4bk,0.877971,43.973804,0.103099,43.744657,0.22914761,43.747794,0.22601058
05D3cq,0.890729,43.813231,0.103551,43.783594,0.029637572,43.786674,0.026557361
05D2by,0.893183,43.89875,0.106138,43.791021,0.10772947,43.79409,0.1046602
03D4di,0.896944,43.849449,0.109618,43.802365,0.047083884,43.805418,0.044031375
05D3ht,0.901736,44.064275,0.111342,43.816753,0.24752288,43.819784,0.24449174
04D3gx,0.910752,44.093128,0.112202,43.843621,0.24950765,43.846612,0.24651673
04D1ow,0.913473,43.886202,0.104751,43.851678,0.034523208,43.854657,0.031544438
05D2bw,0.92221,43.815627,0.117626,43.877394,-0.061766897,43.880334,-0.064706666
05D2ay,0.922221,43.56967,0.117413,43.877426,-0.30775652,43.880366,-0.31069624
03D4cy,0.924917,44.05598,0.125384,43.885313,0.17066692,43.888241,0.16773924
05D2ob,0.92622,43.84699,0.111056,43.889117,-0.042127024,43.892039,-0.045048889
04D4jy,0.927909,44.175982,0.121275,43.89404,0.28194223,43.896954,0.2790279
04D4ih,0.931901,44.156423,0.111047,43.90564,0.25078321,43.908537,0.24788671
06D2cd,0.932229,43.790117,0.130385,43.906591,-0.11647413,43.909486,-0.11936917
04D4hf,0.9339,43.862922,0.126556,43.911431,-0.048508579,43.914318,-0.051396152
Vilas,0.935774,43.618621,0.119916,43.916848,-0.29822745,43.919727,-0.30110666
05D3la,0.936755,43.836807,0.108686,43.91968,-0.082873096,43.922555,-0.08574792
03D4cx,0.94689,43.32103,0.115036,43.948767,-0.6277373,43.951596,-0.63056687
04D1pd,0.948455,43.625089,0.112213,43.953231,-0.32814198,43.956054,-0.33096456
04D3ml,0.950763,44.237097,0.112327,43.959802,0.27729543,43.962614,0.27448315
04D4jw,0.958871,44.34431,0.125337,43.98276,0.36154991,43.985537,0.35877383
05D3km,0.96074,44.315234,0.112338,43.988026,0.32720791,43.990793,0.32444017
04D3nr,0.960751,43.581363,0.116274,43.988057,-0.40669374,43.990824,-0.40946143
Patuxent,0.970782,44.732088,0.118744,44.016145,0.7159437,44.018868,0.71322076
Ombo,0.97423,44.192459,0.118033,44.025734,0.16672542,44.028441,0.16401786
05D2my,0.98328,43.992852,0.114718,44.050744,-0.057891875,44.053411,-0.060559082
04D1rx,0.983407,44.202384,0.114131,44.051094,0.15129059,44.05376,0.14862395
04D3lp,0.983777,43.807878,0.14188,44.052111,-0.24423348,44.054776,-0.24689847
04D1iv,0.99639,44.253642,0.112483,44.086576,0.16706596,44.089185,0.16445714
06D4cl,0.997826,44.013808,0.115855,44.090473,-0.076664703,44.093075,-0.079267124
04D3dd,1.002795,44.235108,0.13731,44.103914,0.1311947,44.106494,0.12861439
Eagle,1.020807,44.380255,0.118836,44.15209,0.22816413,44.154591,0.22566386
04D4dw,1.0288,44.23321,0.1248,44.173201,0.060009175,44.175666,0.057544359
06D3en,1.060801,44.114142,0.132013,44.256126,-0.1419842,44.25845,-0.14430751
Gabi,1.12085,44.518694,0.121686,44.405244,0.11345002,44.407305,0.11138981
Lancaster,1.230892,44.816045,0.128558,44.658908,0.15713689,44.660497,0.15554788
Torngasek,1.265901,44.760726,0.128614,44.734856,0.025870159,44.736298,0.02442751
Aphrodite,1.299106,44.804213,0.128055,44.804959,-0.00074557819,44.806264,-0.0020511607
