ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_QRSF_tt,residual_QRSF_tt,Dl_QRSF_te,residual_QRSF_te,Dl_QRSF_ee,residual_QRSF_ee
104,2951.15,-28.1287,0.830793,2840.37,110.78,-25.9634,-2.16526,0.83467,-0.00387637,3074.12,-122.971,-28.1464,0.0177448,0.864262,-0.0334688
113,3221.96,-31.7919,0.924375,3137.29,84.6669,-31.8445,0.0525481,0.952751,-0.0283763,3401.71,-179.745,-34.3596,2.56764,0.985832,-0.0614572
122,3382.73,-35.701,1.11192,3445.33,-62.5986,-37.229,1.52803,1.0451,0.0668216,3740.03,-357.301,-40.0236,4.32262,1.08058,0.0313333
131,3592.1,-41.5613,1.10666,3758.91,-166.808,-41.7094,0.148188,1.10376,0.00290151,4083.13,-491.035,-44.7115,3.15028,1.14033,-0.0336752
140,4229.84,-43.6625,1.09668,4071.87,157.967,-44.9028,1.2403,1.12367,-0.0269879,4424.37,-194.53,-48.0215,4.35891,1.15985,-0.0631688
149,4251.39,-45.0365,1.00578,4378.16,-126.77,-46.478,1.44146,1.10379,-0.0980128,4756.88,-505.493,-49.6035,4.56694,1.13812,-0.13234
158,4778.71,-49.241,1.07943,4669.82,108.888,-46.151,-3.08995,1.04751,0.0319192,5071.94,-293.231,-49.1571,-0.083867,1.07862,0.000805938
167,4844.8,-45.9645,0.855441,4940.49,-95.6926,-43.7208,-2.24369,0.963003,-0.107562,5362.72,-517.927,-46.4759,0.511369,0.989846,-0.134405
176,5120.63,-43.3901,0.96559,5182.74,-62.117,-39.0691,-4.32095,0.863301,0.102289,5621.48,-500.859,-41.4401,-1.94999,0.885193,0.0803967
185,5373.97,-30.3906,0.835251,5390.21,-16.2349,-32.1774,1.78674,0.766063,0.0691876,5841.52,-467.551,-34.0321,3.64154,0.782772,0.0524787
194,5542.7,-18.1436,0.793541,5557.35,-14.6504,-23.1283,4.98472,0.692869,0.100672,6017,-474.297,-24.3431,6.1995,0.704819,0.0887217
203,5446.22,-7.21464,0.694054,5679.71,-233.489,-12.1058,4.89113,0.668255,0.0257996,6143.14,-696.916,-12.5662,5.3516,0.67656,0.0174942
212,5636.34,2.53847,0.877642,5752.94,-116.598,0.613863,1.9246,0.718529,0.159114,6215.48,-579.14,1.00601,1.53246,0.72484,0.152803
221,5816.48,17.9047,0.874199,5776.03,40.4452,14.6634,3.2413,0.870312,0.00388698,6233.21,-416.729,15.9806,1.92409,0.876575,-0.00237582
230,5684.66,26.6053,1.23818,5748.28,-63.6253,29.6073,-3.00202,1.14892,0.0892613,6195.81,-511.155,31.8953,-5.28999,1.15736,0.0808258
239,5776.16,46.2991,1.78071,5670.32,105.831,44.9585,1.34057,1.57665,0.204061,6104.14,-327.984,48.2363,-1.93715,1.58976,0.190956
248,5435.47,50.6637,2.10983,5544.19,-108.722,60.1928,-9.5291,2.17133,-0.0614931,5960.42,-524.958,64.4526,-13.7888,2.19187,-0.0820378
257,5228,71.5358,3.13386,5373.25,-145.256,74.7715,-3.23573,2.94476,0.189107,5768.28,-540.287,79.9792,-8.44343,2.9757,0.158162
266,5090.29,86.4306,3.86066,5161.97,-71.6788,88.1573,-1.72671,3.90158,-0.0409201,5532.66,-442.365,94.2565,-7.82589,3.9454,-0.0847342
275,5096.49,106.963,5.31265,4916.75,179.733,99.8565,7.10626,5.03863,0.274016,5260.56,-164.072,106.77,0.19284,5.09697,0.215682
284,4546.18,102.707,5.82483,4644.04,-97.8566,109.416,-6.70929,6.344,-0.519176,4959.03,-412.848,117.046,-14.339,6.41769,-0.592861
293,4371.25,117.073,8.21385,4351.28,19.9715,116.458,0.615017,7.7971,0.41675,4636.13,-264.881,124.685,-7.61233,7.88615,0.327702
302,3935.72,117.089,9.31107,4045.83,-110.111,120.671,-3.5818,9.36812,-0.0570532,4299.82,-364.102,129.357,-12.2675,9.47172,-0.160657
311,3649.99,119.046,10.9594,3735.48,-85.4909,121.865,-2.81885,11.0207,-0.061243,3958.45,-308.462,130.857,-11.8111,11.1372,-0.177748
320,3411.94,112.762,12.6384,3427.99,-16.0462,119.951,-7.18916,12.7117,-0.0732954,3620.26,-208.322,129.103,-16.3409,12.8386,-0.200144
329,3173.93,117.149,15.1816,3130.68,43.2524,114.947,2.20176,14.3929,0.7887,3293.06,-119.122,124.118,-6.96931,14.5266,0.654976
338,2842.13,105.901,16.0657,2850.27,-8.14193,106.98,-1.07951,16.0123,0.0533858,2984.01,-141.88,116.037,-10.1367,16.1485,-0.0828334
347,2498.24,86.2064,16.2208,2592.71,-94.4784,96.2955,-10.0891,17.5179,-1.29714,2699.55,-201.317,105.112,-18.906,17.6514,-1.43057
356,2358.31,79.8487,18.6902,2362.63,-4.32075,83.2015,-3.35279,18.8569,-0.166662,2444.75,-86.4448,91.6594,-11.8107,18.9814,-0.291172
365,2186.33,61.0311,18.5056,2164.32,22.0126,68.1518,-7.12073,19.9847,-1.47905,2224.13,-37.7984,76.1495,-15.1184,20.0942,-1.58864
374,2038.68,46.4875,21.0827,2000.46,38.2136,51.6339,-5.14639,20.8575,0.225168,2040.43,-1.74883,59.0936,-12.6061,20.9469,0.135782
383,1891.76,31.557,21.4257,1872.65,19.1112,34.2031,-2.64608,21.4422,-0.0165328,1895.28,-3.52749,41.071,-9.51396,21.5068,-0.081163
392,1787.59,19.7448,22.3593,1781.32,6.27148,16.4279,3.31689,21.7141,0.645212,1789.22,-1.62899,22.6736,-2.92885,21.7501,0.609157
401,1734.58,-0.544681,21.1747,1725.59,8.98901,-1.09818,0.553503,21.6642,-0.489497,1721.4,13.1807,4.51887,-5.06355,21.6686,-0.493892
410,1738.05,-21.8916,21.0336,1703.8,34.2569,-17.8043,-4.08726,21.2912,-0.257558,1690.15,47.9086,-12.8011,-9.09043,21.2617,-0.228129
419,1731.61,-35.0666,19.2941,1712.87,18.7383,-33.1466,-1.92004,20.6091,-1.31503,1692.16,39.4455,-28.7279,-6.33869,20.5452,-1.25108
428,1770.01,-48.4463,19.1288,1749.28,20.7342,-46.6404,-1.80592,19.642,-0.513227,1723.65,46.3583,-42.7635,-5.68277,19.5444,-0.415634
437,1770.68,-61.9365,19.3346,1808.52,-37.8461,-57.8881,-4.04837,18.4301,0.904449,1779.86,-9.17771,-54.4969,-7.43951,18.3013,1.03325
446,1856.79,-62.1436,17.3252,1885.97,-29.1823,-66.5714,4.42782,17.0224,0.30278,1855.87,0.923719,-63.5965,1.45294,16.8664,0.458773
455,2045.9,-74.4981,15.4382,1976.31,69.5886,-72.4713,-2.02677,15.4771,-0.0389269,1946.11,99.7915,-69.8305,-4.6676,15.2995,0.138726
464,2224.7,-80.0589,14.5813,2074.25,150.454,-75.4656,-4.59326,13.8595,0.721831,2045.02,179.681,-73.0745,-6.98434,13.6665,0.914774
473,2178.24,-75.3658,11.5893,2174.83,3.41514,-75.5753,0.209458,12.2433,-0.654043,2147.38,30.8646,-73.3567,-2.00907,12.0417,-0.45241
482,2323.36,-71.9894,11.4556,2272.91,50.4467,-72.9032,0.913725,10.7024,0.753132,2247.77,75.5862,-70.7875,-1.20199,10.4989,0.956642
491,2418.7,-71.1199,10.3049,2364.09,54.6075,-67.6661,-3.4538,9.31084,0.99407,2341.52,77.175,-65.5908,-5.52902,9.11248,1.19243
500,2447.25,-59.624,8.30294,2444.44,2.81499,-60.1765,0.552505,8.13776,0.165182,2424.43,22.8188,-58.0869,-1.53712,7.95178,0.351165
509,2577.77,-47.175,8.22746,2510.47,67.301,-50.8304,3.65535,7.24707,0.980395,2492.79,84.9831,-48.68,1.50499,7.08051,1.14695
518,2558.51,-42.4169,7.35097,2560.07,-1.55554,-40.1099,-2.30705,6.69484,0.656123,2544.38,14.1349,-37.8654,-4.55156,6.55299,0.797976
527,2579.22,-23.0411,6.50428,2591.31,-12.089,-28.5336,5.49254,6.52477,-0.0204873,2577.23,1.99152,-26.1756,3.13452,6.41072,0.0935658
536,2523.98,-18.6287,6.71246,2603.36,-79.3845,-16.6439,-1.98479,6.76662,-0.0541603,2590.46,-66.4807,-14.1671,-4.46163,6.68129,0.0311692
545,2519.15,-1.43395,8.58876,2596.33,-77.1839,-5.00619,3.57224,7.43559,1.15316,2584.12,-64.9718,-2.41929,0.985337,7.37774,1.21102
554,2566.59,3.55431,8.51755,2571,-4.4143,5.84267,-2.28836,8.53113,-0.0135772,2558.95,7.64029,8.51706,-4.96275,8.49732,0.0202263
563,2545.99,11.5793,10.6431,2529.02,16.9736,15.3894,-3.8101,10.0359,0.607191,2516.61,29.3798,18.1207,-6.54138,10.0206,0.622469
572,2409.8,18.6254,11.8913,2472.49,-62.6889,23.1678,-4.54247,11.9175,-0.0262402,2459.34,-49.5327,25.9242,-7.29883,11.9132,-0.0219335
581,2410.13,26.5374,15.4975,2404.01,6.11611,28.8016,-2.26415,14.128,1.36942,2389.82,20.3051,31.5504,-5.01295,14.1251,1.37233
590,2373.46,26.8724,15.2827,2326.99,46.4684,31.9966,-5.12419,16.6064,-1.32372,2311.6,61.8574,34.7044,-7.83195,16.5933,-1.3106
599,2206.46,28.2947,18.225,2244.82,-38.3606,32.5405,-4.24584,19.2801,-1.05513,2228.18,-21.7199,35.1729,-6.87823,19.2432,-1.01818
608,2119.7,32.2515,22.1034,2160.88,-41.1851,30.3299,1.92158,22.0677,0.035742,2143.05,-23.3534,32.8534,-0.601831,21.9916,0.1118
617,2135.45,23.9273,25.8934,2078.64,56.8172,25.3725,-1.44521,24.8804,1.01292,2059.77,75.6843,27.7627,-3.83543,24.7505,1.1429
626,1951.2,10.8452,25.9867,2001.55,-50.3547,17.7935,-6.94823,27.6306,-1.6439,1981.89,-30.6964,20.0387,-9.19347,27.433,-1.44638
635,1938.19,7.54114,30.1719,1932.75,5.43161,7.80794,-0.266802,30.2288,-0.0569227,1912.64,25.5482,9.90882,-2.36768,29.9513,0.220568
644,1859.9,-5.033,32.9222,1874.93,-15.0307,-4.28071,-0.752284,32.5891,0.333068,1854.78,5.12245,-2.31113,-2.72186,32.2204,0.701774
653,1847.08,-15.3753,32.8238,1830.25,16.834,-18.0829,2.70762,34.6307,-1.80694,1810.57,36.5141,-16.2192,0.843894,34.1607,-1.33699
662,1848.18,-29.9359,34.7378,1800.41,47.776,-33.1367,3.20074,36.2902,-1.55244,1781.75,66.434,-31.3424,1.40649,35.7112,-0.973436
671,1814.96,-56.9826,36.3808,1786.44,28.5176,-48.9261,-8.05658,37.5128,-1.13196,1769.32,45.6392,-47.1563,-9.82635,36.8208,-0.439948
680,1760.56,-66.7884,36.6042,1788.77,-28.2056,-64.9085,-1.87992,38.2576,-1.65341,1773.66,-13.0932,-63.1097,-3.67865,37.4526,-0.848399
689,1822.41,-80.806,38.1163,1807.13,15.2775,-80.5207,-0.285256,38.4959,-0.379567,1794.46,27.9495,-78.6311,-2.17483,37.5819,0.534467
698,1884.92,-94.2074,38.9399,1840.74,44.1708,-95.227,1.01955,38.2277,0.712224,1830.9,54.0124,-93.1762,-1.03118,37.2126,1.72733
707,1891,-99.954,36.5131,1888.15,2.84371,-108.505,8.55124,37.4642,-0.951133,1881.48,9.51306,-106.216,6.26196,36.3598,0.153236
716,1908.77,-113.946,36.4293,1947.35,-38.5832,-119.884,5.93848,36.2362,0.193086,1944.1,-35.3294,-117.283,3.33674,35.0575,1.37181
725,1994.29,-122.488,33.4393,2015.87,-21.578,-128.942,6.45333,34.5865,-1.1472,2016.15,-21.8602,-125.962,3.47383,33.351,0.0882566
734,2050.06,-127.683,32.2593,2091.24,-41.1878,-135.372,7.68886,32.5806,-0.321275,2095.06,-45.003,-131.958,4.27489,31.3087,0.950586
743,2184.75,-130.614,27.6853,2170.5,14.2485,-138.92,8.30642,30.2908,-2.60549,2177.73,7.02616,-135.023,4.40988,29.0056,-1.32026
752,2260,-131.217,27.3087,2250.33,9.67474,-139.432,8.21542,27.8036,-0.494938,2260.71,-0.705769,-135.014,3.79686,26.5308,0.777913
761,2344.61,-126.704,24.6929,2327.63,16.9795,-136.878,10.1736,25.2097,-0.516738,2340.81,3.79514,-131.909,5.20505,23.9762,0.716709
770,2348.38,-117.03,21.1035,2399.62,-51.2422,-131.314,14.284,22.6064,-1.50291,2415.19,-66.8077,-125.785,8.75487,21.4377,-0.334216
779,2350.93,-109.053,19.3843,2463.04,-112.109,-122.881,13.8282,20.0907,-0.706464,2480.5,-129.569,-116.799,7.74613,19.0101,0.374169
788,2481.01,-104.286,19.3659,2515.79,-34.7826,-111.87,7.58399,17.7563,1.60952,2534.6,-53.5877,-105.261,0.974956,16.785,2.58085
797,2466.93,-89.1184,17.3212,2555.23,-88.2977,-98.5619,9.44353,15.6894,1.63174,2574.77,-107.834,-91.47,2.35157,14.8466,2.47456
806,2493.81,-77.0153,16.1542,2579.96,-86.1547,-83.418,6.40266,13.9706,2.18355,2599.56,-105.75,-75.9049,-1.11041,13.2733,2.88088
815,2552.73,-64.7342,14.1638,2588.32,-35.5928,-66.861,2.1268,12.6656,1.49824,2607.32,-54.5883,-59.001,-5.73329,12.1265,2.03733
824,2521.81,-49.9835,12.1229,2580.02,-58.2162,-49.4351,-0.548347,11.8244,0.29842,2597.82,-76.0101,-41.3109,-8.67261,11.4508,0.672036
833,2495.02,-27.9085,11.6282,2554.47,-59.4559,-31.6435,3.73497,11.4839,0.144329,2570.52,-75.5046,-23.3466,-4.56191,11.2774,0.350789
842,2505.47,-17.8662,13.3085,2512.16,-6.69257,-14.0411,-3.8251,11.6627,1.64574,2525.98,-20.5107,-5.6718,-12.1944,11.6196,1.6889
851,2383.14,3.01617,13.0309,2454,-70.8599,2.84339,0.172775,12.3572,0.673731,2465.16,-82.0202,11.1761,-8.15996,12.4679,0.562991
860,2355.55,13.7369,15.4091,2380.94,-25.392,18.5349,-4.79796,13.553,1.8561,2389.08,-33.5375,26.7179,-12.981,13.8031,1.60597
869,2237.42,27.841,16.3651,2295.32,-57.9075,32.569,-4.72808,15.2091,1.15601,2300.2,-62.7857,40.498,-12.6571,15.5803,0.784839
878,2168.28,41.3423,17.5279,2198.72,-30.4368,44.5751,-3.23273,17.2793,0.248624,2200.19,-31.9061,52.1566,-10.8143,17.7495,-0.22158
887,2073.72,49.2007,22.0617,2093.82,-20.0959,54.2261,-5.02544,19.6898,2.37182,2091.85,-18.1253,61.3779,-12.1772,20.2335,1.8282
896,1948.82,55.0267,24.2907,1982.78,-33.9563,61.2449,-6.21816,22.3701,1.92063,1977.45,-28.6255,67.8956,-12.8689,22.9578,1.33286
905,1843.37,57.821,23.2827,1868.24,-24.8761,65.534,-7.71299,25.2276,-1.9449,1859.74,-16.3741,71.6237,-13.8026,25.8268,-2.54409
914,1745.6,67.5475,29.1072,1753.14,-7.53616,67.0145,0.532992,28.1673,0.93984,1741.74,3.86691,72.4993,-4.95176,28.7447,0.362461
923,1619.45,56.6996,31.4781,1640.01,-20.5617,65.7063,-9.0067,31.0977,0.380454,1626.04,-6.58484,70.5627,-13.8631,31.622,-0.143897
932,1562.39,54.4174,35.4116,1531.26,31.1317,61.7432,-7.32578,33.923,1.48855,1515.09,47.2989,65.9682,-11.5508,34.3653,1.04632
941,1437.55,50.1516,37.4935,1429.2,8.34502,55.3357,-5.1841,36.5499,0.943592,1411.28,26.2628,58.9469,-8.79527,36.883,0.61045
950,1342.39,41.3038,37.058,1335.73,6.65347,46.7411,-5.4373,38.8898,-1.83183,1316.56,25.8258,49.7764,-8.47266,39.089,-2.03103
959,1285.75,33.7705,39.3482,1252.48,33.2739,36.2895,-2.51905,40.8668,-1.51858,1232.59,53.1651,38.8059,-5.03541,40.9099,-1.56177
968,1232.84,20.9026,40.3395,1180.72,52.1177,24.381,-3.47839,42.4208,-2.08128,1160.62,72.2183,26.4471,-5.54446,42.2915,-1.95192
977,1129.03,9.81707,40.4442,1121.31,7.72148,11.4497,-1.63263,43.5051,-3.06094,1101.47,27.5649,13.1444,-3.32728,43.1928,-2.74865
986,1103.57,-0.29649,38.6279,1074.65,28.9286,-2.06229,1.7658,44.0887,-5.46077,1055.48,48.0911,-0.650013,0.353523,43.5893,-4.96136
995,1087.32,-14.7591,42.2792,1040.79,46.5326,-15.7323,0.973206,44.1538,-1.87464,1022.68,64.6332,-14.5031,-0.255911,43.4693,-1.1901
1004,1024.83,-37.3546,40.1553,1019.46,5.36563,-29.119,-8.23563,43.695,-3.53972,1002.76,22.0667,-27.9639,-9.39069,42.8335,-2.67822
1013,1079.48,-45.221,46.1332,1009.76,69.7237,-41.7601,-3.46089,42.7309,3.40226,994.731,84.75,-40.5692,-4.65182,41.706,4.4272
1022,1032.41,-48.6768,42.9829,1010.72,21.6824,-53.335,4.6582,41.308,1.67491,997.564,34.8427,-52.0078,3.33105,40.1376,2.84525
1031,1040.79,-54.6481,39.2361,1020.96,19.8312,-63.4546,8.80658,39.4627,-0.226622,1009.77,31.019,-61.9011,7.25301,38.1694,1.06666
1040,1055.91,-59.1628,36.5526,1039,16.9077,-71.892,12.7291,37.266,-0.713385,1029.8,26.102,-70.0319,10.8691,35.8767,0.675926
1049,1081.98,-73.5188,35.8932,1063,18.9776,-78.3863,4.86753,34.7843,1.10889,1055.73,26.2423,-76.15,2.63122,33.3304,2.56287
1058,1129.81,-82.3317,37.0442,1091.25,38.5596,-82.8315,0.499796,32.0909,4.95336,1085.77,44.0387,-80.1603,-2.17141,30.6073,6.43692
1067,1122.39,-80.9655,28.6378,1121.84,0.553783,-85.1616,4.19617,29.2856,-0.647795,1117.95,4.44202,-82.0143,1.04883,27.8073,0.830472
1076,1153.29,-78.7501,25.1823,1152.96,0.327004,-85.3812,6.63104,26.4498,-1.26752,1150.43,2.85989,-81.7359,2.98581,25.0102,0.172153
1085,1217.71,-73.3497,20.9454,1182.85,34.8612,-83.5705,10.2208,23.6728,-2.72744,1181.4,36.315,-79.4251,6.07541,22.3035,-1.35808
1094,1216.98,-76.2582,25.9907,1209.86,7.11204,-79.8619,3.60372,21.0368,4.95393,1209.17,7.8038,-75.2335,-1.02468,19.7678,6.22285
1103,1211.44,-56.3317,16.4541,1232.61,-21.1695,-74.4636,18.1318,18.6206,-2.16647,1232.32,-20.8825,-69.3888,13.0571,17.4806,-1.02651
1112,1213.36,-55.9813,15.7459,1249.91,-36.5467,-67.6279,11.6466,16.492,-0.74613,1249.66,-36.2956,-62.1593,6.17796,15.5062,0.239643
1121,1246.29,-48.5737,15.3649,1260.87,-14.5828,-59.6532,11.0795,14.709,0.65596,1260.32,-14.0318,-53.8538,5.28011,13.8967,1.46818
1130,1237.54,-42.9851,15.5914,1264.82,-27.279,-50.8589,7.87376,13.3166,2.27477,1263.67,-26.1291,-44.8017,1.81657,12.6912,2.90019
1139,1215.83,-47.6841,13.6421,1261.43,-45.5967,-41.5911,-6.09304,12.3476,1.29452,1259.42,-43.5856,-35.3592,-12.3249,11.9162,1.72597
1148,1212.52,-23.673,13.5995,1250.57,-38.0443,-32.19,8.51697,11.8185,1.78109,1247.47,-34.9467,-25.8765,2.20348,11.582,2.01751
1157,1220.58,-15.6744,14.5019,1232.39,-11.8069,-22.9914,7.31703,11.7305,2.77136,1228.02,-7.43667,-16.698,1.02359,11.6842,2.8177
1166,1159.29,-21.3026,9.18108,1207.44,-48.1462,-14.3173,-6.98524,12.0707,-2.88959,1201.67,-42.3764,-8.14254,-13.16,12.2042,-3.02313
1175,1143.31,-13.603,10.5746,1176.42,-33.1156,-6.45898,-7.14398,12.8117,-2.23713,1169.19,-25.8877,-0.49283,-13.1101,13.1101,-2.53546
1184,1136.56,-5.79308,12.8028,1140.25,-3.68666,0.32867,-6.12175,13.9144,-1.11154,1131.57,4.98921,6.00483,-11.7979,14.3575,-1.55467
1193,1086.25,-2.23866,12.7564,1099.88,-13.6374,5.83273,-8.07139,15.3279,-2.57146,1089.84,-3.59224,11.1462,-13.3849,15.8909,-3.13451
1202,1005.41,0.797025,23.1519,1056.52,-51.1087,9.89279,-9.09577,16.9922,6.15971,1045.25,-39.8413,14.7795,-13.9825,17.6454,5.50651
1211,975.189,6.31648,21.2917,1011.35,-36.1581,12.4049,-6.08845,18.8405,2.45121,999.061,-23.8725,16.8123,-10.4959,19.5509,1.74083
1220,970.73,11.2854,18.0007,965.668,5.06219,13.3262,-2.04085,20.8016,-2.80098,952.601,18.1291,17.2193,-5.93393,21.5366,-3.53592
1229,906.514,0.795071,24.1192,920.717,-14.2027,12.6636,-11.8686,22.8014,1.31781,907.135,-0.620791,16.0256,-15.2305,23.529,0.590156
1238,895.506,-1.70669,26.9876,877.698,17.8086,10.4853,-12.192,24.7679,2.21967,863.897,31.6094,13.3176,-15.0243,25.4572,1.53038
1247,860.053,6.50815,28.9322,837.654,22.3995,6.89932,-0.391161,26.6294,2.30278,823.96,36.0937,9.22156,-2.71341,27.25,1.68214
1256,805.618,-5.07351,28.2583,801.495,4.12266,2.05827,-7.13178,28.3189,-0.0606366,788.26,17.358,3.90807,-8.98158,28.8417,-0.583353
1265,777.489,-10.6252,32.123,770.017,7.47215,-3.83376,-6.7914,29.7807,2.34226,757.582,19.9075,-2.40556,-8.21961,30.18,1.943
1274,770.016,-6.18903,28.0386,743.804,26.2119,-10.5446,4.35553,30.9663,-2.92762,732.475,37.5409,-9.47668,3.28765,31.222,-3.18338
1283,736.545,-25.4341,25.1459,723.263,13.2823,-17.8202,-7.61383,31.8376,-6.69174,713.311,23.2341,-17.0411,-8.39297,31.9354,-6.78949
1292,758.18,-27.8221,32.7948,708.568,49.6125,-25.3978,-2.42434,32.3646,0.430228,700.229,57.9515,-24.8254,-2.99669,32.2953,0.499474
1301,733.856,-31.3034,32.8301,699.715,34.1408,-33.0086,1.70526,32.5329,0.297176,693.19,40.6666,-32.5508,1.24743,32.2932,0.536872
1310,712.532,-45.6622,32.308,696.486,16.046,-40.3928,-5.26931,32.3383,-0.0303063,691.932,20.6001,-39.9508,-5.71134,31.9301,0.377875
1319,718.903,-45.3274,37.0351,698.478,20.4246,-47.2996,1.97218,31.7895,5.24552,695.995,22.9078,-46.7794,1.45199,31.22,5.8151
1328,723.408,-52.8192,22.7581,705.134,18.2742,-53.5007,0.681449,30.9108,-8.15273,704.758,18.6499,-52.8151,-0.00411806,30.192,-7.4339
1337,757.937,-50.5695,32.7284,715.751,42.1864,-58.7959,8.2264,29.7325,2.99594,717.456,40.4808,-57.8645,7.295,28.8816,3.84682
1346,737.666,-57.1386,25.6747,729.518,8.14868,-63.0196,5.88098,28.2938,-2.61907,733.216,4.45085,-61.7687,4.63006,27.3331,-1.65844
1355,765.134,-65.5484,22.1336,745.531,19.6029,-66.0416,0.493237,26.6394,-4.50574,751.071,14.0635,-64.4045,-1.14387,25.5962,-3.46256
1364,776.923,-62.1891,20.8649,762.879,14.0437,-67.7864,5.59733,24.8257,-3.96082,770.064,6.85866,-65.7087,3.5196,23.7296,-2.86467
1373,777.362,-56.4015,13.9711,780.604,-3.24178,-68.2151,11.8136,22.9102,-8.93914,789.207,-11.845,-65.659,9.25744,21.7908,-7.81978
1382,773.981,-47.5995,19.7096,797.76,-23.7787,-67.3339,19.7344,20.9532,-1.2436,807.523,-33.542,-64.2784,16.6789,19.8405,-0.130877
1391,806.044,-66.4348,18.9034,813.428,-7.38336,-65.183,-1.25178,19.0129,-0.109514,824.062,-18.0179,-61.6241,-4.81075,17.9368,0.966597
1400,830.177,-61.3485,26.3292,826.811,3.36644,-61.8528,0.504272,17.1478,9.18143,837.997,-7.81973,-57.803,-3.54549,16.1383,10.1909
1409,822.186,-54.6345,5.1988,837.179,-14.9933,-57.4602,2.82573,15.4098,-10.211,848.576,-26.3901,-52.9483,-1.68621,14.4964,-9.29759
1418,818.106,-52.4991,20.0139,843.931,-25.8252,-52.1578,-0.341234,13.8462,6.1677,855.214,-37.1078,-47.2246,-5.27449,13.0544,6.95949
1427,796.252,-38.2634,20.0412,846.648,-50.396,-46.13,7.86651,12.4991,7.54206,857.517,-61.2654,-40.8276,2.56416,11.8498,8.19137
1436,803.463,-40.2416,13.1922,845.008,-41.5441,-39.5711,-0.670503,11.4011,1.79108,855.19,-51.7268,-33.9632,-6.27837,10.9106,2.28166
1445,798.655,-37.8014,10.43,838.815,-40.16,-32.6866,-5.11477,10.5761,-0.146088,848.063,-49.4082,-26.8481,-10.9532,10.2558,0.174145
1454,773.833,-26.0106,2.1953,828.007,-54.1739,-25.6844,-0.326258,10.038,-7.84275,836.099,-62.266,-19.7014,-6.30927,9.89513,-7.69983
1463,762.183,-21.7373,18.35,812.772,-50.5892,-18.7751,-2.96218,9.79145,8.55854,819.525,-57.3418,-12.7381,-8.99918,9.82801,8.52198
1472,749.532,-9.44394,12.4154,793.374,-43.8425,-12.1564,2.71241,9.83065,2.58473,798.657,-49.1255,-6.15277,-3.29116,10.0438,2.37154
1481,738.185,2.7698,16.5295,770.203,-32.0178,-6.01255,8.78235,10.1413,6.38815,773.94,-35.7547,-0.126218,2.89602,10.5233,6.00619
1490,727.424,-4.9052,14.6158,743.788,-16.3634,-0.507279,-4.39792,10.7008,3.91495,745.956,-18.5315,5.18157,-10.0868,11.2387,3.37706
