ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_QRSF_tt,residual_QRSF_tt,Dl_QRSF_te,residual_QRSF_te,Dl_QRSF_ee,residual_QRSF_ee
302,3935.72,117.089,9.31107,3876.64,59.0784,115.86,1.22905,9.71778,-0.406719,4291.99,-356.269,126.886,-9.79632,9.24534,0.0657265
311,3649.99,119.046,10.9594,3587.44,62.5443,116.477,2.56914,11.4159,-0.456456,3960.34,-310.352,128.779,-9.73225,10.8986,0.0608251
320,3411.94,112.762,12.6384,3301.44,110.503,114.038,-1.2757,13.1523,-0.513871,3630.52,-218.574,127.486,-14.7243,12.5955,0.0429681
329,3173.93,117.149,15.1816,3025.62,148.31,108.568,8.5812,14.8776,0.303968,3310.22,-136.283,123.01,-5.86145,14.2878,0.893756
338,2842.13,105.901,16.0657,2766.39,75.7447,100.202,5.69864,16.539,-0.473273,3006.53,-164.401,115.461,-9.56056,15.9242,0.141521
347,2498.24,86.2064,16.2208,2529.35,-31.116,89.1937,-2.98734,18.0833,-1.86248,2725.79,-227.557,105.068,-18.8612,17.4527,-1.23195
356,2358.31,79.8487,18.6902,2318.83,39.481,75.8584,3.99028,19.4566,-0.766405,2473,-114.686,92.1223,-12.2736,18.8209,-0.130671
365,2186.33,61.0311,18.5056,2138.9,47.4278,60.6509,0.38019,20.6137,-2.10808,2252.76,-66.4278,77.0754,-16.0443,19.9835,-1.47785
374,2038.68,46.4875,21.0827,1992.12,46.5583,44.0556,2.43185,21.5099,-0.42724,2068.05,-29.3764,60.418,-13.9305,20.8955,0.187239
383,1891.76,31.557,21.4257,1879.91,11.8423,26.6251,4.93191,22.1113,-0.685654,1920.75,-28.9894,42.7096,-11.1527,21.5223,-0.0966752
392,1787.59,19.7448,22.3593,1802.6,-15.0134,8.92473,10.82,22.3925,-0.0331831,1811.58,-23.987,24.5228,-4.77801,21.8382,0.521031
401,1734.58,-0.544681,21.1747,1759.15,-24.5734,-8.45482,7.91014,22.3436,-1.16896,1739.94,-5.36089,6.45496,-6.99964,21.833,-0.658286
410,1738.05,-21.8916,21.0336,1747.81,-9.75435,-24.9471,3.05552,21.9631,-0.929451,1704.39,33.6609,-10.9143,-10.9773,21.5037,-0.470074
419,1731.61,-35.0666,19.2941,1765.55,-33.9483,-40.0163,4.94963,21.2654,-1.97129,1701.9,29.7074,-27.0187,-8.04792,20.8625,-1.56839
428,1770.01,-48.4463,19.1288,1808.95,-38.9351,-53.1865,4.74015,20.2753,-1.14654,1728.93,41.0791,-41.349,-7.09732,19.9313,-0.802457
437,1770.68,-61.9365,19.3346,1873.56,-102.887,-64.0688,2.13238,19.0339,0.300666,1780.99,-10.3155,-53.4828,-8.45369,18.7482,0.586425
446,1856.79,-62.1436,17.3252,1954.85,-98.0636,-72.3539,10.2103,17.5908,-0.265649,1853.45,3.34336,-63.077,0.933442,17.36,-0.0348659
455,2045.9,-74.4981,15.4382,2047.59,-1.68673,-77.8313,3.33323,16.0051,-0.566953,1940.98,104.925,-69.888,-4.61007,15.8232,-0.384973
464,2224.7,-80.0589,14.5813,2146.6,78.0982,-80.3875,0.328576,14.3435,0.237862,2038.14,186.557,-73.7686,-6.29033,14.2015,0.379802
473,2178.24,-75.3658,11.5893,2247.12,-68.8829,-80.0515,4.6857,12.6815,-1.09222,2139.75,38.4917,-74.7144,-0.65145,12.5684,-0.97918
482,2323.36,-71.9894,11.4556,2344.19,-20.8327,-76.9347,4.94524,11.0951,0.360525,2240.4,82.962,-72.8032,0.813725,10.9974,0.458189
491,2418.7,-71.1199,10.3049,2433.57,-14.8692,-71.262,0.142127,9.66003,0.644882,2335.41,83.2832,-68.2265,-2.89335,9.56186,0.743058
500,2447.25,-59.624,8.30294,2511.51,-64.252,-63.3543,3.73024,8.44763,-0.144684,2420.62,26.6297,-61.2717,1.64772,8.33067,-0.0277311
509,2577.77,-47.175,8.22746,2574.69,3.08385,-53.6148,6.43974,7.52358,0.703885,2492.28,85.4944,-52.3136,5.13855,7.36777,0.859694
518,2558.51,-42.4169,7.35097,2621.12,-62.6091,-42.5299,0.112915,6.94553,0.40544,2547.98,10.5351,-41.8295,-0.587437,6.73121,0.619759
527,2579.22,-23.0411,6.50428,2649,-69.7817,-30.6213,7.58023,6.75865,-0.254365,2585.52,-6.29954,-30.3374,7.29631,6.46715,0.0371321
536,2523.98,-18.6287,6.71246,2657.61,-133.635,-18.4347,-0.193972,6.9942,-0.281741,2603.79,-79.8117,-18.3789,-0.249794,6.60785,0.104615
545,2519.15,-1.43395,8.58876,2647.18,-128.028,-6.53878,5.10483,7.66888,0.919879,2602.61,-83.4601,-6.5188,5.08485,7.17097,1.41779
554,2566.59,3.55431,8.51755,2618.59,-52.0014,4.52649,-0.972182,8.78357,-0.266022,2582.48,-15.8917,4.70638,-1.15207,8.15844,0.359111
563,2545.99,11.5793,10.6431,2573.56,-27.5686,14.2463,-2.66699,10.3215,0.321655,2544.86,1.1315,14.7718,-3.19248,9.55586,1.08725
572,2409.8,18.6254,11.8913,2514.2,-104.399,22.1548,-3.52946,12.2494,-0.358136,2491.78,-81.9759,23.186,-4.5606,11.3341,0.557147
581,2410.13,26.5374,15.4975,2443.1,-32.9741,27.8762,-1.33878,14.5188,0.978622,2425.74,-15.6187,29.5465,-3.00907,13.4488,2.0487
590,2373.46,26.8724,15.2827,2363.67,9.78914,31.1169,-4.2445,17.0679,-1.78523,2350.1,23.3603,33.5333,-6.66092,15.842,-0.559378
599,2206.46,28.2947,18.225,2279.3,-72.8365,31.665,-3.37037,19.8235,-1.59845,2268.15,-61.6902,34.908,-6.61334,18.445,-0.21994
608,2119.7,32.2515,22.1034,2193.36,-73.6567,29.418,2.83352,22.7029,-0.59949,2183.23,-63.535,33.5409,-1.28935,21.1789,0.92451
617,2135.45,23.9273,25.8934,2109.26,26.195,24.3857,-0.458451,25.6153,0.278059,2098.91,36.541,29.4116,-5.48431,23.9566,1.93673
626,1951.2,10.8452,25.9867,2030.42,-79.2259,16.6964,-5.8512,28.4699,-2.48322,2018.82,-67.6251,22.617,-11.7718,26.6909,-0.704227
635,1938.19,7.54114,30.1719,1959.92,-21.7304,6.56805,0.973082,31.1745,-1.00264,1946.25,-8.06281,13.3438,-5.80263,29.293,0.878821
644,1859.9,-5.033,32.9222,1900.37,-40.4685,-5.69313,0.660135,33.6403,-0.718096,1884.04,-24.1407,1.86676,-6.89975,31.6777,1.24445
653,1847.08,-15.3753,32.8238,1853.89,-6.80855,-19.6947,4.31937,35.7835,-2.95973,1834.53,12.5545,-11.4528,-3.92256,33.7647,-0.940961
662,1848.18,-29.9359,34.7378,1822.14,26.0401,-34.9716,5.03563,37.5381,-2.80027,1799.59,48.5886,-26.1714,-3.76456,35.4898,-0.752014
671,1814.96,-56.9826,36.3808,1806.14,8.81462,-51.0048,-5.97786,38.8466,-2.46575,1780.49,34.4648,-41.7769,-15.2057,36.7949,-0.414084
680,1760.56,-66.7884,36.6042,1806.3,-45.7367,-67.2485,0.460157,39.6658,-3.0616,1777.87,-17.3036,-57.7292,-9.05916,37.6359,-1.0317
689,1822.41,-80.806,38.1163,1822.34,0.0701867,-83.1365,2.33057,39.9644,-1.84808,1791.67,30.7326,-73.4675,-7.33848,37.9806,0.135723
698,1884.92,-94.2074,38.9399,1853.46,31.4517,-98.1298,3.92238,39.74,-0.800062,1821.36,63.555,-88.4583,-5.74912,37.8257,1.11422
707,1891,-99.954,36.5131,1898.21,-7.21416,-111.703,11.7492,39.0014,-2.48836,1865.67,25.3241,-102.18,2.22581,37.1789,-0.665872
716,1908.77,-113.946,36.4293,1954.6,-45.8343,-123.382,9.43632,37.779,-1.34968,1922.71,-13.9451,-114.143,0.196865,36.0672,0.362103
725,1994.29,-122.488,33.4393,2020.21,-25.9209,-132.741,10.2526,36.1156,-2.67636,1990.07,4.22347,-123.898,1.40935,34.529,-1.08976
734,2050.06,-127.683,32.2593,2092.62,-42.5654,-139.471,11.7876,34.0772,-1.81793,2065.33,-15.273,-131.113,3.4295,32.6259,-0.366557
743,2184.75,-130.614,27.6853,2168.9,15.849,-143.313,12.6994,31.7363,-4.05101,2145.58,39.1709,-135.505,4.89182,30.4258,-2.74047
752,2260,-131.217,27.3087,2245.78,14.2217,-144.111,12.8941,29.1796,-1.87095,2227.56,32.4438,-136.896,5.67892,28.0111,-0.702425
761,2344.61,-126.704,24.6929,2320.21,24.3904,-141.83,15.1261,26.4989,-1.80594,2308.16,36.4425,-135.225,8.52082,25.4694,-0.776447
770,2348.38,-117.03,21.1035,2389.5,-41.1147,-136.525,19.4947,23.7943,-2.69081,2384.48,-36.0965,-130.521,13.4909,22.8972,-1.79375
779,2350.93,-109.053,19.3843,2450.41,-99.4787,-128.331,19.2782,21.1659,-1.7816,2453.06,-102.133,-122.894,13.8408,20.3911,-1.00683
788,2481.01,-104.286,19.3659,2500.94,-19.9303,-117.537,13.251,18.7103,0.6556,2511.68,-30.6718,-112.604,8.31869,18.0441,1.32176
797,2466.93,-89.1184,17.3212,2538.5,-71.5702,-104.42,15.3015,16.5167,0.804469,2557.52,-90.5879,-99.9051,10.7867,15.942,1.37923
806,2493.81,-77.0153,16.1542,2561.77,-67.9622,-89.4376,12.4223,14.6689,1.48532,2589.03,-95.221,-85.2275,8.21221,14.165,1.98923
815,2552.73,-64.7342,14.1638,2569.1,-16.371,-73.0113,8.27709,13.2356,0.92822,2604.35,-51.6188,-68.9817,4.24745,12.781,1.38281
824,2521.81,-49.9835,12.1229,2560.21,-38.4016,-55.6843,5.70088,12.2704,-0.147558,2602.98,-81.1738,-51.7083,1.72489,11.8442,0.278658
833,2495.02,-27.9085,11.6282,2534.5,-39.4854,-37.9593,10.0508,11.8133,-0.185118,2584.12,-89.1049,-33.9077,5.9992,11.3951,0.233096
842,2505.47,-17.8662,13.3085,2492.47,12.9963,-20.3904,2.52425,11.8865,1.42197,2548.05,-42.581,-16.1316,-1.73454,11.4565,1.85196
851,2383.14,3.01617,13.0309,2435.03,-51.8904,-3.50582,6.52199,12.4895,0.541437,2495.47,-112.324,1.09425,1.92192,12.0285,1.0024
860,2355.55,13.7369,15.4091,2363.12,-7.56888,12.2195,1.51741,13.6107,1.79834,2427.13,-71.5872,17.2912,-3.55426,13.1009,2.30814
869,2237.42,27.841,16.3651,2279.03,-41.6148,26.3194,1.52155,15.2103,1.15483,2345.32,-107.901,31.9715,-4.1306,14.6372,1.7279
878,2168.28,41.3423,17.5279,2184.29,-16.0095,38.4209,2.9214,17.2426,0.285373,2251.51,-83.2243,44.7378,-3.39552,16.5956,0.932334
887,2073.72,49.2007,22.0617,2081.54,-7.82026,48.1951,1.00558,19.6345,2.42713,2148.32,-74.5999,55.2365,-6.03581,18.9069,3.15478
896,1948.82,55.0267,24.2907,1972.89,-24.0695,55.3625,-0.335754,22.3162,1.97443,2037.85,-89.0273,63.1634,-8.1367,21.5049,2.78576
905,1843.37,57.821,23.2827,1860.93,-17.5658,59.8235,-2.00244,25.196,-1.91329,1922.67,-79.2981,68.3945,-10.5734,24.3018,-1.01906
914,1745.6,67.5475,29.1072,1748.53,-2.92633,61.4952,6.05232,28.1776,0.929575,1805.73,-60.1296,70.822,-3.27452,27.2045,1.90265
923,1619.45,56.6996,31.4781,1638.15,-18.7006,60.3923,-3.69264,31.1671,0.311029,1689.73,-70.2728,70.4359,-13.7363,30.1219,1.35617
932,1562.39,54.4174,35.4116,1532.12,30.2722,56.6431,-2.22567,34.0665,1.34512,1577.16,-14.7717,67.3396,-12.9222,32.9588,2.45279
941,1437.55,50.1516,37.4935,1432.68,4.86883,50.4529,-0.301238,36.7797,0.713759,1470.5,-32.9539,61.7137,-11.562,35.6218,1.87166
950,1342.39,41.3038,37.058,1341.65,0.740879,42.0734,-0.769621,39.216,-2.15803,1371.76,-29.3727,53.7849,-12.4811,38.0229,-0.964924
959,1285.75,33.7705,39.3482,1260.58,25.1725,31.8298,1.94067,41.2966,-1.94847,1282.7,3.0491,43.8578,-10.0873,40.0855,-0.737352
968,1232.84,20.9026,40.3395,1190.73,42.1072,20.1177,0.784877,42.9584,-2.6189,1204.8,28.0389,32.3235,-11.4209,41.7462,-1.4067
977,1129.03,9.81707,40.4442,1132.93,-3.89504,7.36729,2.44979,44.151,-3.7068,1139.09,-10.0619,19.612,-9.79488,42.9538,-2.50962
986,1103.57,-0.29649,38.6279,1087.54,16.0325,-5.98354,5.68705,44.8398,-6.21188,1086.18,17.395,6.16078,-6.45727,43.6729,-5.04499
995,1087.32,-14.7591,42.2792,1054.61,32.7066,-19.5161,4.75705,45.0037,-2.72454,1046.31,41.008,-7.61168,-7.14738,43.8815,-1.60235
1004,1024.83,-37.3546,40.1553,1033.84,-9.01802,-32.7932,-4.56141,44.6338,-4.47847,1019.41,5.41559,-21.2681,-16.0865,43.5698,-3.41453
1013,1079.48,-45.221,46.1332,1024.33,55.1512,-45.3544,0.133318,43.7459,2.38726,1004.71,74.7693,-34.3376,-10.8834,42.752,3.38122
1022,1032.41,-48.6768,42.9829,1025.15,7.25686,-56.8781,8.20132,42.385,0.59794,1001.35,31.0569,-46.4761,-2.20067,41.4698,1.51309
1031,1040.79,-54.6481,39.2361,1034.94,5.85322,-66.9747,12.3267,40.5857,-1.34963,1008.01,32.7827,-57.2706,2.62257,39.7553,-0.519158
1040,1055.91,-59.1628,36.5526,1052.26,3.64314,-75.4163,16.2535,38.4174,-1.86485,1023.31,32.5996,-66.4699,7.30709,37.6746,-1.12197
1049,1081.98,-73.5188,35.8932,1075.32,6.65737,-81.9414,8.42256,35.9451,-0.0518307,1045.49,36.4883,-73.7893,0.270472,35.2897,0.603524
1058,1129.81,-82.3317,37.0442,1102.43,27.3775,-86.4423,4.11058,33.2404,3.80388,1072.91,56.9029,-79.0979,-3.23384,32.6697,4.37458
1067,1122.39,-80.9655,28.6378,1131.74,-9.34654,-88.8489,7.88348,30.4041,-1.76634,1103.6,18.7901,-82.3024,1.33698,29.9132,-1.27539
1076,1153.29,-78.7501,25.1823,1161.49,-8.2023,-89.1605,10.4104,27.5193,-2.33698,1135.68,17.603,-83.3791,4.62897,27.1015,-1.91912
1085,1217.71,-73.3497,20.9454,1189.97,27.7377,-87.452,14.1023,24.6765,-3.73117,1167.3,50.4093,-82.3798,9.03015,24.3234,-3.37801
1094,1216.98,-76.2582,25.9907,1215.6,1.37454,-83.8504,7.59222,21.9597,4.03105,1196.73,20.2506,-79.4086,3.15037,21.661,4.32966
1103,1211.44,-56.3317,16.4541,1237.03,-25.595,-78.5586,22.2269,19.449,-2.99493,1222.47,-11.0357,-74.6452,18.3135,19.1931,-2.73897
1112,1213.36,-55.9813,15.7459,1253.14,-39.7755,-71.8238,15.8424,17.2146,-1.46876,1243.26,-29.9007,-68.3225,12.3412,16.9887,-1.24288
1121,1246.29,-48.5737,15.3649,1263.04,-16.7517,-63.939,15.3653,15.3175,0.0473839,1258.05,-11.7558,-60.7321,12.1584,15.11,0.254867
1130,1237.54,-42.9851,15.5914,1266.08,-28.5443,-55.2186,12.2335,13.8062,1.78521,1265.99,-28.4468,-52.1879,9.20278,13.6064,1.98493
1139,1215.83,-47.6841,13.6421,1261.97,-46.1344,-46.0035,-1.68066,12.7165,0.925665,1266.61,-50.7795,-43.0306,-4.65351,12.5149,1.12722
1148,1212.52,-23.673,13.5995,1250.57,-38.0502,-36.6286,12.9557,12.0682,1.53137,1259.63,-47.1073,-33.5949,9.92193,11.8562,1.74332
1157,1220.58,-15.6744,14.5019,1232.07,-11.4924,-27.4253,11.7509,11.8659,2.63603,1245.05,-24.4659,-24.2133,8.53889,11.6361,2.86579
1166,1159.29,-21.3026,9.18108,1207,-47.7087,-18.7139,-2.5887,12.0989,-2.91786,1223.31,-64.018,-15.2204,-6.08219,11.8458,-2.66468
1175,1143.31,-13.603,10.5746,1176.03,-32.7242,-10.7857,-2.8172,12.7426,-2.16798,1195.05,-51.7418,-6.92804,-6.67492,12.4625,-1.88789
1184,1136.56,-5.79308,12.8028,1140.04,-3.48209,-3.89606,-1.89702,13.7597,-0.956883,1161.09,-24.5341,0.38818,-6.18126,13.4514,-0.648554
1193,1086.25,-2.23866,12.7564,1099.98,-13.7318,1.74218,-3.98084,15.1019,-2.34549,1122.34,-36.0976,6.4948,-8.73346,14.7662,-2.00973
1202,1005.41,0.797025,23.1519,1056.99,-51.5857,5.96838,-5.17135,16.7115,6.44048,1079.91,-74.4984,11.2108,-10.4138,16.3512,6.80075
1211,975.189,6.31648,21.2917,1012.26,-37.0691,8.67671,-2.36023,18.5229,2.76885,1034.95,-59.7599,14.4103,-8.09386,18.1427,3.14896
1220,970.73,11.2854,18.0007,967.025,3.70556,9.81865,1.46673,20.4648,-2.46414,988.815,-18.0851,16.0259,-4.7405,20.0703,-2.06967
1229,906.514,0.795071,24.1192,922.489,-15.9753,9.39505,-8.59998,22.4625,1.65669,942.804,-36.2903,16.0394,-15.2443,22.0599,2.0593
1238,895.506,-1.70669,26.9876,879.816,15.6907,7.46805,-9.17474,24.4436,2.54393,898.182,-2.6757,14.494,-16.2007,24.0398,2.94775
1247,860.053,6.50815,28.9322,840.006,20.0479,4.1395,2.36865,26.3359,2.59627,856.053,4.00074,11.4727,-4.96458,25.9385,2.99364
1256,805.618,-5.07351,28.2583,803.929,1.68851,-0.443967,-4.62954,28.0718,0.186537,817.391,-11.7729,7.1043,-12.1778,27.6891,0.569168
1265,777.489,-10.6252,32.123,772.362,5.12768,-6.0849,-4.54027,29.5935,2.52949,783.091,-5.60201,1.57983,-12.205,29.2334,2.88956
1274,770.016,-6.18903,28.0386,745.877,24.1386,-12.5579,6.36886,30.8499,-2.81123,753.861,16.1554,-4.87409,-1.31493,30.519,-2.48034
1283,736.545,-25.4341,25.1459,724.874,11.671,-19.6159,-5.81816,31.8002,-6.65431,730.228,6.31748,-12.0091,-13.4249,31.504,-6.35806
1292,758.18,-27.8221,32.7948,709.517,48.6629,-27.0028,-0.81936,32.4115,0.383339,712.489,45.6909,-19.5678,-8.25431,32.1541,0.640694
1301,733.856,-31.3034,32.8301,699.794,34.0617,-34.4567,3.15337,32.6667,0.163354,700.765,33.0917,-27.2871,-4.01628,32.4513,0.378751
1310,712.532,-45.6622,32.308,695.486,17.0459,-41.7234,-3.93872,32.5589,-0.250929,694.942,17.59,-34.9074,-10.7548,32.3873,-0.0793272
1319,718.903,-45.3274,37.0351,696.219,22.6841,-48.5539,3.22646,32.0941,4.94091,694.69,24.2133,-42.1633,-3.16413,31.9669,5.06821
1328,723.408,-52.8192,22.7581,701.467,21.9411,-54.721,1.90178,31.2939,-8.53583,699.511,23.8969,-48.8093,-4.00988,31.2101,-8.45201
1337,757.937,-50.5695,32.7284,710.561,47.3756,-60.0259,9.45634,30.1859,2.54252,708.766,49.1705,-54.6282,4.05864,30.1434,2.58503
1346,737.666,-57.1386,25.6747,722.724,14.9425,-64.3039,7.16526,28.8067,-3.13197,721.707,15.9595,-59.4368,2.29817,28.802,-3.12725
1355,765.134,-65.5484,22.1336,737.084,28.0506,-67.426,1.87755,27.1983,-5.06467,737.487,27.6468,-63.0878,-2.46065,27.2266,-5.09294
1364,776.923,-62.1891,20.8649,752.767,24.1561,-69.3137,7.12461,25.4158,-4.55086,755.199,21.7245,-65.4858,3.29671,25.4717,-4.6068
1373,777.362,-56.4015,13.9711,768.858,8.5039,-69.9223,13.5208,23.516,-9.54492,773.835,3.52665,-66.5704,10.1689,23.5945,-9.62342
1382,773.981,-47.5995,19.7096,784.455,-10.474,-69.2518,21.6523,21.5589,-1.84931,792.405,-18.4239,-66.3261,18.7266,21.6551,-1.94546
1391,806.044,-66.4348,18.9034,798.681,7.36349,-67.3365,0.901696,19.6023,-0.69891,809.939,-3.89518,-64.7715,-1.66332,19.7114,-0.808047
1400,830.177,-61.3485,26.3292,810.781,19.3958,-64.2604,2.91194,17.7042,8.62502,825.594,4.58319,-61.975,0.626497,17.8218,8.50737
1409,822.186,-54.6345,5.1988,820.065,2.12132,-60.1343,5.49979,15.9165,-10.7177,838.582,-16.3957,-58.0348,3.40025,16.0386,-10.8398
1418,818.106,-52.4991,20.0139,825.946,-7.83987,-55.1025,2.60343,14.2882,5.72567,848.208,-30.1017,-53.0949,0.595783,14.412,5.60189
1427,796.252,-38.2634,20.0412,828.019,-31.767,-49.3411,11.0777,12.8634,7.17773,853.952,-57.6999,-47.334,9.07058,12.9875,7.05371
1436,803.463,-40.2416,13.1922,825.974,-22.5107,-43.0363,2.79466,11.6769,1.51535,855.391,-51.9272,-40.9411,0.699504,11.8011,1.39109
1445,798.655,-37.8014,10.43,819.629,-20.9739,-36.385,-1.41641,10.7544,-0.324377,852.227,-53.5723,-34.1158,-3.68557,10.8803,-0.450281
1454,773.833,-26.0106,2.1953,808.932,-35.0985,-29.5868,3.57618,10.1121,-7.91682,844.298,-70.4646,-27.0606,1.05,10.2425,-8.0472
1463,762.183,-21.7373,18.35,794.065,-31.8817,-22.8465,1.10917,9.75694,8.59305,831.709,-69.5259,-19.9896,-1.74768,9.8957,8.45429
1472,749.532,-9.44394,12.4154,775.265,-25.7334,-16.3579,6.91399,9.68594,2.72943,814.665,-65.134,-13.1135,3.66961,9.83777,2.5776
1481,738.185,2.7698,16.5295,752.895,-14.7097,-10.3023,13.0721,9.8876,6.64185,793.5,-55.3152,-6.63078,9.40058,10.0579,6.47155
1490,727.424,-4.9052,14.6158,727.455,-0.0306994,-4.83974,-0.0654563,10.3421,4.27365,768.684,-41.2601,-0.718711,-4.18649,10.537,4.07874
