ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_QRSFv3_tt,residual_QRSFv3_tt,Dl_QRSFv3_te,residual_QRSFv3_te,Dl_QRSFv3_ee,residual_QRSFv3_ee
92,2446.65,-19.2047,0.789127,2462.92,-16.2737,-18.0284,-1.17632,0.652946,0.13618,5094.06,-2647.41,-25.1385,5.93385,0.563228,0.225898
97,2484.46,-19.0476,0.57472,2612.73,-128.27,-21.2673,2.21969,0.729412,-0.154692,5436.84,-2952.39,-29.4848,10.4372,0.644728,-0.0700082
104,2951.15,-28.1287,0.830793,2831.68,119.473,-25.8826,-2.24611,0.831622,-0.000828342,5927.79,-2976.64,-35.9242,7.79546,0.762958,0.0678359
113,3221.96,-31.7919,0.924375,3126.82,95.1457,-31.692,-0.0999658,0.947588,-0.0232131,6577.18,-3355.21,-44.6136,12.8217,0.917426,0.0069489
122,3382.73,-35.701,1.11192,3432.94,-50.2086,-36.9814,1.28049,1.03733,0.0745828,7243.3,-3860.57,-53.4444,17.7435,1.06763,0.0442867
131,3592.1,-41.5613,1.10666,3744.45,-152.346,-41.3416,-0.219659,1.09309,0.0135687,7919.39,-4327.29,-62.0297,20.4684,1.20543,-0.0987714
140,4229.84,-43.6625,1.09668,4055.16,174.679,-44.3887,0.726209,1.11003,-0.0133515,8598.9,-4369.07,-69.9832,26.3207,1.32379,-0.227109
149,4251.39,-45.0365,1.00578,4359.08,-107.69,-45.7945,0.757985,1.08754,-0.0817613,9278.28,-5026.89,-76.9135,31.877,1.41518,-0.409402
158,4778.71,-49.241,1.07943,4648.31,130.396,-45.2788,-3.9622,1.02947,0.0499581,9952.03,-5173.32,-82.448,33.2071,1.47503,-0.395598
167,4844.8,-45.9645,0.855441,4916.51,-71.7182,-42.6458,-3.31865,0.944621,-0.0891797,10613.3,-5768.53,-86.1959,40.2314,1.49984,-0.644395
176,5120.63,-43.3901,0.96559,5156.27,-35.6447,-37.7836,-5.60654,0.846684,0.118905,11253.3,-6132.63,-87.8139,44.4238,1.48968,-0.524086
185,5373.97,-30.3906,0.835251,5361.22,12.7482,-30.6802,0.289607,0.75404,0.0812112,11863.9,-6489.89,-87.0262,56.6356,1.44774,-0.612492
194,5542.7,-18.1436,0.793541,5525.9,16.8038,-21.4285,3.28487,0.689134,0.104407,12437.9,-6895.16,-83.5663,65.4227,1.37684,-0.583298
203,5446.22,-7.21464,0.694054,5645.88,-199.663,-10.2223,3.00763,0.677393,0.0166609,12969,-7522.75,-77.2519,70.0373,1.28205,-0.588001
212,5636.34,2.53847,0.877642,5716.91,-80.5646,2.65218,-0.113711,0.745788,0.131855,13449.6,-7813.22,-67.9865,70.525,1.1765,-0.298861
221,5816.48,17.9047,0.874199,5738.04,78.4371,16.8186,1.0861,0.921241,-0.0470423,13873.1,-8056.62,-55.7533,73.6579,1.0833,-0.209097
230,5684.66,26.6053,1.23818,5708.66,-24.005,31.8324,-5.22715,1.22934,0.00883823,14233.1,-8548.49,-40.6028,67.2081,1.02507,0.213114
239,5776.16,46.2991,1.78071,5629.49,146.667,47.1976,-0.89851,1.69267,0.0880471,14524.6,-8748.46,-22.6373,68.9364,1.02144,0.759271
248,5435.47,50.6637,2.10983,5502.63,-67.1659,62.3809,-11.7171,2.3293,-0.219468,14743.8,-9308.34,-1.99626,52.66,1.08756,1.02227
257,5228,71.5358,3.13386,5331.55,-103.554,76.8353,-5.29956,3.15122,-0.0173509,14888.3,-9660.32,21.1329,50.4029,1.23588,1.89799
266,5090.29,86.4306,3.86066,5120.75,-30.4584,90.0229,-3.59233,4.16224,-0.30158,14956.2,-9865.94,46.2967,40.1339,1.49807,2.36259
275,5096.49,106.963,5.31265,4876.68,219.804,101.452,5.51029,5.35795,-0.0453042,14947.3,-9850.86,72.9575,34.0052,1.91059,3.40206
284,4546.18,102.707,5.82483,4605.83,-59.6421,110.673,-7.96673,6.72518,-0.900349,14861.5,-10315.3,100.618,2.08895,2.50122,3.32361
293,4371.25,117.073,8.21385,4315.67,55.5816,117.31,-0.237581,8.24206,-0.0282068,14699.5,-10328.2,128.855,-11.7819,3.28907,4.92478
302,3935.72,117.089,9.31107,4013.61,-77.8929,121.055,-3.96587,9.87752,-0.566458,14462.1,-10526.4,157.312,-40.2225,4.28406,5.02701
311,3649.99,119.046,10.9594,3707.45,-57.4593,121.724,-2.67719,11.5937,-0.63431,14152.3,-10502.3,185.561,-66.5143,5.49351,5.46591
320,3411.94,112.762,12.6384,3404.88,7.06347,119.241,-6.47915,13.3458,-0.7074,13776.9,-10365,212.872,-100.11,6.9266,5.71185
329,3173.93,117.149,15.1816,3113.16,60.7734,113.642,3.50708,15.0835,0.098073,13342.8,-10168.9,238.573,-121.424,8.58802,6.59353
338,2842.13,105.901,16.0657,2838.94,3.19203,105.068,0.832473,16.753,-0.68736,12856.3,-10014.2,262.099,-156.199,10.4793,5.5864
347,2498.24,86.2064,16.2208,2588.1,-89.8614,93.7812,-7.57476,18.3005,-2.07972,12322.9,-9824.64,283.006,-196.8,12.6015,3.61933
356,2358.31,79.8487,18.6902,2365.19,-6.87822,80.1046,-0.255891,19.6712,-0.980957,11747,-9388.73,300.903,-221.054,14.9519,3.73831
365,2186.33,61.0311,18.5056,2174.39,11.9405,64.5069,-3.47585,20.8197,-2.3141,11137.8,-8951.5,315.465,-254.434,17.5018,1.00378
374,2038.68,46.4875,21.0827,2018.24,20.4331,47.4897,-1.00223,21.7021,-0.619391,10505.7,-8467.05,326.348,-279.86,20.2009,0.881796
383,1891.76,31.557,21.4257,1898.18,-6.42437,29.6225,1.93452,22.2848,-0.859107,9860.11,-7968.36,333.275,-301.718,23.0089,-1.5832
392,1787.59,19.7448,22.3593,1814.51,-26.9188,11.4878,8.25693,22.5429,-0.183624,9209.29,-7421.7,335.983,-316.238,25.8941,-3.53487
401,1734.58,-0.544681,21.1747,1766.19,-31.6086,-6.30652,5.76184,22.4673,-1.29259,8560.19,-6825.61,334.234,-334.778,28.8408,-7.66615
410,1738.05,-21.8916,21.0336,1751.42,-13.3637,-23.1793,1.28776,22.0568,-1.02319,7919.77,-6181.71,327.918,-349.809,31.8206,-10.787
419,1731.61,-35.0666,19.2941,1767.02,-35.4126,-38.5868,3.52018,21.3275,-2.03339,7295.82,-5564.21,317.34,-352.407,34.7633,-15.4692
428,1770.01,-48.4463,19.1288,1809.36,-39.3512,-52.0463,3.6,20.3055,-1.17668,6696.12,-4926.11,302.823,-351.27,37.5984,-18.4696
437,1770.68,-61.9365,19.3346,1873.84,-103.167,-63.1622,1.22576,19.0332,0.301354,6127.43,-4356.76,284.604,-346.54,40.2716,-20.937
446,1856.79,-62.1436,17.3252,1955.73,-98.9362,-71.6182,9.47465,17.5619,-0.236682,5596.42,-3739.63,262.838,-324.982,42.7374,-25.4122
455,2045.9,-74.4981,15.4382,2049.6,-3.69669,-77.1978,2.6997,15.9519,-0.513675,5108.91,-3063.01,237.612,-312.11,44.9591,-29.5209
464,2224.7,-80.0589,14.5813,2150.13,74.5739,-79.7888,-0.270068,14.2708,0.310504,4668.26,-2443.56,209.399,-289.457,46.8994,-32.3181
473,2178.24,-75.3658,11.5893,2252.39,-74.1443,-79.4291,4.06328,12.595,-1.00577,4276.03,-2097.79,178.951,-254.317,48.523,-36.9338
482,2323.36,-71.9894,11.4556,2351.26,-27.8998,-76.2386,4.24916,11.0009,0.454637,3933.48,-1610.13,146.953,-218.943,49.7945,-38.3389
491,2418.7,-71.1199,10.3049,2442.35,-23.6569,-70.4511,-0.668711,9.565,0.739909,3642.65,-1223.96,113.976,-185.096,50.6784,-40.3734
500,2447.25,-59.624,8.30294,2521.77,-74.5212,-62.3963,2.77232,8.35902,-0.0560814,3406.04,-958.785,80.4934,-140.117,51.1346,-42.8317
509,2577.77,-47.175,8.22746,2586.07,-8.29935,-52.4868,5.31175,7.449,0.778466,3225.06,-647.283,46.957,-94.132,51.1342,-42.9068
518,2558.51,-42.4169,7.35097,2633.23,-74.7119,-41.2203,-1.19666,6.89147,0.459497,3096.39,-537.872,13.9709,-56.3879,50.7058,-43.3548
527,2579.22,-23.0411,6.50428,2661.43,-82.2082,-29.1307,6.0896,6.73018,-0.225899,3015.38,-436.162,-17.8369,-5.20419,49.8819,-43.3776
536,2523.98,-18.6287,6.71246,2669.97,-145.989,-16.7756,-1.8531,6.99497,-0.282505,2978.49,-454.514,-47.8625,29.2338,48.6811,-41.9687
545,2519.15,-1.43395,8.58876,2659.06,-139.909,-4.73574,3.30179,7.70107,0.887684,2983.1,-463.947,-75.5248,74.0909,47.1077,-38.519
554,2566.59,3.55431,8.51755,2629.6,-63.0126,6.43701,-2.8827,8.84796,-0.330411,3027.16,-460.572,-100.223,103.778,45.1519,-36.6344
563,2545.99,11.5793,10.6431,2583.35,-37.3562,16.2215,-4.6422,10.4171,0.225995,3106.78,-560.786,-121.605,133.185,42.8461,-32.203
572,2409.8,18.6254,11.8913,2522.51,-112.707,24.152,-5.52664,12.3735,-0.482174,3215.34,-805.535,-139.584,158.21,40.2752,-28.3839
581,2410.13,26.5374,15.4975,2449.77,-39.6443,29.853,-3.31556,14.6664,0.831083,3346.53,-936.4,-154.002,180.539,37.5127,-22.0153
590,2373.46,26.8724,15.2827,2368.65,4.81319,33.0313,-6.15892,17.2321,-1.94941,3494.86,-1121.4,-164.617,191.49,34.6189,-19.3362
599,2206.46,28.2947,18.225,2282.62,-76.1607,33.4755,-5.18086,19.9954,-1.77042,3654.84,-1448.37,-171.108,199.403,31.6427,-13.4176
608,2119.7,32.2515,22.1034,2195.17,-75.467,31.0846,1.16688,22.8721,-0.768673,3821.06,-1701.36,-173.166,205.418,28.6279,-6.52448
617,2135.45,23.9273,25.8934,2109.76,25.6905,25.8774,-1.95015,25.7708,0.122565,3988.94,-1853.48,-171.064,194.992,25.6355,0.257876
626,1951.2,10.8452,25.9867,2029.89,-78.6944,17.9934,-7.14816,28.601,-2.61429,4154.17,-2202.97,-165.198,176.043,22.7352,3.25145
635,1938.19,7.54114,30.1719,1958.68,-20.4942,7.66179,-0.120655,31.2706,-1.09872,4312.08,-2373.89,-155.872,163.413,19.9955,10.1763
644,1859.9,-5.033,32.9222,1898.82,-38.9208,-4.79981,-0.233187,33.6909,-0.768789,4457.57,-2597.67,-143.305,138.272,17.488,15.4341
653,1847.08,-15.3753,32.8238,1852.49,-5.40326,-18.9877,3.61237,35.7786,-2.95481,4585.06,-2737.98,-127.631,112.256,15.2891,17.5347
662,1848.18,-29.9359,34.7378,1821.35,26.8297,-34.4265,4.49055,37.4684,-2.73062,4690.9,-2842.72,-109.131,79.1951,13.4537,21.2841
671,1814.96,-56.9826,36.3808,1806.4,8.56027,-50.5885,-6.39414,38.7056,-2.32474,4774.49,-2959.53,-88.3693,31.3867,11.9858,24.395
680,1760.56,-66.7884,36.6042,1807.98,-47.4124,-66.9193,0.130943,39.4494,-2.84519,4834.96,-3074.39,-65.9126,-0.875787,10.8982,25.706
689,1822.41,-80.806,38.1163,1825.76,-3.35352,-82.844,2.03806,39.6712,-1.55487,4870.71,-3048.31,-42.3069,-38.4991,10.2157,27.9006
698,1884.92,-94.2074,38.9399,1858.91,26.004,-97.815,3.60761,39.3712,-0.431232,4879.69,-2994.77,-18.1257,-76.0817,9.99202,28.9479
707,1891,-99.954,36.5131,1905.9,-14.9081,-111.3,11.3456,38.5608,-2.04771,4859.58,-2968.58,6.07033,-106.024,10.2798,26.2333
716,1908.77,-113.946,36.4293,1964.69,-55.918,-122.824,8.87859,37.2728,-0.843519,4811.33,-2902.56,29.8821,-143.828,11.0559,25.3734
725,1994.29,-122.488,33.4393,2032.74,-38.4475,-131.969,9.48034,35.5528,-2.11348,4737.22,-2742.93,52.9633,-175.452,12.2634,21.1759
734,2050.06,-127.683,32.2593,2107.55,-57.4974,-138.429,10.7458,33.4689,-1.2096,4639.55,-2589.49,74.8507,-202.534,13.8679,18.3914
743,2184.75,-130.614,27.6853,2186.11,-1.36067,-141.952,11.3381,31.0963,-3.41096,4520.09,-2335.34,95.0313,-225.645,15.8419,11.8434
752,2260,-131.217,27.3087,2265.05,-5.04724,-142.385,11.1685,28.5241,-1.2154,4380.3,-2120.29,112.891,-244.108,18.1716,9.13704
761,2344.61,-126.704,24.6929,2341.25,3.35646,-139.704,12.9996,25.8456,-1.15266,4222.21,-1877.61,127.962,-254.666,20.8286,3.86429
770,2348.38,-117.03,21.1035,2411.95,-63.5735,-133.975,16.9452,23.1607,-2.05723,4049.03,-1700.65,140.241,-257.271,23.7508,-2.64729
779,2350.93,-109.053,19.3843,2473.91,-122.98,-125.352,16.2985,20.5688,-1.18454,3863.53,-1512.6,149.715,-258.768,26.8704,-7.48614
788,2481.01,-104.286,19.3659,2525.06,-44.0506,-114.135,9.84897,18.166,1.19989,3669.7,-1188.69,156.221,-260.507,30.1166,-10.7507
797,2466.93,-89.1184,17.3212,2562.78,-95.843,-100.619,11.5003,16.0409,1.28033,3470.94,-1004.01,159.604,-248.722,33.4109,-16.0898
806,2493.81,-77.0153,16.1542,2585.69,-91.8843,-85.2752,8.25983,14.2764,1.87784,3271.77,-777.96,159.562,-236.577,36.6733,-20.5191
815,2552.73,-64.7342,14.1638,2592.19,-39.4582,-68.5362,3.802,12.9389,1.22492,3074.48,-521.753,156.214,-220.948,39.8524,-25.6886
824,2521.81,-49.9835,12.1229,2582.03,-60.2252,-50.9536,0.970099,12.0785,0.044381,2881.53,-359.725,149.803,-199.787,42.9101,-30.7873
833,2495.02,-27.9085,11.6282,2554.69,-59.6727,-33.038,5.12943,11.7315,-0.10332,2695.03,-200.019,140.619,-168.527,45.7952,-34.1669
842,2505.47,-17.8662,13.3085,2510.71,-5.23788,-15.3518,-2.51433,11.9167,1.3918,2518.19,-12.7255,128.897,-146.763,48.4383,-35.1299
851,2383.14,3.01617,13.0309,2451.05,-67.9109,1.56846,1.44771,12.6299,0.401041,2354.63,28.5104,114.901,-111.885,50.748,-37.7171
860,2355.55,13.7369,15.4091,2376.72,-21.1759,17.2431,-3.50619,13.8562,1.5529,2207.01,148.541,98.9366,-85.1997,52.654,-37.2449
869,2237.42,27.841,16.3651,2290.1,-52.6837,31.2107,-3.36979,15.5524,0.812674,2076.52,160.899,81.288,-53.4471,54.1517,-37.7866
878,2168.28,41.3423,17.5279,2192.77,-24.4931,43.105,-1.76264,17.67,-0.142082,1963.06,205.219,62.3277,-20.9854,55.2476,-37.7196
887,2073.72,49.2007,22.0617,2087.47,-13.7489,52.6033,-3.40265,20.1328,1.92888,1867.67,206.048,42.4719,6.72873,55.9207,-33.859
896,1948.82,55.0267,24.2907,1976.38,-27.5511,59.4329,-4.40617,22.8677,1.42298,1790.84,157.98,22.1866,32.8402,56.1533,-31.8626
905,1843.37,57.821,23.2827,1862.15,-18.7848,63.5009,-5.67986,25.7801,-2.49735,1733.49,109.876,2.10072,55.7203,55.908,-32.6253
914,1745.6,67.5475,29.1072,1747.73,-2.12309,64.736,2.81146,28.7726,0.33457,1695.79,49.8109,-17.4355,84.983,55.1853,-26.0782
923,1619.45,56.6996,31.4781,1635.61,-16.1542,63.1688,-6.46916,31.7519,-0.27376,1676.65,-57.1937,-36.2303,92.9299,54.0246,-22.5465
932,1562.39,54.4174,35.4116,1528.15,34.2448,58.9434,-4.52601,34.6205,0.791126,1674.77,-112.377,-53.9867,108.404,52.4622,-17.0506
941,1437.55,50.1516,37.4935,1427.63,9.91265,52.2811,-2.1295,37.2829,0.210552,1688.81,-251.261,-70.3309,120.482,50.5366,-13.0431
950,1342.39,41.3038,37.058,1335.93,6.46303,43.4496,-2.14583,39.649,-2.59103,1716.98,-374.593,-84.8423,126.146,48.2912,-11.2332
959,1285.75,33.7705,39.3482,1254.6,31.1552,32.7888,0.981692,41.6412,-2.29298,1757.41,-471.66,-97.1187,130.889,45.7756,-6.42742
968,1232.84,20.9026,40.3395,1184.88,47.9605,20.7046,0.198054,43.1995,-2.85998,1808.6,-575.763,-107.053,127.956,43.0293,-2.68977
977,1129.03,9.81707,40.4442,1127.55,1.47973,7.63614,2.18093,44.2776,-3.83344,1868.79,-739.756,-114.595,124.412,40.0984,0.345767
986,1103.57,-0.29649,38.6279,1082.95,20.6204,-5.96934,5.67285,44.8449,-6.21697,1935.77,-832.19,-119.687,119.39,37.0449,1.58302
995,1087.32,-14.7591,42.2792,1051.08,36.2402,-19.6842,4.92511,44.8841,-2.60488,2006.98,-919.663,-122.29,107.531,33.9441,8.33513
1004,1024.83,-37.3546,40.1553,1031.59,-6.76491,-33.0622,-4.29242,44.3901,-4.23477,2079.59,-1054.77,-122.348,84.9934,30.8819,9.27346
1013,1079.48,-45.221,46.1332,1023.53,55.9498,-45.6408,0.419756,43.3827,2.75055,2151.16,-1071.68,-119.835,74.6139,27.9229,18.2103
1022,1032.41,-48.6768,42.9829,1025.91,6.49164,-57.1041,8.42728,41.9101,1.07279,2220.39,-1187.98,-114.922,66.2456,25.1073,17.8756
1031,1040.79,-54.6481,39.2361,1037.31,3.48049,-67.0683,12.4203,40.0109,-0.774811,2285.62,-1244.83,-107.717,53.0691,22.462,16.7741
1040,1055.91,-59.1628,36.5526,1056.22,-0.315332,-75.3116,16.1488,37.7578,-1.20523,2345.13,-1289.22,-98.488,39.3252,20.0486,16.504
1049,1081.98,-73.5188,35.8932,1080.78,1.20046,-81.5785,8.05967,35.2193,0.673888,2396.8,-1314.82,-87.4702,13.9514,17.9242,17.9691
1058,1129.81,-82.3317,37.0442,1109.24,20.5705,-85.7683,3.43661,32.4704,4.57386,2438.85,-1309.04,-75.0214,-7.31028,16.1442,20.9
1067,1122.39,-80.9655,28.6378,1139.71,-17.3194,-87.8237,6.85823,29.6124,-0.974587,2470.27,-1347.88,-61.3618,-19.6037,14.7457,13.8921
1076,1153.29,-78.7501,25.1823,1170.42,-17.1294,-87.7584,9.00823,26.728,-1.54568,2490.55,-1337.26,-46.7199,-32.0303,13.7311,11.4513
1085,1217.71,-73.3497,20.9454,1199.62,18.0951,-85.662,12.3123,23.9077,-2.96234,2499.18,-1281.46,-31.4,-41.9496,13.1105,7.83485
1094,1216.98,-76.2582,25.9907,1225.69,-8.71755,-81.6763,5.41811,21.2351,4.75561,2495.78,-1278.81,-15.7586,-60.4996,12.8874,13.1033
1103,1211.44,-56.3317,16.4541,1247.28,-35.8437,-76.0186,19.6869,18.7903,-2.33615,2480.24,-1268.81,-0.225747,-56.106,13.0618,3.39232
1112,1213.36,-55.9813,15.7459,1263.24,-49.8828,-68.9487,12.9673,16.6416,-0.895737,2452.66,-1239.3,14.8418,-70.8232,13.6267,2.11917
1121,1246.29,-48.5737,15.3649,1272.74,-26.4483,-60.7687,12.195,14.8466,0.51827,2413.42,-1167.13,29.2243,-77.7979,14.572,0.792919
1130,1237.54,-42.9851,15.5914,1275.13,-37.5927,-51.8018,8.81663,13.45,2.14135,2363.11,-1125.57,42.6961,-85.6813,15.8753,-0.283911
1139,1215.83,-47.6841,13.6421,1270.16,-54.3284,-42.3978,-5.28633,12.4839,1.15823,2302.68,-1086.85,55.0054,-102.69,17.5017,-3.85956
1148,1212.52,-23.673,13.5995,1257.74,-45.2154,-32.9007,9.22767,11.9643,1.63529,2233.29,-1020.77,65.9061,-89.5791,19.4002,-5.80062
1157,1220.58,-15.6744,14.5019,1238.07,-17.4877,-23.6493,7.97491,11.8919,2.61,2156.29,-935.713,75.164,-90.8384,21.5092,-7.00731
1166,1159.29,-21.3026,9.18108,1211.73,-52.4393,-14.9634,-6.33916,12.2525,-3.07139,2072.99,-913.699,82.6208,-103.923,23.7897,-14.6086
1175,1143.31,-13.603,10.5746,1179.45,-36.148,-7.12956,-6.47339,13.0174,-2.4428,1984.6,-841.296,88.1782,-101.781,26.2061,-15.6315
1184,1136.56,-5.79308,12.8028,1142.17,-5.60964,-0.398044,-5.39503,14.1459,-1.34305,1892.56,-755.997,91.7743,-97.5674,28.7109,-15.9081
1193,1086.25,-2.23866,12.7564,1100.87,-14.6264,5.02297,-7.26163,15.5857,-2.82931,1798.34,-712.097,93.3894,-95.628,31.2452,-18.4887
1202,1005.41,0.797025,23.1519,1056.77,-51.3631,8.97777,-8.18075,17.2755,5.87646,1703.66,-698.256,93.0559,-92.2588,33.7406,-10.5887
1211,975.189,6.31648,21.2917,1011.08,-35.8886,11.3678,-5.05137,19.1469,2.14477,1610.09,-634.899,90.833,-84.5166,36.1346,-14.8429
1220,970.73,11.2854,18.0007,965.069,5.66151,12.1572,-0.87178,21.1282,-3.12759,1518.96,-548.228,86.7787,-75.4933,38.3862,-20.3856
1229,906.514,0.795071,24.1192,919.961,-13.4476,11.3597,-10.5646,23.1443,0.974834,1431.53,-525.012,80.9927,-80.1977,40.4545,-16.3353
1238,895.506,-1.70669,26.9876,876.941,18.5655,9.05079,-10.7575,25.1227,1.8649,1349.01,-453.5,73.6361,-75.3428,42.301,-15.3134
1247,860.053,6.50815,28.9322,837.029,23.0241,5.34539,1.16276,26.9906,1.94156,1272.45,-412.401,64.9098,-58.4016,43.8873,-14.9551
1256,805.618,-5.07351,28.2583,801.116,4.50178,0.403067,-5.47658,28.6806,-0.422258,1202.79,-397.173,55.0538,-60.1273,45.1795,-16.9212
1265,777.489,-10.6252,32.123,769.967,7.52273,-5.56838,-5.05678,30.1368,1.98624,1140.83,-363.342,44.2967,-54.9218,46.1512,-14.0282
1274,770.016,-6.18903,28.0386,744.129,25.8871,-12.3349,6.14584,31.3112,-3.27258,1087.18,-317.163,32.8542,-39.0433,46.7808,-18.7422
1283,736.545,-25.4341,25.1459,723.973,12.5717,-19.6407,-5.79336,32.1666,-7.02071,1042.26,-305.717,20.9635,-46.3975,47.0575,-21.9116
1292,758.18,-27.8221,32.7948,709.638,48.5419,-27.2211,-0.601073,32.6732,0.121624,1006.28,-248.096,8.87039,-36.6925,46.9779,-14.1831
1301,733.856,-31.3034,32.8301,701.084,32.7723,-34.8055,3.50216,32.8173,0.0127683,979.239,-245.383,-3.1734,-28.13,46.5547,-13.7246
1310,712.532,-45.6622,32.308,698.059,14.4729,-42.1339,-3.52828,32.5953,-0.287338,960.973,-248.44,-14.9231,-30.739,45.8038,-13.4958
1319,718.903,-45.3274,37.0351,700.147,18.7555,-48.9591,3.63172,32.017,5.01808,951.178,-232.275,-26.1378,-19.1896,44.7341,-7.69901
1328,723.408,-52.8192,22.7581,706.777,16.6306,-55.0578,2.23854,31.1075,-8.34939,949.41,-226.002,-36.598,-16.2212,43.3666,-20.6085
1337,757.937,-50.5695,32.7284,717.234,40.7026,-60.2343,9.66475,29.8982,2.83024,955.081,-197.144,-46.1125,-4.45704,41.7283,-8.99988
1346,737.666,-57.1386,25.6747,730.694,6.97196,-64.3276,7.18894,28.4294,-2.75467,967.494,-229.827,-54.5244,-2.61422,39.8553,-14.1806
1355,765.134,-65.5484,22.1336,746.242,18.8922,-67.2122,1.66383,26.7467,-4.61309,985.849,-220.715,-61.7103,-3.83805,37.7886,-15.655
1364,776.923,-62.1891,20.8649,762.971,13.952,-68.8178,6.6287,24.9073,-4.04242,1009.22,-232.299,-67.5622,5.37313,35.5748,-14.7099
1373,777.362,-56.4015,13.9711,779.945,-2.58282,-69.1109,12.7094,22.9689,-8.99783,1036.53,-259.172,-71.9748,15.5733,33.2559,-19.2849
1382,773.981,-47.5995,19.7096,796.241,-22.2594,-68.1031,20.5036,20.9922,-1.28253,1066.72,-292.734,-74.8867,27.2872,30.877,-11.1674
1391,806.044,-66.4348,18.9034,810.96,-4.91586,-65.8404,-0.594413,19.0356,-0.13219,1098.72,-292.678,-76.2708,9.83594,28.4807,-9.57729
1400,830.177,-61.3485,26.3292,823.329,6.84806,-62.4183,1.06982,17.158,9.1712,1131.64,-301.46,-76.1496,14.8011,26.11,0.219215
1409,822.186,-54.6345,5.1988,832.641,-10.4553,-57.9587,3.32418,15.4116,-10.2128,1164.53,-342.345,-74.5708,19.9363,23.8045,-18.6057
1418,818.106,-52.4991,20.0139,838.325,-20.2186,-52.6151,0.11608,13.8431,6.17079,1196.32,-378.211,-71.6084,19.1093,21.6112,-1.59735
1427,796.252,-38.2634,20.0412,839.993,-43.7409,-46.5725,8.30903,12.4941,7.54705,1226.02,-429.765,-67.3662,29.1027,19.5751,0.46603
1436,803.463,-40.2416,13.1922,837.356,-33.8925,-40.0255,-0.216067,11.3967,1.79557,1252.75,-449.287,-61.9582,21.7166,17.7317,-4.53943
1445,798.655,-37.8014,10.43,830.251,-31.5959,-33.1801,-4.62131,10.5739,-0.143938,1275.76,-477.107,-55.5093,17.7079,16.1074,-5.67741
1454,773.833,-26.0106,2.1953,818.646,-44.813,-26.2443,0.233629,10.0395,-7.84418,1294.43,-520.596,-48.1483,22.1376,14.7197,-12.5244
1463,762.183,-21.7373,18.35,802.752,-40.569,-19.4268,-2.31049,9.79708,8.55291,1308.31,-546.131,-40.0514,18.314,13.5864,4.76363
1472,749.532,-9.44394,12.4154,782.843,-33.3113,-12.9205,3.47656,9.84043,2.57495,1316.98,-567.451,-31.4328,21.9888,12.7273,-0.311909
1481,738.185,2.7698,16.5295,759.319,-21.1338,-6.90493,9.67473,10.1545,6.37495,1320.12,-581.939,-22.4968,25.2666,12.1542,4.37523
1490,727.424,-4.9052,14.6158,732.719,-5.29473,-1.53878,-3.36642,10.7161,3.89972,1317.56,-590.139,-13.4265,8.52132,11.8707,2.74509
