Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_QRSFv3,residual_QRSFv3
05D1ke,0.688656,43.020028,0.092298,43.170567,-0.15053929,42.772812,0.24721612
06D3em,0.690652,42.857798,0.095502,43.178246,-0.32044825,42.780655,0.07714346
03D4cz,0.693165,43.071513,0.100242,43.187884,-0.11637083,42.790498,0.28101569
04D4ib,0.697164,43.20406,0.093324,43.203153,0.00090720825,42.806091,0.39796928
06D4ba,0.698167,43.179661,0.101565,43.206969,-0.027307616,42.809988,0.36967347
05D4bj,0.699166,42.995502,0.094894,43.210765,-0.21526311,42.813864,0.18163749
05D4cq,0.699169,43.258556,0.094016,43.210776,0.047779545,42.813876,0.4446799
05D2ck,0.69996,43.115842,0.097048,43.213778,-0.097936533,42.816942,0.29890019
04D1si,0.700631,42.962963,0.094362,43.216322,-0.25335966,42.819539,0.14342317
04D4hu,0.701158,43.307463,0.094504,43.218319,0.089144789,42.821578,0.48588534
04D2iu,0.701965,42.881871,0.100028,43.221373,-0.33950173,42.824697,0.057174164
05D2le,0.701969,43.120664,0.095463,43.221388,-0.10072409,42.824713,0.29595149
05D3gv,0.715652,43.128067,0.096706,43.272671,-0.14460385,42.877076,0.25099085
05D3jh,0.71868,43.114277,0.094949,43.283893,-0.169616,42.888533,0.2257434
04D1aj,0.719626,43.107985,0.095665,43.287389,-0.17940443,42.892103,0.21588175
05D4ev,0.72014,43.215209,0.098164,43.289287,-0.074078155,42.894041,0.3211683
06D3gh,0.72068,43.216773,0.098773,43.29128,-0.074506588,42.896075,0.32069817
06D3do,0.726679,43.257374,0.094974,43.313321,-0.055946874,42.918576,0.33879763
06D3bz,0.727675,43.215658,0.099419,43.316963,-0.10130507,42.922295,0.29336354
06D4bw,0.730128,43.012407,0.096543,43.325914,-0.31350679,42.931432,0.080975537
04D1pp,0.733609,43.208172,0.094433,43.338566,-0.13039436,42.944347,0.26382516
04D2gp,0.733996,43.50824,0.1029,43.339969,0.16827015,42.945779,0.56246055
05D2fq,0.734996,43.403144,0.095665,43.343592,0.059552295,42.949476,0.45366759
05D1eo,0.735608,43.304036,0.096764,43.345806,-0.041770336,42.951737,0.35229906
05D2ct,0.736007,43.172548,0.104933,43.347249,-0.17470059,42.953209,0.21933892
05D3jk,0.73669,43.259919,0.093659,43.349717,-0.089797844,42.955729,0.30419054
04D2ja,0.742008,43.820507,0.103483,43.368859,0.45164789,42.975266,0.84524061
04D3fq,0.742697,43.211895,0.097111,43.371329,-0.15943399,42.977787,0.23410778
05D3jb,0.745665,43.297634,0.094967,43.381946,-0.08431155,42.988623,0.30901147
04D2kr,0.746118,43.093092,0.095641,43.383562,-0.29047085,42.990273,0.1028189
04D4im,0.7491,42.910163,0.096075,43.394182,-0.48401903,43.001111,-0.090947575
04D3ks,0.750681,43.04048,0.099406,43.399796,-0.35931621,43.00684,0.033640017
04D3oe,0.756687,43.727246,0.095935,43.421019,0.30622745,43.028497,0.6987492
05D2nt,0.75903,43.411082,0.09556,43.429255,-0.018172209,43.036901,0.37418144
06D3gx,0.760691,43.435126,0.101218,43.435078,4.8043545e-05,43.042843,0.39228298
05D3mn,0.760698,43.193176,0.094664,43.435103,-0.24192662,43.042868,0.15030782
05D4cn,0.761089,43.332429,0.09585,43.436472,-0.10404229,43.044265,0.28816425
05D1if,0.76158,43.291607,0.096723,43.43819,-0.14658275,43.046018,0.2455888
04D1qd,0.765588,43.282321,0.09633,43.452176,-0.1698554,43.060289,0.22203179
04D1de,0.76659,43.678049,0.096641,43.455662,0.22238767,43.063845,0.61420412
05D3hh,0.766684,43.427868,0.103932,43.455989,-0.028120762,43.064179,0.36368906
04D4id,0.767075,43.882533,0.101187,43.457347,0.42518547,43.065565,0.81696773
04D1pc,0.768587,43.284981,0.097274,43.462595,-0.17761463,43.07092,0.21406124
05D4bi,0.773081,43.681452,0.098805,43.478136,0.20331638,43.086774,0.5946779
04D1jd,0.776594,43.159032,0.098366,43.490223,-0.33119125,43.099105,0.059926454
05D4cs,0.78806,43.561544,0.096033,43.529311,0.032232702,43.138978,0.4225662
03D4fd,0.789054,43.514773,0.099608,43.532674,-0.017901211,43.142408,0.37236513
04D1ks,0.796552,42.985147,0.098413,43.557909,-0.57276234,43.168145,-0.18299841
03D1fq,0.798566,43.584978,0.101777,43.564648,0.020329227,43.175018,0.40995947
05D3dh,0.800697,42.89614,0.098997,43.571761,-0.6756213,43.182272,-0.28613196
05D3ha,0.805695,43.141352,0.106396,43.588372,-0.4470201,43.199211,-0.057858898
05D3cx,0.805696,43.54754,0.09721,43.588375,-0.040834797,43.199214,0.34832634
05D4gw,0.806041,43.404381,0.105158,43.589518,-0.18513744,43.200379,0.20400116
05D4dy,0.808048,43.991993,0.101592,43.596157,0.39583551,43.20715,0.78484333
04D4dm,0.809032,43.398908,0.101626,43.599407,-0.20049934,43.210463,0.18844454
04D3ny,0.81072,43.319459,0.105587,43.604972,-0.28551275,43.216138,0.10332174
04D3mk,0.813696,43.764969,0.099177,43.614757,0.15021221,43.226114,0.53885472
04D3nc,0.817732,43.747459,0.101608,43.627971,0.11948821,43.239587,0.50787214
06D2ce,0.822103,43.537252,0.104677,43.642211,-0.1049585,43.254105,0.28314768
04D3lu,0.822697,43.731099,0.100111,43.64414,0.086958678,43.256072,0.47502729
05D1cl,0.828528,43.943345,0.100853,43.66301,0.2803347,43.275308,0.66803688
05D4fg,0.837004,43.768646,0.100539,43.690211,0.078435292,43.303034,0.46561221
04D2al,0.838126,43.483006,0.113632,43.693792,-0.21078574,43.306683,0.1763223
Elvis,0.839734,43.46181,0.112754,43.698915,-0.23710509,43.311905,0.14990449
05D4hn,0.840005,43.197607,0.103903,43.699778,-0.50217074,43.312785,-0.11517772
05D1az,0.840522,43.607144,0.101288,43.701422,-0.094277822,43.314461,0.29268362
06D2ga,0.842123,43.6951,0.112024,43.706509,-0.011409127,43.319646,0.37545474
06D4ce,0.847985,43.832645,0.110575,43.725056,0.10758923,43.338547,0.49409844
04D1hy,0.848509,43.675838,0.10052,43.726708,-0.050869599,43.34023,0.3356081
05D3kp,0.850729,43.818657,0.098855,43.733695,0.084962017,43.34735,0.47130659
05D4dw,0.852994,43.554866,0.101921,43.740805,-0.18593885,43.354596,0.2002705
05D1er,0.858507,43.497432,0.106173,43.758035,-0.26060317,43.372153,0.12527951
04D1ff,0.858513,43.252618,0.101579,43.758054,-0.50543583,43.372172,-0.1195535
05D1iz,0.858516,44.064145,0.11645,43.758063,0.30608207,43.372181,0.69196422
04D4ii,0.863978,43.657487,0.1039,43.775028,-0.11754158,43.389466,0.26802037
05D1em,0.864497,43.79925,0.102986,43.776635,0.022615154,43.391103,0.40814685
03D1ew,0.866494,43.652949,0.106037,43.782808,-0.12985912,43.397392,0.25555647
05D2nn,0.872152,43.980618,0.119167,43.800223,0.18039528,43.415134,0.56548436
04D4bk,0.877971,43.973804,0.103099,43.818019,0.15578549,43.433262,0.5405425
05D3cq,0.890729,43.813231,0.103551,43.856637,-0.043405536,43.472595,0.34063641
05D2by,0.893183,43.89875,0.106138,43.864003,0.034747327,43.480097,0.41865376
03D4di,0.896944,43.849449,0.109618,43.875254,-0.025805076,43.491554,0.35789491
05D3ht,0.901736,44.064275,0.111342,43.889523,0.17475221,43.506084,0.55819133
04D3gx,0.910752,44.093128,0.112202,43.91617,0.17695824,43.533215,0.55991307
04D1ow,0.913473,43.886202,0.104751,43.924161,-0.037959758,43.541351,0.34485056
05D2bw,0.92221,43.815627,0.117626,43.949665,-0.13403757,43.567313,0.24831387
05D2ay,0.922221,43.56967,0.117413,43.949696,-0.38002693,43.567346,0.0023239463
03D4cy,0.924917,44.05598,0.125384,43.957518,0.098461695,43.575307,0.48067254
05D2ob,0.92622,43.84699,0.111056,43.961291,-0.1143008,43.579147,0.26784262
04D4jy,0.927909,44.175982,0.121275,43.966173,0.20980917,43.584116,0.59186545
04D4ih,0.931901,44.156423,0.111047,43.977677,0.17874615,43.595826,0.56059761
06D2cd,0.932229,43.790117,0.130385,43.97862,-0.18850332,43.596785,0.19333138
04D4hf,0.9339,43.862922,0.126556,43.98342,-0.1204977,43.60167,0.26125179
Vilas,0.935774,43.618621,0.119916,43.988792,-0.3701717,43.607138,0.011482554
05D3la,0.936755,43.836807,0.108686,43.991601,-0.15479388,43.609996,0.22681066
03D4cx,0.94689,43.32103,0.115036,44.020446,-0.69941685,43.63935,-0.3183205
04D1pd,0.948455,43.625089,0.112213,44.024874,-0.39978446,43.643855,-0.018765697
04D3ml,0.950763,44.237097,0.112327,44.031389,0.20570752,43.650485,0.58661228
04D4jw,0.958871,44.34431,0.125337,44.054158,0.29015284,43.673649,0.67066113
05D3km,0.96074,44.315234,0.112338,44.059379,0.25585464,43.678961,0.63627242
04D3nr,0.960751,43.581363,0.116274,44.05941,-0.47804675,43.678992,-0.097629503
Patuxent,0.970782,44.732088,0.118744,44.087264,0.64482457,43.707327,1.0247615
Ombo,0.97423,44.192459,0.118033,44.096773,0.095686215,43.716999,0.47546024
05D2my,0.98328,43.992852,0.114718,44.121575,-0.12872241,43.742223,0.250629
04D1rx,0.983407,44.202384,0.114131,44.121921,0.080462971,43.742576,0.45980851
04D3lp,0.983777,43.807878,0.14188,44.12293,-0.31505261,43.743602,0.064275813
04D1iv,0.99639,44.253642,0.112483,44.157107,0.096534809,43.778355,0.47528691
06D4cl,0.997826,44.013808,0.115855,44.160971,-0.14716326,43.782284,0.2315241
04D3dd,1.002795,44.235108,0.13731,44.1743,0.060808599,43.795835,0.43927333
Eagle,1.020807,44.380255,0.118836,44.222073,0.15818164,43.844398,0.53585687
04D4dw,1.0288,44.23321,0.1248,44.243007,-0.0097962182,43.865673,0.36753729
06D3en,1.060801,44.114142,0.132013,44.325235,-0.21109268,43.949219,0.16492361
Gabi,1.12085,44.518694,0.121686,44.473096,0.045598355,44.099346,0.41934856
Lancaster,1.230892,44.816045,0.128558,44.724619,0.091426077,44.354414,0.46163076
Torngasek,1.265901,44.760726,0.128614,44.799927,-0.039200859,44.430707,0.33001891
Aphrodite,1.299106,44.804213,0.128055,44.86944,-0.065227162,44.501098,0.30311487
