Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_QRSFv3,residual_QRSFv3
sn2006ar,0.02298,35.101878,0.145076,35.071899,0.029979718,34.565455,0.53642315
sn2006cp,0.023321,34.824838,0.144025,35.104439,-0.27960072,34.598088,0.22674988
sn2000ca,0.02336,34.999952,0.144317,35.10813,-0.10817801,34.60179,0.39816181
sn2006ac,0.023471,35.012156,0.143695,35.118604,-0.10644747,34.612294,0.39986188
sn2000cn,0.023552,34.97956,0.144309,35.126216,-0.14665638,34.619929,0.35963091
sn2007f,0.02381,35.204577,0.144315,35.150293,0.054283519,34.644076,0.56050054
sn2007qe,0.023867,35.063685,0.14435,35.155577,-0.09189293,34.649376,0.41430843
sn1993h,0.023909,35.098082,0.145547,35.159463,-0.061381811,34.653274,0.44480806
sn2006sr,0.024159,35.023661,0.14338,35.182457,-0.1587963,34.676335,0.34732588
sn2005bg,0.024586,35.073339,0.142334,35.221194,-0.14785575,34.715189,0.35815011
sn2002he,0.024725,35.193717,0.145176,35.233661,-0.039943931,34.727693,0.46602362
sn2002bf,0.024746,34.819134,0.147523,35.235538,-0.41640416,34.729577,0.089557638
sn1994m,0.024951,34.970533,0.145319,35.253786,-0.28325249,34.747879,0.22265367
sn1992ag,0.025198,34.99283,0.148276,35.275576,-0.28274546,34.769737,0.22309326
sn2007cq,0.025468,34.943635,0.143429,35.299158,-0.35552296,34.793392,0.15024275
sn2005ms,0.026567,35.377692,0.142099,35.392672,-0.01498046,34.887206,0.490486
sn1999gp,0.026677,35.353986,0.142999,35.401823,-0.047836577,34.896386,0.45760014
sn2005na,0.026881,35.274075,0.141195,35.418694,-0.14461907,34.913313,0.36076226
sn2007co,0.027064,35.208077,0.141685,35.433723,-0.2256453,34.928391,0.27968626
sn2004gs,0.027499,35.554208,0.140928,35.469049,0.085158393,34.963836,0.59037191
sn1992p,0.027637,35.512376,0.144083,35.480143,0.032233643,34.974966,0.53741007
sn1998ab,0.027688,34.989967,0.143171,35.484228,-0.4942614,34.979066,0.010901181
sn2002de,0.027748,35.482228,0.141846,35.489025,-0.0067970004,34.983879,0.49834912
sn2003u,0.028561,35.339311,0.14269,35.553045,-0.21373383,35.048119,0.29119217
sn2005eq,0.029086,35.610269,0.141059,35.593443,0.016825744,35.088659,0.52160938
sn2006qo,0.029526,35.436744,0.142005,35.626754,-0.19001046,35.122089,0.31465414
sn1990o,0.030325,35.497775,0.143169,35.68602,-0.18824563,35.181571,0.31620322
sn2001ba,0.030381,35.669209,0.142175,35.690116,-0.020907091,35.185683,0.48352649
sn2003ch,0.030416,35.690108,0.140939,35.692672,-0.0025642527,35.188248,0.5018598
sn1997dg,0.030482,35.947597,0.1417,35.697485,0.25011219,35.193079,0.75451835
sn1996c,0.030721,35.590467,0.142617,35.714829,-0.12436261,35.210487,0.37997938
sn2006bt,0.031484,35.80412,0.140272,35.769326,0.034793788,35.26519,0.53892963
sn2006az,0.031485,35.68697,0.140346,35.769397,-0.082427119,35.265261,0.42170846
sn2007bd,0.031638,35.584368,0.14121,35.780169,-0.19580083,35.276075,0.30829372
sn1999cc,0.031764,35.633256,0.140686,35.789002,-0.15574559,35.284941,0.34831473
sn2004as,0.032538,35.8802,0.14043,35.842521,0.037679281,35.338669,0.54153131
sn2004l,0.033173,35.745515,0.143111,35.885507,-0.13999118,35.381826,0.36368975
sn2006s,0.033255,35.96312,0.139885,35.890999,0.072120776,35.38734,0.57577974
sn2006gr,0.033614,35.91306,0.139809,35.914889,-0.0018290295,35.411327,0.50173333
sn2005iq,0.034074,36.012203,0.138969,35.945139,0.067063583,35.441701,0.57050236
sn2005eu,0.034781,35.901769,0.141596,35.990864,-0.089094781,35.487615,0.41415429
sn1996bl,0.034854,35.742786,0.141007,35.995533,-0.25274701,35.492303,0.25048238
sn2003iv,0.034971,36.008294,0.140126,36.002997,0.0052971114,35.499799,0.50849513
sn1992bg,0.035218,35.883836,0.14465,36.018674,-0.13483863,35.515542,0.36829323
sn2002hd,0.035755,35.691602,0.142258,36.052391,-0.36078873,35.549403,0.14219908
SDSS17784,0.03652,36.08076,0.115396,36.09958,-0.018820405,35.596797,0.48396271
sn2000cf,0.036934,36.125246,0.140956,36.124717,0.00052895295,35.622045,0.50320136
sn2006nz,0.03695,36.067055,0.114021,36.125683,-0.058628236,35.623015,0.44403986
sn2006mo,0.036969,36.135765,0.141722,36.12683,0.0089353106,35.624167,0.51159829
sn2001eh,0.037075,36.029637,0.139296,36.133215,-0.10357844,35.630581,0.39905608
sn2002hu,0.038086,36.047263,0.138952,36.193244,-0.14598111,35.69088,0.35638335
sn1999aw,0.039083,36.261874,0.139901,36.25094,0.010934239,35.748842,0.51303294
sn2003fa,0.039219,36.157637,0.138984,36.258699,-0.10106184,35.756636,0.40100035
sn2001az,0.040259,36.35703,0.142119,36.317179,0.039850253,35.815394,0.54163549
sn2005lz,0.040689,36.276362,0.139014,36.34093,-0.06456816,35.83926,0.43710268
sn1992bh,0.041657,36.527303,0.141016,36.393517,0.13378581,35.892103,0.63519954
sn1992bl,0.0424,36.296029,0.142756,36.43308,-0.13705088,35.931863,0.3641655
SDSS10805,0.04413,36.27164,0.11486,36.522648,-0.25100823,36.02189,0.24974986
SDSS14279,0.04428,36.292702,0.113705,36.530253,-0.23755101,36.029534,0.26316754
sn2005hc,0.04492,36.564561,0.111373,36.562421,0.0021398493,36.061871,0.5026891
sn2004gu,0.046856,36.447889,0.137271,36.657089,-0.20920047,36.157051,0.29083797
sn1995ac,0.048984,36.350468,0.139079,36.756868,-0.4063995,36.257389,0.09307916
sn1993ag,0.049325,36.589362,0.140167,36.772465,-0.18310309,36.273076,0.31628606
sn1990af,0.049519,36.643828,0.139446,36.781292,-0.13746481,36.281954,0.36187348
sn1993o,0.053126,36.846507,0.139575,36.939591,-0.093083575,36.441196,0.40531098
sn1998dx,0.05386,36.749621,0.140685,36.970527,-0.2209064,36.472324,0.27729652
sn1999ao,0.054931,37.041519,0.143919,37.014945,0.0265739,36.517021,0.52449797
SDSS19968,0.05499,36.903421,0.112893,37.017367,-0.11394675,36.519459,0.3839619
SDSS6558,0.05634,37.006419,0.112867,37.072124,-0.065705512,36.574566,0.43185218
SDSS14318,0.05654,36.864026,0.122398,37.080128,-0.21610208,36.582623,0.28140372
SDSS17745,0.05874,37.218674,0.114585,37.166417,0.052257055,36.669481,0.5491927
sn2006ob,0.059289,37.049891,0.111086,37.187464,-0.13757371,36.69067,0.35922005
sn2006oa,0.060959,37.14167,0.11093,37.250353,-0.10868269,36.75399,0.38767984
SDSS3901,0.062818,37.129647,0.112357,37.318438,-0.18879096,36.822554,0.30709296
sn2007ae,0.062961,37.139126,0.140212,37.323594,-0.18446825,36.827747,0.31137878
sn1992bs,0.063345,37.416847,0.141293,37.337386,0.079461227,36.841638,0.57520961
SDSS10028,0.064229,37.197295,0.112975,37.368834,-0.17153832,36.873312,0.32398311
sn2006an,0.065193,37.374426,0.139912,37.402656,-0.028230506,36.907382,0.46704377
SDSS6057,0.06651,37.294806,0.112612,37.448096,-0.15329074,36.953159,0.3416465
sn2006al,0.069122,37.617081,0.145157,37.535719,0.081362777,37.041448,0.57563361
sn2006on,0.069751,37.294725,0.111409,37.556345,-0.26161968,37.062234,0.23249117
sn1993b,0.070153,37.383197,0.146379,37.569434,-0.1862367,37.075425,0.30777189
SDSS17240,0.07153,37.392019,0.157968,37.61373,-0.22171107,37.120071,0.2719479
SDSS17880,0.07195,37.342194,0.112772,37.627079,-0.28488429,37.133526,0.20866815
sn1992ae,0.074579,37.484462,0.141947,37.708978,-0.2245157,37.21609,0.26837164
sn2005ir,0.07487,37.600639,0.110074,37.717872,-0.11723354,37.225059,0.37558026
SDSS19155,0.07592,37.770136,0.112389,37.749695,0.020440574,37.257146,0.51298973
sn1999bp,0.078317,37.726108,0.138307,37.820794,-0.094686151,37.328848,0.39726013
SDSS17186,0.07849,38.035737,0.113854,37.825845,0.20989174,37.333942,0.70179464
sn1992bp,0.07884,37.541851,0.138584,37.836031,-0.2941796,37.344216,0.19763545
SDSS12779,0.07891,37.822083,0.117766,37.838063,-0.015979753,37.346265,0.47581777
SDSS12898,0.07997,37.842822,0.112109,37.868625,-0.025802986,37.377093,0.46572898
sn2005ag,0.080103,37.667141,0.136253,37.872432,-0.20529124,37.380933,0.28620737
SDSS12950,0.08133,37.935407,0.111814,37.907275,0.028131403,37.416084,0.51932322
SDSS12781,0.08304,38.065672,0.115125,37.955008,0.11066465,37.464243,0.60142987
SDSS722,0.08522,37.970228,0.128423,38.01452,-0.04429222,37.524297,0.44593079
SDSS3592,0.08528,37.928381,0.111932,38.016137,-0.087756564,37.525929,0.4024515
SDSS21502,0.08784,37.989534,0.112907,38.084156,-0.094622486,37.594583,0.39495132
SDSS1241,0.08889,37.936103,0.11251,38.111511,-0.17540823,37.622197,0.31390605
SDSS19899,0.09007,38.021375,0.111899,38.141888,-0.12051303,37.652865,0.36851027
SDSS17258,0.0901,37.828996,0.124187,38.142656,-0.31365936,37.65364,0.17535653
SDSS774,0.09243,38.160297,0.122156,38.201526,-0.041229006,37.713083,0.44721378
SDSS18241,0.09391,38.333255,0.11374,38.238193,0.095062149,37.750113,0.5831421
SDSS2102,0.09401,38.212454,0.112725,38.240651,-0.02819681,37.752595,0.45985864
SDSS16185,0.09582,38.280928,0.112716,38.284711,-0.0037829565,37.797098,0.48382984
SDSS13038,0.10264,38.528458,0.113322,38.443939,0.084518939,37.957982,0.57047538
SDSS10434,0.10289,38.47728,0.114221,38.449583,0.027696936,37.963687,0.51359298
SDSS13135,0.10337,38.400372,0.111598,38.460385,-0.060013087,37.974605,0.42576709
SDSS20064,0.10391,38.25769,0.112416,38.47248,-0.21478944,37.98683,0.27086052
SDSS14816,0.10589,38.259627,0.112285,38.516326,-0.25669983,38.031153,0.2284736
SDSS18697,0.10602,38.388928,0.111682,38.519178,-0.13025039,38.034036,0.35489176
SDSS20625,0.10667,38.529439,0.112607,38.533387,-0.0039483978,38.048401,0.48103776
SDSS18375,0.10725,38.205555,0.111743,38.545997,-0.3404418,38.06115,0.14440515
SDSS21034,0.10751,38.544067,0.112402,38.551629,-0.0075614172,38.066844,0.47722324
SDSS7147,0.10924,38.548224,0.112096,38.588778,-0.040553984,38.104408,0.44381658
SDSS18650,0.11271,38.715163,0.112009,38.661649,0.053514041,38.178105,0.53705748
SDSS11067,0.11304,38.632945,0.112246,38.668468,-0.035523246,38.185003,0.44794176
SDSS18612,0.11368,38.434426,0.111953,38.681641,-0.24721463,38.198328,0.23609848
SDSS16641,0.11389,38.794576,0.113093,38.685948,0.10862808,38.202685,0.59189129
SDSS16619,0.11402,38.462485,0.11346,38.68861,-0.22612483,38.205378,0.25710755
SDSS5395,0.11635,38.729957,0.111949,38.735852,-0.0058956906,38.253172,0.47678513
SDSS8719,0.11651,38.672468,0.113022,38.739064,-0.06659584,38.256421,0.4160471
SDSS2561,0.11741,38.700061,0.112518,38.75705,-0.056989379,38.27462,0.42544109
SDSS19953,0.11767,38.741727,0.111671,38.762223,-0.0204952,38.279853,0.46187403
SDSS16259,0.11771,38.640093,0.113079,38.763017,-0.12292479,38.280658,0.35943498
SDSS1371,0.11771,38.527971,0.11196,38.763017,-0.23504587,38.280658,0.2473139
SDSS14871,0.11845,38.812895,0.111824,38.777674,0.035220823,38.295489,0.51740619
SDSS18298,0.11863,38.416553,0.127194,38.781227,-0.36467365,38.299084,0.11746933
SDSS13894,0.11966,38.95985,0.113363,38.801456,0.15839316,38.319556,0.64029381
SDSS5549,0.11967,38.717946,0.111976,38.801652,-0.083705796,38.319754,0.3981925
SDSS13044,0.11967,38.837411,0.112171,38.801652,0.035759067,38.319754,0.51765737
SDSS12860,0.12044,38.780122,0.113463,38.816667,-0.036545161,38.33495,0.44517227
SDSS19543,0.12164,38.946145,0.112462,38.839889,0.10625578,38.358453,0.58769184
SDSS18835,0.12262,38.707357,0.11183,38.858695,-0.15133807,38.377488,0.3298685
SDSS16021,0.12276,38.737216,0.112478,38.86137,-0.12415313,38.380196,0.3570207
SDSS21669,0.12281,38.662602,0.129766,38.862324,-0.19972204,38.381162,0.2814401
SDSS2916,0.12303,38.721556,0.119632,38.86652,-0.1449643,38.38541,0.33614641
SDSS6406,0.12376,38.686488,0.111795,38.880394,-0.19390542,38.399453,0.28703476
SDSS20470,0.1244,38.959303,0.113068,38.892493,0.066809449,38.411702,0.54760023
06D2fb,0.125298,38.812432,0.085713,38.909373,-0.096940067,38.428791,0.3836414
SDSS13005,0.12593,38.931494,0.157613,38.921184,0.010309496,38.44075,0.49074387
SDSS2992,0.12608,38.626104,0.113495,38.923979,-0.29787551,38.44358,0.18252396
SDSS744,0.12649,38.834716,0.118731,38.931604,-0.096887599,38.4513,0.38341655
SDSS18855,0.12715,38.872201,0.111895,38.943828,-0.071627468,38.463678,0.40852329
SDSS16069,0.12739,38.792596,0.113191,38.948259,-0.15566323,38.468164,0.32443184
SDSS18809,0.12837,38.870821,0.112485,38.96627,-0.095448527,38.486402,0.38441921
SDSS22075,0.12893,38.840284,0.113756,38.976504,-0.13621996,38.496766,0.34351805
SDSS1032,0.12903,38.873791,0.115931,38.978327,-0.10453624,38.498612,0.37517867
SDSS5751,0.12953,38.807645,0.112137,38.987423,-0.17977826,38.507824,0.29982095
SDSS18415,0.12961,38.956012,0.113841,38.988875,-0.032863047,38.509295,0.44671762
SDSS20084,0.12961,39.141727,0.113865,38.988875,0.15285133,38.509295,0.63243199
SDSS17280,0.13045,39.199031,0.147057,39.004074,0.19495685,38.524687,0.67434339
SDSS14108,0.13243,39.234972,0.112393,39.039539,0.19543298,38.560609,0.67436289
SDSS18602,0.13362,39.077669,0.113865,39.060616,0.017053136,38.58196,0.49570934
SDSS15508,0.13392,38.966034,0.111798,39.065902,-0.099867789,38.587314,0.37871955
SDSS15234,0.13508,39.242322,0.113196,39.086236,0.15608555,38.607915,0.63440667
SDSS17629,0.13588,38.873391,0.113673,39.100165,-0.22677392,38.622027,0.25136393
SDSS19775,0.13668,38.995995,0.113428,39.114017,-0.11802216,38.636062,0.35993266
SDSS17366,0.13811,38.981395,0.112284,39.13859,-0.15719509,38.660962,0.32043316
SDSS15171,0.13818,39.048423,0.11186,39.139787,-0.091364043,38.662175,0.38624825
SDSS17208,0.13864,39.36218,0.119461,39.147638,0.21454181,38.67013,0.69204924
SDSS12928,0.13868,39.066861,0.116765,39.148319,-0.081458487,38.670821,0.39603984
SDSS1794,0.14139,39.200636,0.113002,39.194068,0.0065677055,38.717186,0.48344984
SDSS14437,0.14265,39.13653,0.112226,39.21506,-0.078529995,38.738464,0.39806656
SDSS2635,0.1431,39.139085,0.112072,39.222515,-0.08343039,38.746021,0.39306432
SDSS13796,0.1436,39.058163,0.111766,39.230773,-0.17261019,38.754392,0.30377143
SDSS17497,0.14382,39.107025,0.111949,39.234398,-0.1273734,38.758066,0.34895846
SDSS8921,0.14401,39.137892,0.114616,39.237525,-0.099633261,38.761236,0.37665573
SDSS16073,0.14468,39.430541,0.112388,39.248519,0.18202204,38.772382,0.6581597
SDSS14024,0.14478,39.128046,0.114439,39.250156,-0.12211051,38.774041,0.3540046
SDSS17605,0.14533,39.165471,0.119235,39.25914,-0.093669768,38.783149,0.38232135
SDSS11300,0.14547,38.873755,0.113737,39.261422,-0.3876669,38.785463,0.088292617
SDSS21062,0.14564,39.482628,0.114307,39.26419,0.21843743,38.788269,0.69435864
SDSS19940,0.14582,39.01236,0.112189,39.267118,-0.25475746,38.791237,0.22112322
SDSS12930,0.14607,39.310932,0.117074,39.271178,0.039753922,38.795354,0.51557829
SDSS2308,0.148,39.305036,0.111944,39.302308,0.0027272468,38.826918,0.47811781
SDSS21510,0.14839,39.153355,0.11378,39.308553,-0.15519741,38.83325,0.32010568
SDSS16116,0.1486,39.394763,0.112448,39.311909,0.082854148,38.836653,0.55811008
SDSS13736,0.14901,39.262975,0.112283,39.318448,-0.055473431,38.843284,0.41969061
SDSS16206,0.15065,39.118932,0.113842,39.344441,-0.22550832,38.869643,0.24928881
SDSS2031,0.15186,39.204258,0.112035,39.363449,-0.15919143,38.888922,0.3153356
SDSS15132,0.15295,39.375366,0.111718,39.380452,-0.0050853952,38.906168,0.46919875
SDSS19353,0.15322,39.272281,0.113617,39.384646,-0.11236481,38.910422,0.3618593
SDSS18323,0.15363,39.448143,0.115274,39.391002,0.05714052,38.916869,0.53127343
SDSS17253,0.15463,39.371679,0.1715,39.406438,-0.03475891,38.932528,0.43915181
SDSS5550,0.15473,39.335028,0.111655,39.407977,-0.072948867,38.934088,0.40093964
SDSS18030,0.15506,39.511723,0.118308,39.413047,0.098675669,38.939232,0.57249098
SDSS18740,0.15575,39.142044,0.111931,39.423617,-0.28157346,38.949955,0.19208887
SDSS16165,0.15596,39.343842,0.112725,39.426825,-0.082983192,38.953209,0.39063262
SDSS13354,0.15653,39.221901,0.113012,39.435513,-0.21361217,38.962023,0.25987743
SDSS17171,0.15895,39.372873,0.145393,39.472073,-0.099199638,38.999118,0.37375558
SDSS15425,0.15935,39.113679,0.111983,39.478066,-0.3643872,39.005199,0.10847989
SDSS17825,0.15999,39.420751,0.113136,39.487626,-0.06687488,39.014899,0.40585129
SDSS3317,0.15999,39.263229,0.113095,39.487626,-0.22439707,39.014899,0.24832909
SDSS2689,0.16035,39.250122,0.114045,39.492987,-0.24286496,39.02034,0.22978204
SDSS5103,0.1605,39.327255,0.113217,39.495218,-0.16796295,39.022604,0.30465105
SDSS13411,0.1618,39.568869,0.120879,39.514471,0.054398298,39.042142,0.52672684
SDSS20430,0.16284,39.558532,0.114429,39.529769,0.02876302,39.057669,0.50086367
SDSS19174,0.16357,39.286594,0.114386,39.540454,-0.25385996,39.068513,0.2180809
SDSS20764,0.16387,39.453797,0.113522,39.544832,-0.091034495,39.072956,0.38084078
SDSS3087,0.1644,39.365084,0.11306,39.552548,-0.1874637,39.080789,0.28429576
SDSS19616,0.16455,39.387664,0.113442,39.554728,-0.16706408,39.083001,0.30466264
SDSS12843,0.16565,39.202247,0.118455,39.570656,-0.36840844,39.099169,0.10307831
SDSS12853,0.16817,39.333731,0.116716,39.606778,-0.27304717,39.135839,0.19789154
SDSS15897,0.16869,39.544445,0.116161,39.614169,-0.069724297,39.143343,0.40110158
05D3ne,0.169455,39.580732,0.088415,39.625004,-0.044272827,39.154344,0.4263873
SDSS12856,0.17028,39.584277,0.112043,39.636639,-0.052361268,39.166157,0.4181203
SDSS12855,0.17063,39.435724,0.114853,39.641558,-0.20583414,39.171153,0.26457174
SDSS17220,0.17066,39.397723,0.115012,39.64198,-0.24425646,39.17158,0.22614293
SDSS17389,0.1707,39.808694,0.115438,39.642541,0.16615261,39.172151,0.63654336
SDSS15453,0.17373,39.836681,0.114314,39.684731,0.15195006,39.214993,0.62168764
SDSS3080,0.17374,39.463768,0.112831,39.684869,-0.22110119,39.215134,0.24863424
SDSS15648,0.17383,39.525192,0.122163,39.686112,-0.16091957,39.216396,0.30879654
SDSS14421,0.17386,39.700435,0.112491,39.686526,0.013909513,39.216816,0.48361919
SDSS12927,0.17415,39.359493,0.118918,39.690525,-0.331032,39.220878,0.13861531
SDSS19969,0.1742,39.514497,0.113041,39.691214,-0.17671671,39.221577,0.29291986
SDSS19282,0.17558,39.635173,0.113152,39.710156,-0.074982634,39.240815,0.39435781
SDSS18807,0.17625,39.745679,0.113139,39.719302,0.026376799,39.250106,0.49557367
SDSS14979,0.17653,39.625476,0.11256,39.723116,-0.097639599,39.253979,0.37149737
SDSS15365,0.17656,39.786039,0.113446,39.723524,0.062515451,39.254393,0.53164599
SDSS18604,0.17656,39.813561,0.113509,39.723524,0.090037733,39.254393,0.55916827
SDSS17274,0.17658,40.146933,0.1635,39.723796,0.42313747,39.25467,0.89226372
SDSS15583,0.17706,39.666107,0.113873,39.730318,-0.064211008,39.261294,0.40481256
SDSS17218,0.17757,39.634082,0.114576,39.737229,-0.10314675,39.268314,0.36576781
SDSS14451,0.17789,39.574974,0.112906,39.741556,-0.16658227,39.27271,0.30226397
SDSS5635,0.1781,40.052473,0.117139,39.744392,0.30808149,39.275591,0.77688288
SDSS15461,0.17865,39.697223,0.113319,39.751804,-0.054581809,39.28312,0.41410227
SDSS2372,0.17962,39.562818,0.113572,39.764826,-0.20200741,39.296348,0.26646998
SDSS6936,0.17969,39.686965,0.113497,39.765763,-0.078797991,39.2973,0.38966448
SDSS13254,0.17981,39.981137,0.120493,39.767369,0.21376846,39.298932,0.68220537
SDSS14284,0.18037,39.447761,0.112763,39.774849,-0.32708842,39.306532,0.14122939
SDSS13045,0.18055,39.543292,0.118342,39.777249,-0.23395733,39.30897,0.2343222
SDSS20048,0.18056,39.793426,0.117002,39.777382,0.016043821,39.309105,0.48432123
SDSS17215,0.18079,39.621278,0.117616,39.780446,-0.15916762,39.312217,0.30906092
SDSS15443,0.18122,39.590054,0.112167,39.786163,-0.19610841,39.318026,0.27202879
SDSS17332,0.18204,39.584028,0.115898,39.79703,-0.213002,39.329067,0.2549612
SDSS6422,0.18255,39.764285,0.112208,39.803767,-0.039482019,39.335912,0.42837311
SDSS16281,0.18255,39.62761,0.114391,39.803767,-0.17615701,39.335912,0.29169811
SDSS17168,0.18257,39.842601,0.115147,39.804031,0.038570506,39.33618,0.5064214
SDSS14984,0.1828,39.834222,0.115225,39.807062,0.027159857,39.33926,0.49496202
SDSS1580,0.18322,39.566101,0.114206,39.81259,-0.24648899,39.344877,0.22122427
SDSS8213,0.18327,39.569065,0.117564,39.813247,-0.24418189,39.345544,0.22352078
SDSS15421,0.18435,39.851818,0.112927,39.827403,0.024414661,39.359929,0.49188905
05D2ah,0.185371,39.794575,0.085522,39.840716,-0.046141031,39.373457,0.42111789
SDSS19101,0.18563,39.658661,0.11449,39.844082,-0.18542042,39.376878,0.2817839
SDSS5994,0.18581,39.82584,0.114889,39.846419,-0.020579151,39.379252,0.44658724
SDSS21861,0.18655,39.624409,0.121972,39.856004,-0.23159472,39.388993,0.23541588
SDSS18749,0.18667,39.720546,0.114334,39.857555,-0.1370087,39.39057,0.32997664
SDSS20687,0.18772,39.620767,0.118492,39.871087,-0.25032012,39.404323,0.21644451
SDSS6304,0.18965,39.711922,0.113593,39.89578,-0.1838578,39.42942,0.28250222
SDSS762,0.1901,39.961754,0.114249,39.901503,0.060250676,39.435238,0.52651654
SDSS18804,0.19084,39.750769,0.112617,39.910889,-0.16011922,39.444777,0.30599193
SDSS16276,0.19176,39.870269,0.114367,39.92251,-0.052240505,39.456591,0.41367862
SDSS18787,0.19191,40.161918,0.114568,39.9244,0.23751771,39.458512,0.70340556
SDSS16618,0.19198,39.705824,0.114573,39.925281,-0.21945771,39.459408,0.24641553
SDSS2440,0.19215,40.019265,0.114217,39.927421,0.091844574,39.461583,0.55768237
SDSS16100,0.19392,39.899804,0.117691,39.949593,-0.049789117,39.484124,0.41568031
SDSS2246,0.19422,39.859825,0.11684,39.953333,-0.093507687,39.487926,0.37189941
SDSS20575,0.19465,39.588541,0.114454,39.958684,-0.3701423,39.493366,0.095175522
SDSS19149,0.19494,39.551078,0.11376,39.962286,-0.4112081,39.497028,0.05404959
SDSS16099,0.1958,39.968351,0.113084,39.97294,-0.0045895674,39.507861,0.46048985
SDSS15674,0.19654,40.006128,0.117701,39.982073,0.024055424,39.517147,0.48898162
SDSS18768,0.19671,40.079696,0.118689,39.984166,0.095529359,39.519275,0.56042042
