Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_QuantumAttractorUnifiedCosmology,residual_QuantumAttractorUnifiedCosmology
03D4dh,0.625233,42.729026,0.091453,42.83437,-0.10534382,42.823611,-0.094585135
04D4fx,0.627239,42.802545,0.092195,42.842888,-0.040342597,42.832242,-0.029696796
05D1cb,0.630699,42.711701,0.091576,42.85752,-0.14581897,42.847069,-0.13536833
05D2ci,0.631882,42.281286,0.097524,42.862505,-0.58121943,42.852122,-0.57083564
03D4at,0.632234,42.975281,0.093125,42.863987,0.11129389,42.853623,0.12165777
04D1pu,0.637701,42.503968,0.100758,42.8869,-0.38293221,42.876846,-0.37287821
05D4ag,0.638234,42.708074,0.097915,42.889124,-0.18105014,42.879101,-0.17102642
05D2ec,0.641893,43.018975,0.093291,42.904345,0.11463048,42.894529,0.12444602
05D3ax,0.643642,42.943933,0.098759,42.911591,0.032341577,42.901875,0.042057425
04D3cy,0.643646,42.892942,0.094148,42.911608,-0.018665506,42.901892,-0.008949886
05D3lb,0.647639,42.890834,0.09193,42.928082,-0.037247261,42.918594,-0.027759672
05D3kt,0.64864,42.786103,0.092708,42.932196,-0.14609305,42.922766,-0.13666271
04D1sk,0.662058,42.92459,0.093186,42.986781,-0.062190981,42.978121,-0.053531024
05D3hs,0.664638,43.18447,0.094448,42.997156,0.18731394,42.988645,0.19582523
05D3mh,0.670654,43.026774,0.095777,43.021201,0.0055733747,43.013037,0.013737458
03D1co,0.677662,43.337486,0.098356,43.048955,0.28853147,43.041196,0.29629031
05D2bt,0.681942,43.093016,0.094158,43.065771,0.027245422,43.05826,0.034756455
06D3cc,0.683659,43.203449,0.115261,43.072489,0.13096006,43.065077,0.13837163
04D4ic,0.685179,43.080358,0.0983,43.078423,0.001935301,43.071099,0.0092587871
05D1ke,0.688656,43.020028,0.092298,43.091949,-0.071921084,43.084827,-0.064799141
06D3em,0.690652,42.857798,0.095502,43.099685,-0.24188699,43.092679,-0.23488078
03D4cz,0.693165,43.071513,0.100242,43.109395,-0.037881134,43.102534,-0.031020654
04D4ib,0.697164,43.20406,0.093324,43.124776,0.079283319,43.118148,0.085911852
06D4ba,0.698167,43.179661,0.101565,43.128621,0.051040063,43.122051,0.057610415
05D4bj,0.699166,42.995502,0.094894,43.132446,-0.13694372,43.125933,-0.13043132
05D4cq,0.699169,43.258556,0.094016,43.132457,0.12609884,43.125945,0.13261107
05D2ck,0.69996,43.115842,0.097048,43.135481,-0.01963962,43.129015,-0.013173273
04D1si,0.700631,42.962963,0.094362,43.138044,-0.17508173,43.131617,-0.1686543
04D4hu,0.701158,43.307463,0.094504,43.140056,0.16740782,43.133659,0.17380468
04D2iu,0.701965,42.881871,0.100028,43.143133,-0.2612615,43.136783,-0.25491145
05D2le,0.701969,43.120664,0.095463,43.143148,-0.022483967,43.136798,-0.01613415
05D3gv,0.715652,43.128067,0.096706,43.194815,-0.066748102,43.189258,-0.061191603
05D3jh,0.71868,43.114277,0.094949,43.206121,-0.091844736,43.20074,-0.086463638
04D1aj,0.719626,43.107985,0.095665,43.209644,-0.10165951,43.204318,-0.096333199
05D4ev,0.72014,43.215209,0.098164,43.211557,0.0036524515,43.20626,0.0089490038
06D3gh,0.72068,43.216773,0.098773,43.213564,0.003208992,43.208299,0.0084742791
06D3do,0.726679,43.257374,0.094974,43.235772,0.021602219,43.230853,0.026520386
06D3bz,0.727675,43.215658,0.099419,43.239442,-0.023783535,43.234581,-0.018922961
06D4bw,0.730128,43.012407,0.096543,43.24846,-0.23605305,43.243741,-0.23133426
04D1pp,0.733609,43.208172,0.094433,43.261209,-0.053036573,43.256691,-0.048518858
04D2gp,0.733996,43.50824,0.1029,43.262622,0.24561728,43.258127,0.25011265
05D2fq,0.734996,43.403144,0.095665,43.266272,0.13687192,43.261834,0.14130956
05D1eo,0.735608,43.304036,0.096764,43.268503,0.035532464,43.264101,0.039934785
05D2ct,0.736007,43.172548,0.104933,43.269957,-0.09740875,43.265578,-0.093029454
05D3jk,0.73669,43.259919,0.093659,43.272444,-0.012524766,43.268104,-0.0081848759
04D2ja,0.742008,43.820507,0.103483,43.291731,0.52877526,43.287698,0.53280856
04D3fq,0.742697,43.211895,0.097111,43.294221,-0.082325442,43.290227,-0.07833184
05D3jb,0.745665,43.297634,0.094967,43.304918,-0.0072840019,43.301095,-0.0034612779
04D2kr,0.746118,43.093092,0.095641,43.306547,-0.21345565,43.302751,-0.20965899
04D4im,0.7491,42.910163,0.096075,43.317248,-0.40708497,43.313623,-0.40345982
04D3ks,0.750681,43.04048,0.099406,43.322905,-0.2824251,43.31937,-0.27889081
04D3oe,0.756687,43.727246,0.095935,43.344291,0.38295594,43.341101,0.38614547
05D2nt,0.75903,43.411082,0.09556,43.352589,0.058493066,43.349534,0.061548293
06D3gx,0.760691,43.435126,0.101218,43.358458,0.076668574,43.355497,0.079628656
05D3mn,0.760698,43.193176,0.094664,43.358482,-0.16530628,43.355523,-0.1623466
05D4cn,0.761089,43.332429,0.09585,43.359862,-0.027432476,43.356925,-0.024495184
05D1if,0.76158,43.291607,0.096723,43.361593,-0.069986146,43.358684,-0.067076964
04D1qd,0.765588,43.282321,0.09633,43.375687,-0.093366426,43.373007,-0.090686523
04D1de,0.76659,43.678049,0.096641,43.3792,0.29884979,43.376577,0.30147243
05D3hh,0.766684,43.427868,0.103932,43.379529,0.048338841,43.376912,0.050956105
04D4id,0.767075,43.882533,0.101187,43.380898,0.5016346,43.378303,0.50422953
04D1pc,0.768587,43.284981,0.097274,43.386187,-0.10120596,43.383678,-0.098697392
05D4bi,0.773081,43.681452,0.098805,43.401847,0.27960509,43.399595,0.28185727
04D1jd,0.776594,43.159032,0.098366,43.414028,-0.254996,43.411976,-0.25294395
05D4cs,0.78806,43.561544,0.096033,43.453419,0.1081248,43.452019,0.10952563
03D4fd,0.789054,43.514773,0.099608,43.456808,0.057964738,43.455464,0.059309256
04D1ks,0.796552,42.985147,0.098413,43.48224,-0.49709291,43.481319,-0.49617243
03D1fq,0.798566,43.584978,0.101777,43.489031,0.09594609,43.488225,0.096752887
05D3dh,0.800697,42.89614,0.098997,43.4962,-0.60005997,43.495513,-0.59937335
05D3ha,0.805695,43.141352,0.106396,43.51294,-0.37158862,43.512535,-0.37118343
05D3cx,0.805696,43.54754,0.09721,43.512944,0.034596655,43.512539,0.035001789
05D4gw,0.806041,43.404381,0.105158,43.514096,-0.10971493,43.51371,-0.1093292
05D4dy,0.808048,43.991993,0.101592,43.520787,0.47120604,43.520514,0.47147894
04D4dm,0.809032,43.398908,0.101626,43.524062,-0.12515426,43.523844,-0.12493664
04D3ny,0.81072,43.319459,0.105587,43.529671,-0.21021128,43.529548,-0.21008844
04D3mk,0.813696,43.764969,0.099177,43.539532,0.22543694,43.539576,0.22539285
04D3nc,0.817732,43.747459,0.101608,43.55285,0.19460918,43.55312,0.19433904
06D2ce,0.822103,43.537252,0.104677,43.567202,-0.0299495,43.567716,-0.030464011
04D3lu,0.822697,43.731099,0.100111,43.569147,0.16195249,43.569694,0.16140481
05D1cl,0.828528,43.943345,0.100853,43.588165,0.35517986,43.589038,0.35430698
05D4fg,0.837004,43.768646,0.100539,43.615581,0.15306565,43.616925,0.15172156
04D2al,0.838126,43.483006,0.113632,43.619189,-0.13618369,43.620596,-0.13759003
Elvis,0.839734,43.46181,0.112754,43.624353,-0.16254358,43.625849,-0.16403908
05D4hn,0.840005,43.197607,0.103903,43.625223,-0.42761606,43.626733,-0.42912657
05D1az,0.840522,43.607144,0.101288,43.626881,-0.019736162,43.62842,-0.021275326
06D2ga,0.842123,43.6951,0.112024,43.632008,0.063092255,43.633636,0.061464419
06D4ce,0.847985,43.832645,0.110575,43.650701,0.1819436,43.652653,0.17999162
04D1hy,0.848509,43.675838,0.10052,43.652366,0.023471665,43.654347,0.02149075
05D3kp,0.850729,43.818657,0.098855,43.659409,0.15924782,43.661512,0.1571444
05D4dw,0.852994,43.554866,0.101921,43.666576,-0.11170952,43.668804,-0.11393781
05D1er,0.858507,43.497432,0.106173,43.683943,-0.18651085,43.686475,-0.18904255
04D1ff,0.858513,43.252618,0.101579,43.683962,-0.43134366,43.686494,-0.43387568
05D1iz,0.858516,44.064145,0.11645,43.683971,0.38017417,43.686503,0.37764197
04D4ii,0.863978,43.657487,0.1039,43.701071,-0.043584593,43.703903,-0.046416648
05D1em,0.864497,43.79925,0.102986,43.702691,0.096559338,43.705551,0.093698828
03D1ew,0.866494,43.652949,0.106037,43.708913,-0.055964159,43.711883,-0.058934098
05D2nn,0.872152,43.980618,0.119167,43.726467,0.25415125,43.729746,0.25087181
04D4bk,0.877971,43.973804,0.103099,43.744405,0.22939921,43.748002,0.22580228
05D3cq,0.890729,43.813231,0.103551,43.783332,0.029898756,43.787623,0.025608676
05D2by,0.893183,43.89875,0.106138,43.790758,0.10799249,43.795181,0.10356954
03D4di,0.896944,43.849449,0.109618,43.802099,0.0473497,43.806726,0.042723426
05D3ht,0.901736,44.064275,0.111342,43.816483,0.24779225,43.821368,0.24290742
04D3gx,0.910752,44.093128,0.112202,43.843345,0.24978367,43.848714,0.24441395
04D1ow,0.913473,43.886202,0.104751,43.8514,0.034801231,43.856916,0.029285577
05D2bw,0.92221,43.815627,0.117626,43.877109,-0.06148249,43.883092,-0.067465433
05D2ay,0.922221,43.56967,0.117413,43.877142,-0.3074721,43.883125,-0.31345563
03D4cy,0.924917,44.05598,0.125384,43.885027,0.1709533,43.891154,0.16482597
05D2ob,0.92622,43.84699,0.111056,43.888829,-0.041839702,43.895026,-0.048036452
04D4jy,0.927909,44.175982,0.121275,43.893751,0.28223077,43.900038,0.27594409
04D4ih,0.931901,44.156423,0.111047,43.905349,0.25107465,43.911848,0.24457571
06D2cd,0.932229,43.790117,0.130385,43.906299,-0.11618246,43.912816,-0.12269881
04D4hf,0.9339,43.862922,0.126556,43.911138,-0.048215702,43.917743,-0.054820762
Vilas,0.935774,43.618621,0.119916,43.916554,-0.29793323,43.923258,-0.30463768
05D3la,0.936755,43.836807,0.108686,43.919385,-0.082578164,43.926142,-0.089334614
03D4cx,0.94689,43.32103,0.115036,43.948465,-0.62743511,43.955757,-0.63472722
04D1pd,0.948455,43.625089,0.112213,43.952928,-0.32783867,43.960302,-0.33521325
04D3ml,0.950763,44.237097,0.112327,43.959497,0.27760038,43.966993,0.2701043
04D4jw,0.958871,44.34431,0.125337,43.98245,0.3618606,43.990372,0.35393886
05D3km,0.96074,44.315234,0.112338,43.987714,0.32751992,43.995733,0.31950031
04D3nr,0.960751,43.581363,0.116274,43.987745,-0.40638172,43.995765,-0.41440191
Patuxent,0.970782,44.732088,0.118744,44.015826,0.71626276,44.024369,0.70771898
Ombo,0.97423,44.192459,0.118033,44.025412,0.16704688,44.034135,0.15832379
05D2my,0.98328,43.992852,0.114718,44.050417,-0.057564122,44.059609,-0.066756281
04D1rx,0.983407,44.202384,0.114131,44.050766,0.15161844,44.059965,0.14241971
04D3lp,0.983777,43.807878,0.14188,44.051783,-0.24390538,44.061001,-0.25312323
04D1iv,0.99639,44.253642,0.112483,44.086239,0.16740273,44.096107,0.15753526
06D4cl,0.997826,44.013808,0.115855,44.090135,-0.07632695,44.100076,-0.086268079
04D3dd,1.002795,44.235108,0.13731,44.103572,0.13153584,44.113768,0.12134028
Eagle,1.020807,44.380255,0.118836,44.151737,0.22851744,44.162849,0.21740573
04D4dw,1.0288,44.23321,0.1248,44.172843,0.060367819,44.184358,0.048852693
06D3en,1.060801,44.114142,0.132013,44.255747,-0.14160454,44.268857,-0.15471517
Gabi,1.12085,44.518694,0.121686,44.404827,0.11386761,44.420845,0.09784957
Lancaster,1.230892,44.816045,0.128558,44.658426,0.1576192,44.679477,0.13656814
Torngasek,1.265901,44.760726,0.128614,44.734354,0.026371831,44.756927,0.003798389
Aphrodite,1.299106,44.804213,0.128055,44.804439,-0.00022606003,44.828422,-0.024209011
