ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_QRSF_tt,residual_QRSF_tt,Dl_QRSF_te,residual_QRSF_te,Dl_QRSF_ee,residual_QRSF_ee
1499,701.642,-1.96257,-1.3298,707.202,-5.55933,4.83237,-6.79494,11.6827,-13.0125,704.58,-2.93794,8.97496,-10.9375,12.2042,-13.534
1512,655.678,7.47919,21.9852,661.262,-5.5847,9.77017,-2.29098,13.1627,8.82246,656.953,-1.27584,13.4212,-5.94203,13.8057,8.17943
1529,588.39,9.37829,16.3364,598.769,-10.3794,13.0881,-3.70981,15.4282,0.908142,592.784,-4.39465,15.9824,-6.60409,16.1612,0.175173
1546,547.01,10.0139,17.2441,537.896,9.11394,12.8278,-2.81388,17.7785,-0.534472,530.95,16.0604,14.9153,-4.90138,18.5206,-1.27654
1563,503.657,-0.414165,16.8062,482.833,20.8238,9.32197,-9.73613,19.9031,-3.09699,475.742,27.9147,10.6365,-11.0506,20.5723,-3.76618
1580,468.039,-1.86885,6.00044,436.853,31.1859,3.24107,-5.10992,21.5385,-15.5381,430.376,37.6633,3.88292,-5.75177,22.0665,-16.066
1597,429.111,-9.9112,23.6655,402.083,27.0285,-4.50137,-5.40983,22.4927,1.17284,396.838,32.2738,-4.37391,-5.53729,22.8319,0.833664
1614,407.925,-9.49197,28.6547,379.266,28.6588,-12.8905,3.39852,22.6508,6.00396,375.723,32.2027,-13.068,3.57602,22.775,5.87973
1631,399.577,-25.3687,25.01,367.855,31.7222,-20.9198,-4.44885,22.0021,3.00791,366.268,33.3093,-21.1877,-4.18094,21.9089,3.1011
1648,389.097,-22.7408,15.7028,366.155,22.9415,-27.6974,4.95667,20.6244,-4.92161,366.539,22.5576,-27.8555,5.11469,20.3361,-4.63329
1665,391.497,-25.4964,25.7318,371.62,19.8762,-32.5383,7.04186,18.6694,7.0624,373.762,17.7344,-32.4061,6.90969,18.231,7.50072
1682,385.396,-29.9275,35.6797,381.23,4.16615,-35.0411,5.11362,16.3432,19.3365,384.767,0.628341,-34.4911,4.56359,15.8115,19.8682
1699,400.368,-26.1074,19.884,391.847,8.52008,-35.0996,8.99227,13.886,5.99798,396.299,4.06894,-34.0682,7.96088,13.3253,6.55872
1716,393.039,-22.1731,-2.30435,400.547,-7.50794,-32.8822,10.709,11.5324,-13.8367,405.336,-12.2973,-31.3686,9.19543,11.0115,-13.3158
1733,407.61,-28.2166,10.7442,405.032,2.57799,-28.8136,0.597073,9.49158,1.25259,409.627,-2.01702,-26.8723,-1.34428,9.06985,1.67431
1750,377.716,-22.2324,37.1788,403.744,-26.0281,-23.493,1.26065,7.92535,29.2534,407.695,-29.9792,-21.2314,-1.00096,7.64852,29.5303
1767,379.019,-13.1588,21.6818,395.966,-16.947,-17.6157,4.45692,6.93366,14.7482,398.923,-19.9042,-15.1853,2.02654,6.83253,14.8493
1784,377.36,-11.8144,-18.8184,381.923,-4.56304,-11.8821,0.0676361,6.54517,-25.3636,383.7,-6.34053,-9.44201,-2.37244,6.63086,-25.4492
1801,358.796,-8.0874,23.4248,362.593,-3.79743,-6.92453,-1.16287,6.72116,16.7036,363.187,-4.39069,-4.63228,-3.45512,6.98395,16.4408
1818,342.446,-0.976027,18.7414,339.518,2.92856,-3.24105,2.26502,7.36388,11.3775,339.088,3.35786,-1.24359,0.267566,7.77538,10.966
1835,313.006,-4.91613,16.6022,314.611,-1.60484,-1.13641,-3.77971,8.33242,8.26974,313.437,-0.431388,0.460247,-5.37637,8.85287,7.74929
1852,305.378,1.81527,-6.23088,289.916,15.4622,-0.710931,2.5262,9.46007,-15.691,288.383,16.9951,0.426245,1.38902,10.0399,-16.2708
1869,276.147,-4.78882,36.2976,267.285,8.86202,-1.87086,-2.91796,10.5734,25.7242,265.847,10.2997,-1.20466,-3.58415,11.1574,25.1402
1886,265.911,1.66045,0.555329,248.233,17.6779,-4.33931,5.99977,11.518,-10.9627,247.312,18.5989,-4.10878,5.76923,12.0567,-11.5014
1903,249.92,-11.107,-18.6965,233.767,16.1532,-7.70676,-3.40026,12.1684,-30.865,233.733,16.1872,-7.82984,-3.27718,12.6202,-31.3167
1920,257.96,-8.76494,26.026,224.314,33.6458,-11.4914,2.72646,12.4397,13.5863,225.461,32.4989,-11.85,3.08509,12.7731,13.2528
1937,245.342,-13.224,20.5827,219.704,25.6383,-15.2,1.97606,12.3002,8.28244,222.189,23.1532,-15.6656,2.44161,12.4996,8.0831
1954,231.313,-5.86213,-42.7334,219.23,12.0828,-18.3755,12.5134,11.7666,-54.5,223.066,8.24718,-18.8126,12.9505,11.8326,-54.566
1971,229.279,-28.0519,51.929,221.782,7.49671,-20.6509,-7.401,10.8963,41.0327,226.848,2.43055,-20.9298,-7.12212,10.8442,41.0848
1988,225.825,-27.8392,5.28485,226.012,-0.187336,-21.7928,-6.04638,9.78276,-4.49791,232.083,-6.25842,-21.814,-6.02518,9.63878,-4.35393
2005,240.086,,,230.472,9.61395,-21.7069,,8.54224,,237.221,2.86563,-21.4044,,8.34277,
2030,233.983,,,234.64,-0.657515,-19.4761,,6.73737,,241.683,-7.70026,-18.6541,,6.53182,
2063,216.247,,,231.21,-14.9635,-13.7879,,4.8997,,237.444,-21.1971,-12.3948,,4.8086,
2096,204.908,,,215.279,-10.3704,-7.16911,,4.10278,,219.742,-14.8336,-5.52467,,4.21515,
2129,200.092,,,189.495,10.5976,-2.01069,,4.36071,,191.981,8.11132,-0.511873,,4.67995,
2162,168.762,,,160.126,8.63644,0.192322,,5.28173,,161.133,7.6295,1.24032,,5.73554,
2195,140.144,,,134.112,6.03239,-0.730499,,6.27589,,134.573,5.57116,-0.255994,,6.74928,
2228,129.223,,,116.32,12.903,-3.73908,,6.81414,,117.2,12.0233,-3.74282,,7.19674,
2261,118.304,,,107.963,10.3414,-7.18913,,6.62493,,109.865,8.43945,-7.43167,,6.8531,
2294,118.51,,,106.772,11.7377,-9.54666,,5.75904,,109.788,8.72181,-9.74472,,5.83127,
2327,115.407,,,108.429,6.97796,-9.97066,,4.52688,,112.16,3.24733,-9.91516,,4.49974,
2360,114.999,,,108.614,6.38435,-8.52179,,3.33528,,112.428,2.57064,-8.1465,,3.29168,
2393,126.918,,,104.629,22.2883,-5.98755,,2.52076,,107.925,18.993,-5.37301,,2.53871,
2426,90.007,,,96.1969,-6.18995,-3.45785,,2.22852,,98.6662,-8.65926,-2.78397,,2.35021,
2459,83.9457,,,85.075,-1.12934,-1.84146,,2.38861,,86.7802,-2.83447,-1.29707,,2.61056,
2492,78.7067,,,74.0109,4.69583,-1.54443,,2.77578,,75.3193,3.38744,-1.25819,,3.05547,
